s t k edges
24 45 1 24-25,25-6,6-29,29-36,36-30,30-21,21-41,41-42,42-45
24 45 2 24-3,3-2,2-4,4-0,0-1,1-44,44-45
27 8 0 27-29,29-32,32-2,2-4,4-0,0-1,1-8
27 8 1 27-12,12-29,29-36,36-30,30-21,21-41,41-9,9-8
27 8 2 27-29,29-32,32-30,30-21,21-41,41-9,9-8
30 7 0 30-32,32-33,33-7
30 7 1 30-36,36-29,29-3,3-7
30 7 2 30-37,37-32,32-33,33-7
20 25 0 20-32,32-2,2-6,6-25
20 25 1 20-31,31-30,30-36,36-29,29-3,3-24,24-25
20 25 2 20-32,32-29,29-6,6-25
3 35 0 3-29,29-34,34-35
3 35 1 3-6,6-29,29-36,36-35
3 35 2 3-29,29-36,36-35
42 10 0 42-45,45-44,44-10
42 10 1 42-41,41-9,9-43,43-10
42 10 2 42-26,26-41,41-40,40-39,39-1,1-8,8-10
6 28 0 6-29,29-28
6 28 1 6-3,3-29,29-34,34-28
6 28 2 6-15,15-29,29-12,12-28
28 41 0 28-29,29-36,36-30,30-21,21-41
28 41 1 28-34,34-32,32-2,2-4,4-0,0-1,1-39,39-40,40-41
28 41 2 28-34,34-32,32-30,30-21,21-41
32 44 0 32-2,2-4,4-0,0-1,1-44
32 44 1 32-30,30-21,21-41,41-42,42-45,45-44
32 44 2 32-33,33-2,2-4,4-0,0-1,1-44
31 44 0 31-30,30-21,21-41,41-42,42-45,45-44
31 44 1 31-20,20-32,32-2,2-4,4-0,0-1,1-44
31 44 2 31-30,30-21,21-26,26-42,42-45,45-44
35 41 0 35-36,36-30,30-21,21-41
35 41 1 35-34,34-32,32-2,2-4,4-0,0-1,1-39,39-40,40-41
35 41 2 35-34,34-32,32-30,30-21,21-41
18 19 0 18-17,17-19
18 19 1 18-37,37-36,36-19
18 19 2 18-37,37-16,16-17,17-19
21 6 0 21-30,30-36,36-29,29-6
21 6 1 21-41,41-40,40-39,39-1,1-0,0-4,4-2,2-6
21 6 2 21-30,30-32,32-2,2-6
43 25 0 43-10,10-44,44-1,1-0,0-4,4-2,2-6,6-25
43 25 1 43-9,9-41,41-21,21-30,30-36,36-29,29-3,3-24,24-25
43 25 2 43-9,9-8,8-1,1-0,0-4,4-2,2-6,6-25
8 5 0 8-1,1-0,0-4,4-5
8 5 1 8-9,9-41,41-21,21-30,30-32,32-2,2-5
8 5 2 8-1,1-0,0-4,4-2,2-5
33 3 0 33-2,2-3
33 3 1 33-7,7-3
33 3 2 33-32,32-29,29-3
14 31 0 14-29,29-32,32-20,20-31
14 31 1 14-15,15-29,29-36,36-30,30-31
14 31 2 14-29,29-36,36-30,30-31
36 8 0 36-30,30-21,21-41,41-9,9-8
36 8 1 36-29,29-32,32-2,2-4,4-0,0-1,1-8
36 8 2 36-37,37-30,30-21,21-41,41-9,9-8
39 45 0 39-44,44-45
39 45 1 39-40,40-41,41-42,42-45
39 45 2 39-1,1-47,47-46,46-45
12 17 0 12-29,29-36,36-19,19-17
12 17 1 12-11,11-29,29-32,32-37,37-16,16-17
12 17 2 12-28,28-34,34-32,32-30,30-37,37-18,18-17
15 4 0 15-6,6-2,2-4
15 4 1 15-29,29-3,3-5,5-4
15 4 2 15-14,14-29,29-32,32-30,30-21,21-41,41-40,40-39,39-1,1-0,0-4
37 23 0 37-32,32-2,2-3,3-23
37 23 1 37-36,36-29,29-3,3-24,24-23
37 23 2 37-30,30-32,32-29,29-6,6-25,25-23
2 27 0 2-32,32-29,29-27
2 27 1 2-6,6-29,29-12,12-27
2 27 2 2-3,3-29,29-27
27 1 0 27-29,29-32,32-2,2-4,4-0,0-1
27 1 1 27-12,12-29,29-36,36-30,30-21,21-41,41-40,40-39,39-1
27 1 2 27-29,29-3,3-2,2-4,4-0,0-1
30 14 0 30-32,32-29,29-14
30 14 1 30-36,36-29,29-15,15-14
30 14 2 30-37,37-32,32-34,34-29,29-12,12-13,13-14
0 45 0 0-1,1-44,44-45
0 45 1 0-4,4-2,2-32,32-30,30-21,21-41,41-42,42-45
0 45 2 0-1,1-39,39-44,44-45
20 32 0 20-32
20 32 1 20-31,31-30,30-32
20 32 2 20-31,31-30,30-37,37-32
3 40 0 3-2,2-4,4-0,0-1,1-39,39-40
3 40 1 3-29,29-36,36-30,30-21,21-41,41-40
3 40 2 3-2,2-32,32-30,30-21,21-41,41-40
6 23 0 6-25,25-23
6 23 1 6-3,3-23
6 23 2 6-22,22-24,24-23
28 32 0 28-34,34-32
28 32 1 28-29,29-32
28 32 2 28-12,12-29,29-36,36-37,37-32
32 35 0 32-34,34-35
32 35 1 32-30,30-36,36-35
32 35 2 32-29,29-34,34-35
31 21 0 31-30,30-21
31 21 1 31-20,20-32,32-2,2-4,4-0,0-1,1-39,39-40,40-41,41-21
31 21 2 31-20,20-32,32-30,30-21
35 46 0 35-36,36-30,30-21,21-41,41-42,42-45,45-46
35 46 1 35-34,34-32,32-2,2-4,4-0,0-1,1-47,47-46
35 46 2 35-36,36-30,30-21,21-26,26-42,42-45,45-46
18 10 0 18-37,37-30,30-21,21-41,41-9,9-8,8-10
18 10 1 18-17,17-16,16-37,37-32,32-2,2-4,4-0,0-1,1-44,44-10
18 10 2 18-37,37-30,30-21,21-41,41-9,9-43,43-10
40 35 0 40-41,41-21,21-30,30-36,36-35
40 35 1 40-39,39-1,1-0,0-4,4-2,2-32,32-34,34-35
40 35 2 40-41,41-26,26-21,21-30,30-36,36-35
21 15 0 21-30,30-36,36-29,29-15
21 15 1 21-41,41-40,40-39,39-1,1-0,0-4,4-2,2-6,6-15
21 15 2 21-30,30-32,32-29,29-15
43 30 0 43-9,9-41,41-21,21-30
43 30 1 43-10,10-44,44-1,1-0,0-4,4-2,2-32,32-30
43 30 2 43-9,9-41,41-26,26-21,21-30
8 12 0 8-1,1-0,0-4,4-5,5-3,3-29,29-12
8 12 1 8-9,9-41,41-21,21-30,30-36,36-29,29-27,27-12
8 12 2 8-9,9-41,41-21,21-30,30-32,32-29,29-12
7 44 0 7-3,3-2,2-4,4-0,0-1,1-44
7 44 1 7-33,33-32,32-30,30-21,21-41,41-42,42-45,45-44
7 44 2 7-33,33-2,2-4,4-0,0-1,1-44
11 41 0 11-29,29-36,36-30,30-21,21-41
11 41 1 11-12,12-29,29-32,32-2,2-4,4-0,0-1,1-39,39-40,40-41
11 41 2 11-29,29-32,32-30,30-21,21-41
33 4 0 33-2,2-4
33 4 1 33-7,7-3,3-5,5-4
33 4 2 33-32,32-30,30-21,21-41,41-40,40-39,39-1,1-0,0-4
39 42 0 39-40,40-41,41-42
39 42 1 39-44,44-45,45-42
39 42 2 39-1,1-8,8-9,9-41,41-26,26-42
9 19 0 9-41,41-21,21-30,30-36,36-19
9 19 1 9-8,8-1,1-0,0-4,4-2,2-32,32-37,37-18,18-17,17-19
9 19 2 9-41,41-26,26-21,21-30,30-36,36-19
12 8 0 12-29,29-36,36-30,30-21,21-41,41-9,9-8
12 8 1 12-28,28-34,34-32,32-2,2-4,4-0,0-1,1-8
12 8 2 12-29,29-32,32-30,30-21,21-41,41-9,9-8
15 13 0 15-14,14-13
15 13 1 15-29,29-12,12-13
15 13 2 15-29,29-14,14-13
37 16 0 37-16
37 16 1 37-18,18-17,17-16
37 16 2 37-36,36-19,19-17,17-16
2 18 0 2-32,32-37,37-18
2 18 1 2-6,6-29,29-36,36-19,19-17,17-18
2 18 2 2-33,33-32,32-37,37-18
27 6 0 27-29,29-6
27 6 1 27-12,12-29,29-15,15-6
27 6 2 27-12,12-29,29-6
0 36 0 0-4,4-5,5-3,3-29,29-36
0 36 1 0-1,1-39,39-40,40-41,41-21,21-30,30-36
0 36 2 0-4,4-2,2-32,32-37,37-36
20 47 0 20-32,32-2,2-4,4-0,0-1,1-47
20 47 1 20-31,31-30,30-21,21-41,41-42,42-45,45-44,44-47
20 47 2 20-32,32-33,33-2,2-4,4-0,0-1,1-47
3 17 0 3-29,29-36,36-19,19-17
3 17 1 3-2,2-32,32-37,37-16,16-17
3 17 2 3-6,6-29,29-32,32-30,30-37,37-18,18-17
6 14 0 6-15,15-14
6 14 1 6-29,29-14
6 14 2 6-3,3-29,29-12,12-13,13-14
31 18 0 31-30,30-37,37-18
31 18 1 31-20,20-32,32-37,37-16,16-17,17-18
31 18 2 31-20,20-32,32-37,37-18
18 5 0 18-37,37-32,32-2,2-5
18 5 1 18-17,17-19,19-36,36-29,29-3,3-5
18 5 2 18-37,37-30,30-32,32-2,2-5
40 42 0 40-41,41-42
40 42 1 40-39,39-44,44-45,45-42
40 42 2 40-41,41-26,26-42
21 8 0 21-41,41-9,9-8
21 8 1 21-26,26-42,42-45,45-44,44-10,10-8
21 8 2 21-30,30-32,32-2,2-4,4-0,0-1,1-8
43 23 0 43-10,10-44,44-1,1-0,0-4,4-5,5-3,3-23
43 23 1 43-9,9-41,41-21,21-30,30-36,36-29,29-6,6-25,25-23
43 23 2 43-9,9-8,8-1,1-0,0-4,4-2,2-3,3-23
7 37 0 7-33,33-32,32-37
7 37 1 7-3,3-29,29-36,36-37
7 37 2 7-3,3-2,2-32,32-37
46 0 0 46-47,47-1,1-0
46 0 1 46-45,45-42,42-41,41-21,21-30,30-32,32-2,2-4,4-0
46 0 2 46-45,45-44,44-1,1-0
11 46 0 11-29,29-32,32-2,2-4,4-0,0-1,1-47,47-46
11 46 1 11-12,12-29,29-36,36-30,30-21,21-41,41-42,42-45,45-46
11 46 2 11-29,29-32,32-30,30-21,21-41,41-42,42-45,45-46
33 29 0 33-32,32-29
33 29 1 33-2,2-6,6-29
33 29 2 33-7,7-3,3-29
39 35 0 39-40,40-41,41-21,21-30,30-36,36-35
39 35 1 39-1,1-0,0-4,4-2,2-32,32-34,34-35
39 35 2 39-40,40-41,41-26,26-21,21-30,30-36,36-35
44 46 0 44-45,45-46
44 46 1 44-47,47-46
44 46 2 44-1,1-47,47-38,38-46
9 20 0 9-41,41-21,21-30,30-31,31-20
9 20 1 9-8,8-1,1-0,0-4,4-2,2-32,32-20
9 20 2 9-41,41-21,21-30,30-32,32-20
12 7 0 12-29,29-3,3-7
12 7 1 12-28,28-34,34-32,32-33,33-7
12 7 2 12-27,27-29,29-3,3-7
15 10 0 15-6,6-2,2-4,4-0,0-1,1-44,44-10
15 10 1 15-29,29-36,36-30,30-21,21-41,41-9,9-8,8-10
15 10 2 15-6,6-2,2-4,4-0,0-1,1-8,8-10
37 25 0 37-32,32-29,29-6,6-25
37 25 1 37-36,36-29,29-3,3-24,24-25
37 25 2 37-30,30-32,32-2,2-3,3-23,23-25
24 2 0 24-3,3-2
24 2 1 24-25,25-6,6-2
24 2 2 24-23,23-3,3-5,5-2
27 31 0 27-29,29-32,32-20,20-31
27 31 1 27-12,12-29,29-36,36-30,30-31
27 31 2 27-29,29-36,36-30,30-31
3 22 0 3-24,24-22
3 22 1 3-6,6-22
3 22 2 3-23,23-24,24-22
25 37 0 25-6,6-29,29-32,32-37
25 37 1 25-24,24-3,3-29,29-36,36-37
25 37 2 25-23,23-3,3-2,2-32,32-30,30-37
6 1 0 6-2,2-4,4-0,0-1
6 1 1 6-29,29-36,36-30,30-21,21-41,41-40,40-39,39-1
6 1 2 6-3,3-2,2-4,4-0,0-1
31 27 0 31-20,20-32,32-29,29-27
31 27 1 31-30,30-36,36-29,29-12,12-27
31 27 2 31-30,30-32,32-29,29-27
40 17 0 40-41,41-21,21-30,30-36,36-19,19-17
40 17 1 40-39,39-1,1-0,0-4,4-2,2-32,32-37,37-18,18-17
40 17 2 40-41,41-21,21-30,30-37,37-16,16-17
21 17 0 21-30,30-36,36-19,19-17
21 17 1 21-41,41-40,40-39,39-1,1-0,0-4,4-2,2-32,32-37,37-18,18-17
21 17 2 21-30,30-37,37-16,16-17
43 12 0 43-9,9-41,41-21,21-30,30-36,36-29,29-12
43 12 1 43-10,10-44,44-1,1-0,0-4,4-5,5-3,3-29,29-11,11-12
43 12 2 43-9,9-41,41-21,21-30,30-32,32-29,29-12
7 34 0 7-33,33-32,32-34
7 34 1 7-3,3-29,29-34
7 34 2 7-33,33-2,2-32,32-34
46 11 0 46-45,45-42,42-41,41-21,21-30,30-36,36-29,29-11
46 11 1 46-47,47-1,1-0,0-4,4-5,5-3,3-29,29-12,12-11
46 11 2 46-45,45-42,42-41,41-21,21-30,30-32,32-29,29-11
11 39 0 11-29,29-32,32-2,2-4,4-0,0-1,1-39
11 39 1 11-12,12-29,29-36,36-30,30-21,21-41,41-40,40-39
11 39 2 11-29,29-32,32-30,30-21,21-41,41-40,40-39
33 22 0 33-2,2-6,6-22
33 22 1 33-7,7-3,3-24,24-22
33 22 2 33-2,2-3,3-24,24-22
16 42 0 16-37,37-30,30-21,21-41,41-42
16 42 1 16-17,17-18,18-37,37-32,32-2,2-4,4-0,0-1,1-44,44-45,45-42
16 42 2 16-37,37-30,30-21,21-26,26-42
36 37 0 36-37
36 37 1 36-30,30-37
36 37 2 36-29,29-32,32-37
44 37 0 44-1,1-0,0-4,4-2,2-32,32-37
44 37 1 44-39,39-40,40-41,41-21,21-30,30-37
44 37 2 44-45,45-42,42-41,41-21,21-30,30-37
9 29 0 9-41,41-21,21-30,30-36,36-29
9 29 1 9-8,8-1,1-0,0-4,4-5,5-3,3-29
9 29 2 9-41,41-21,21-30,30-32,32-29
34 15 0 34-29,29-15
34 15 1 34-32,32-29,29-6,6-15
34 15 2 34-28,28-29,29-14,14-15
15 19 0 15-29,29-36,36-19
15 19 1 15-14,14-29,29-32,32-37,37-18,18-17,17-19
15 19 2 15-6,6-29,29-36,36-19
37 2 0 37-32,32-2
37 2 1 37-36,36-29,29-3,3-2
37 2 2 37-30,30-32,32-33,33-2
24 9 0 24-3,3-29,29-36,36-30,30-21,21-41,41-9
24 9 1 24-25,25-6,6-2,2-4,4-0,0-1,1-8,8-9
24 9 2 24-3,3-2,2-4,4-0,0-1,1-8,8-9
27 20 0 27-29,29-32,32-20
27 20 1 27-12,12-29,29-36,36-30,30-31,31-20
27 20 2 27-12,12-29,29-32,32-20
13 25 0 13-12,12-29,29-6,6-25
13 25 1 13-14,14-29,29-3,3-24,24-25
13 25 2 13-14,14-15,15-6,6-25
3 31 0 3-2,2-32,32-20,20-31
3 31 1 3-29,29-32,32-30,30-31
3 31 2 3-29,29-32,32-20,20-31
25 46 0 25-6,6-2,2-4,4-0,0-1,1-47,47-46
25 46 1 25-23,23-3,3-29,29-36,36-30,30-21,21-41,41-42,42-45,45-46
25 46 2 25-24,24-3,3-2,2-4,4-0,0-1,1-47,47-46
28 13 0 28-12,12-13
28 13 1 28-29,29-14,14-13
28 13 2 28-29,29-12,12-13
31 0 0 31-20,20-32,32-2,2-4,4-0
31 0 1 31-30,30-21,21-41,41-40,40-39,39-1,1-0
31 0 2 31-30,30-32,32-2,2-4,4-0
40 24 0 40-41,41-21,21-30,30-36,36-29,29-3,3-24
40 24 1 40-39,39-1,1-0,0-4,4-5,5-3,3-23,23-24
40 24 2 40-41,41-21,21-30,30-32,32-2,2-3,3-24
21 26 0 21-26
21 26 1 21-41,41-26
21 26 2 21-30,30-32,32-2,2-4,4-0,0-1,1-44,44-45,45-42,42-26
4 38 0 4-0,0-1,1-47,47-38
4 38 1 4-2,2-32,32-30,30-21,21-41,41-42,42-45,45-46,46-38
4 38 2 4-0,0-1,1-44,44-47,47-38
43 5 0 43-10,10-44,44-1,1-0,0-4,4-5
43 5 1 43-9,9-41,41-21,21-30,30-32,32-2,2-5
43 5 2 43-9,9-8,8-1,1-0,0-4,4-5
8 33 0 8-1,1-0,0-4,4-2,2-33
8 33 1 8-9,9-41,41-21,21-30,30-32,32-33
8 33 2 8-1,1-0,0-4,4-5,5-2,2-33
7 27 0 7-3,3-29,29-27
7 27 1 7-33,33-32,32-29,29-12,12-27
7 27 2 7-33,33-32,32-29,29-27
46 18 0 46-45,45-42,42-41,41-21,21-30,30-37,37-18
46 18 1 46-47,47-1,1-0,0-4,4-2,2-32,32-37,37-16,16-17,17-18
46 18 2 46-45,45-42,42-26,26-21,21-30,30-37,37-18
29 42 0 29-36,36-30,30-21,21-41,41-42
29 42 1 29-32,32-2,2-4,4-0,0-1,1-44,44-45,45-42
29 42 2 29-32,32-30,30-21,21-41,41-42
33 47 0 33-2,2-4,4-0,0-1,1-47
33 47 1 33-32,32-30,30-21,21-41,41-42,42-45,45-44,44-47
33 47 2 33-32,32-2,2-4,4-0,0-1,1-47
16 33 0 16-37,37-32,32-33
16 33 1 16-17,17-19,19-36,36-29,29-3,3-7,7-33
16 33 2 16-37,37-30,30-32,32-33
36 44 0 36-30,30-21,21-41,41-42,42-45,45-44
36 44 1 36-29,29-32,32-2,2-4,4-0,0-1,1-44
36 44 2 36-30,30-21,21-26,26-42,42-45,45-44
22 11 0 22-6,6-29,29-11
22 11 1 22-24,24-3,3-29,29-12,12-11
22 11 2 22-24,24-3,3-29,29-11
44 28 0 44-1,1-0,0-4,4-5,5-3,3-29,29-28
44 28 1 44-39,39-40,40-41,41-21,21-30,30-32,32-34,34-28
44 28 2 44-1,1-0,0-4,4-2,2-32,32-34,34-28
9 6 0 9-8,8-1,1-0,0-4,4-2,2-6
9 6 1 9-41,41-21,21-30,30-36,36-29,29-6
9 6 2 9-41,41-21,21-30,30-32,32-2,2-6
34 6 0 34-29,29-6
34 6 1 34-32,32-2,2-6
34 6 2 34-28,28-29,29-15,15-6
15 24 0 15-29,29-3,3-24
15 24 1 15-6,6-25,25-24
15 24 2 15-14,14-29,29-6,6-22,22-24
37 11 0 37-32,32-29,29-11
37 11 1 37-36,36-29,29-12,12-11
37 11 2 37-36,36-29,29-11
24 16 0 24-3,3-29,29-32,32-37,37-16
24 16 1 24-25,25-6,6-29,29-36,36-19,19-17,17-16
24 16 2 24-3,3-2,2-32,32-37,37-16
13 18 0 13-12,12-29,29-32,32-37,37-18
13 18 1 13-14,14-29,29-36,36-19,19-17,17-18
13 18 2 13-14,14-29,29-32,32-37,37-18
0 9 0 0-1,1-8,8-9
0 9 1 0-4,4-2,2-32,32-30,30-21,21-41,41-9
0 9 2 0-1,1-44,44-10,10-8,8-9
38 26 0 38-46,46-45,45-42,42-26
38 26 1 38-47,47-1,1-8,8-9,9-41,41-26
38 26 2 38-47,47-44,44-45,45-42,42-26
3 4 0 3-2,2-4
3 4 1 3-5,5-4
3 4 2 3-29,29-36,36-30,30-21,21-41,41-40,40-39,39-1,1-0,0-4
28 4 0 28-34,34-32,32-2,2-4
28 4 1 28-29,29-3,3-5,5-4
28 4 2 28-12,12-29,29-36,36-30,30-21,21-41,41-40,40-39,39-1,1-0,0-4
31 9 0 31-30,30-21,21-41,41-9
31 9 1 31-20,20-32,32-2,2-4,4-0,0-1,1-8,8-9
31 9 2 31-30,30-21,21-26,26-41,41-9
1 46 0 1-47,47-46
1 46 1 1-44,44-45,45-46
1 46 2 1-39,39-44,44-47,47-38,38-46
40 31 0 40-41,41-21,21-30,30-31
40 31 1 40-39,39-1,1-0,0-4,4-2,2-32,32-20,20-31
40 31 2 40-41,41-26,26-21,21-30,30-31
21 35 0 21-30,30-36,36-35
21 35 1 21-41,41-40,40-39,39-1,1-0,0-4,4-2,2-32,32-34,34-35
21 35 2 21-30,30-32,32-34,34-35
4 45 0 4-0,0-1,1-44,44-45
4 45 1 4-2,2-32,32-30,30-21,21-41,41-42,42-45
4 45 2 4-0,0-1,1-39,39-44,44-45
8 40 0 8-1,1-39,39-40
8 40 1 8-9,9-41,41-40
8 40 2 8-10,10-44,44-39,39-40
7 16 0 7-33,33-32,32-37,37-16
7 16 1 7-3,3-29,29-36,36-19,19-17,17-16
7 16 2 7-3,3-2,2-32,32-37,37-16
46 21 0 46-45,45-42,42-26,26-21
46 21 1 46-47,47-44,44-39,39-40,40-41,41-21
46 21 2 46-38,38-47,47-1,1-0,0-4,4-2,2-32,32-30,30-21
29 35 0 29-34,34-35
29 35 1 29-36,36-35
29 35 2 29-32,32-34,34-35
33 32 0 33-32
33 32 1 33-2,2-32
33 32 2 33-7,7-3,3-29,29-32
16 24 0 16-37,37-32,32-29,29-3,3-24
16 24 1 16-17,17-19,19-36,36-29,29-6,6-25,25-24
16 24 2 16-37,37-32,32-2,2-3,3-24
36 43 0 36-30,30-21,21-41,41-9,9-43
36 43 1 36-29,29-32,32-2,2-4,4-0,0-1,1-44,44-10,10-43
36 43 2 36-37,37-30,30-21,21-41,41-9,9-43
41 32 0 41-21,21-30,30-32
41 32 1 41-40,40-39,39-1,1-0,0-4,4-2,2-32
41 32 2 41-26,26-21,21-30,30-32
22 2 0 22-6,6-2
22 2 1 22-24,24-3,3-2
22 2 2 22-6,6-3,3-2
44 27 0 44-1,1-0,0-4,4-5,5-3,3-29,29-27
44 27 1 44-39,39-40,40-41,41-21,21-30,30-36,36-29,29-12,12-27
44 27 2 44-1,1-0,0-4,4-2,2-32,32-29,29-27
9 15 0 9-41,41-21,21-30,30-36,36-29,29-15
9 15 1 9-8,8-1,1-0,0-4,4-2,2-6,6-15
9 15 2 9-41,41-21,21-30,30-32,32-29,29-15
12 44 0 12-29,29-32,32-2,2-4,4-0,0-1,1-44
12 44 1 12-11,11-29,29-36,36-30,30-21,21-41,41-42,42-45,45-44
12 44 2 12-29,29-3,3-2,2-4,4-0,0-1,1-44
34 1 0 34-32,32-2,2-4,4-0,0-1
34 1 1 34-35,35-36,36-30,30-21,21-41,41-40,40-39,39-1
34 1 2 34-29,29-32,32-2,2-4,4-0,0-1
24 23 0 24-23
24 23 1 24-25,25-23
24 23 2 24-3,3-23
10 22 0 10-8,8-1,1-0,0-4,4-2,2-6,6-22
10 22 1 10-43,43-9,9-41,41-21,21-30,30-36,36-29,29-3,3-24,24-22
10 22 2 10-44,44-1,1-0,0-4,4-2,2-6,6-22
13 11 0 13-12,12-11
13 11 1 13-14,14-29,29-11
13 11 2 13-12,12-29,29-11
38 29 0 38-47,47-1,1-0,0-4,4-5,5-3,3-29
38 29 1 38-46,46-45,45-42,42-41,41-21,21-30,30-36,36-29
38 29 2 38-47,47-1,1-0,0-4,4-2,2-32,32-29
3 13 0 3-29,29-12,12-13
3 13 1 3-6,6-29,29-14,14-13
3 13 2 3-29,29-14,14-13
28 3 0 28-29,29-3
28 3 1 28-34,34-32,32-2,2-3
28 3 2 28-12,12-29,29-6,6-3
1 39 0 1-39
1 39 1 1-44,44-39
1 39 2 1-8,8-9,9-41,41-40,40-39
40 6 0 40-41,41-21,21-30,30-36,36-29,29-6
40 6 1 40-39,39-1,1-0,0-4,4-2,2-6
40 6 2 40-41,41-21,21-30,30-32,32-2,2-6
21 44 0 21-41,41-40,40-39,39-44
21 44 1 21-26,26-42,42-45,45-44
21 44 2 21-30,30-32,32-2,2-4,4-0,0-1,1-44
4 20 0 4-2,2-32,32-20
4 20 1 4-5,5-3,3-29,29-36,36-30,30-31,31-20
4 20 2 4-5,5-2,2-32,32-20
8 47 0 8-1,1-47
8 47 1 8-10,10-44,44-47
8 47 2 8-9,9-41,41-42,42-45,45-46,46-47
7 9 0 7-33,33-32,32-30,30-21,21-41,41-9
7 9 1 7-3,3-2,2-4,4-0,0-1,1-8,8-9
7 9 2 7-33,33-2,2-4,4-0,0-1,1-8,8-9
46 28 0 46-45,45-42,42-41,41-21,21-30,30-32,32-34,34-28
46 28 1 46-47,47-1,1-0,0-4,4-5,5-3,3-29,29-28
46 28 2 46-47,47-1,1-0,0-4,4-2,2-32,32-34,34-28
16 31 0 16-37,37-30,30-31
16 31 1 16-17,17-18,18-37,37-32,32-20,20-31
16 31 2 16-37,37-32,32-20,20-31
22 5 0 22-24,24-3,3-5
22 5 1 22-6,6-2,2-5
22 5 2 22-6,6-3,3-5
44 18 0 44-1,1-0,0-4,4-2,2-32,32-37,37-18
44 18 1 44-39,39-40,40-41,41-21,21-30,30-37,37-16,16-17,17-18
44 18 2 44-45,45-42,42-41,41-21,21-30,30-37,37-18
47 7 0 47-1,1-0,0-4,4-5,5-3,3-7
47 7 1 47-44,44-39,39-40,40-41,41-21,21-30,30-32,32-33,33-7
47 7 2 47-1,1-0,0-4,4-2,2-33,33-7
12 43 0 12-29,29-36,36-30,30-21,21-41,41-9,9-43
12 43 1 12-28,28-34,34-32,32-2,2-4,4-0,0-1,1-44,44-10,10-43
12 43 2 12-29,29-32,32-30,30-21,21-41,41-9,9-43
34 24 0 34-29,29-3,3-24
34 24 1 34-32,32-2,2-6,6-25,25-24
34 24 2 34-28,28-29,29-6,6-22,22-24
24 30 0 24-3,3-29,29-32,32-30
24 30 1 24-25,25-6,6-29,29-36,36-30
24 30 2 24-22,22-6,6-2,2-32,32-37,37-30
10 17 0 10-8,8-9,9-41,41-21,21-30,30-36,36-19,19-17
10 17 1 10-44,44-1,1-0,0-4,4-2,2-32,32-37,37-18,18-17
10 17 2 10-8,8-9,9-41,41-21,21-30,30-37,37-16,16-17
13 4 0 13-12,12-29,29-32,32-2,2-4
13 4 1 13-14,14-29,29-3,3-5,5-4
13 4 2 13-14,14-29,29-32,32-2,2-4
0 7 0 0-4,4-5,5-3,3-7
0 7 1 0-1,1-39,39-40,40-41,41-21,21-30,30-32,32-33,33-7
0 7 2 0-4,4-2,2-33,33-7
38 20 0 38-47,47-1,1-0,0-4,4-2,2-32,32-20
38 20 1 38-46,46-45,45-42,42-41,41-21,21-30,30-31,31-20
38 20 2 38-46,46-45,45-42,42-41,41-21,21-30,30-32,32-20
25 1 0 25-6,6-2,2-4,4-0,0-1
25 1 1 25-23,23-3,3-29,29-36,36-30,30-21,21-41,41-40,40-39,39-1
25 1 2 25-24,24-3,3-2,2-4,4-0,0-1
28 26 0 28-29,29-36,36-30,30-21,21-26
28 26 1 28-34,34-32,32-2,2-4,4-0,0-1,1-39,39-40,40-41,41-26
28 26 2 28-34,34-32,32-30,30-21,21-26
40 13 0 40-41,41-21,21-30,30-36,36-29,29-12,12-13
40 13 1 40-39,39-1,1-0,0-4,4-5,5-3,3-29,29-14,14-13
40 13 2 40-41,41-21,21-30,30-32,32-29,29-12,12-13
4 19 0 4-5,5-3,3-29,29-36,36-19
4 19 1 4-2,2-32,32-37,37-18,18-17,17-19
4 19 2 4-2,2-32,32-37,37-36,36-19
26 32 0 26-21,21-30,30-32
26 32 1 26-41,41-40,40-39,39-1,1-0,0-4,4-2,2-32
26 32 2 26-41,41-21,21-30,30-32
7 6 0 7-3,3-6
7 6 1 7-33,33-2,2-6
7 6 2 7-3,3-2,2-6
46 39 0 46-47,47-1,1-39
46 39 1 46-38,38-47,47-44,44-39
46 39 2 46-45,45-42,42-41,41-40,40-39
16 22 0 16-37,37-32,32-2,2-6,6-22
16 22 1 16-17,17-19,19-36,36-29,29-3,3-24,24-22
16 22 2 16-37,37-36,36-29,29-6,6-22
19 3 0 19-36,36-29,29-3
19 3 1 19-17,17-16,16-37,37-32,32-2,2-3
19 3 2 19-36,36-29,29-6,6-3
41 18 0 41-21,21-30,30-37,37-18
41 18 1 41-40,40-39,39-1,1-0,0-4,4-2,2-32,32-37,37-16,16-17,17-18
41 18 2 41-26,26-21,21-30,30-37,37-18
22 28 0 22-6,6-29,29-28
22 28 1 22-24,24-3,3-29,29-34,34-28
22 28 2 22-24,24-3,3-29,29-28
44 9 0 44-1,1-8,8-9
44 9 1 44-10,10-43,43-9
44 9 2 44-39,39-40,40-41,41-9
47 12 0 47-1,1-0,0-4,4-5,5-3,3-29,29-12
47 12 1 47-44,44-39,39-40,40-41,41-21,21-30,30-36,36-29,29-27,27-12
47 12 2 47-1,1-0,0-4,4-2,2-32,32-29,29-12
12 34 0 12-28,28-34
12 34 1 12-29,29-34
12 34 2 12-11,11-29,29-32,32-34
34 19 0 34-35,35-36,36-19
34 19 1 34-32,32-37,37-18,18-17,17-19
34 19 2 34-29,29-36,36-19
17 41 0 17-16,16-37,37-30,30-21,21-41
