s t k edges
11 19 2 11-12,12-17,17-18,18-20,20-13,13-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4,4-15,15-14,14-19
26 25 0 26-25
26 25 1 26-27,27-28,28-29,29-25
26 25 2 26-27,27-28,28-29,29-4,4-15,15-14,14-19,19-13,13-2,2-3,3-0,0-7,7-6,6-25
0 28 0 0-7,7-6,6-25,25-29,29-28
0 28 1 0-1,1-23,23-24,24-25,25-26,26-27,27-28
0 28 2 0-1,1-23,23-24,24-25,25-29,29-28
24 9 0 24-25,25-29,29-4,4-5,5-16,16-9
24 9 1 24-23,23-1,1-0,0-3,3-2,2-22,22-21,21-30,30-8,8-9
24 9 2 24-25,25-26,26-27,27-28,28-29,29-4,4-5,5-16,16-9
12 20 0 12-17,17-18,18-20
12 20 1 12-11,11-10,10-19,19-13,13-20
12 20 2 12-11,11-10,10-19,19-14,14-15,15-4,4-29,29-25,25-6,6-7,7-0,0-3,3-2,2-13,13-20
27 20 0 27-26,26-25,25-6,6-7,7-0,0-3,3-2,2-13,13-20
27 20 1 27-28,28-29,29-4,4-15,15-14,14-19,19-10,10-11,11-12,12-17,17-18,18-20
27 20 2 27-28,28-29,29-4,4-15,15-14,14-19,19-13,13-20
1 25 0 1-23,23-24,24-25
1 25 1 1-0,0-7,7-6,6-25
1 25 2 1-0,0-3,3-2,2-13,13-19,19-14,14-15,15-4,4-29,29-25
25 4 0 25-29,29-4
25 4 1 25-6,6-7,7-0,0-3,3-2,2-13,13-19,19-14,14-15,15-4
25 4 2 25-26,26-27,27-28,28-29,29-4
13 25 0 13-2,2-3,3-0,0-7,7-6,6-25
13 25 1 13-19,19-14,14-15,15-4,4-29,29-25
13 25 2 13-2,2-3,3-0,0-1,1-23,23-24,24-25
28 23 0 28-29,29-25,25-24,24-23
28 23 1 28-27,27-26,26-25,25-6,6-7,7-0,0-1,1-23
28 23 2 28-27,27-26,26-25,25-24,24-23
2 30 0 2-22,22-21,21-30
2 30 1 2-13,13-19,19-14,14-15,15-4,4-5,5-16,16-9,9-8,8-30
2 30 2 2-3,3-0,0-7,7-6,6-25,25-29,29-4,4-5,5-16,16-9,9-8,8-30
26 3 0 26-25,25-6,6-7,7-0,0-3
26 3 1 26-27,27-28,28-29,29-4,4-15,15-14,14-19,19-13,13-2,2-3
26 3 2 26-25,25-24,24-23,23-1,1-0,0-3
29 22 0 29-25,25-6,6-7,7-0,0-3,3-2,2-22
29 22 1 29-4,4-5,5-16,16-9,9-8,8-30,30-21,21-22
29 22 2 29-4,4-15,15-14,14-19,19-13,13-2,2-22
27 10 0 27-28,28-29,29-4,4-15,15-14,14-19,19-10
27 10 1 27-26,26-25,25-6,6-7,7-0,0-3,3-2,2-13,13-20,20-18,18-17,17-12,12-11,11-10
27 10 2 27-26,26-25,25-29,29-4,4-15,15-14,14-19,19-10
30 5 0 30-8,8-9,9-16,16-5
30 5 1 30-21,21-22,22-2,2-13,13-19,19-14,14-15,15-4,4-5
30 5 2 30-21,21-22,22-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4,4-5
4 24 0 4-29,29-25,25-24
4 24 1 4-15,15-14,14-19,19-13,13-2,2-3,3-0,0-1,1-23,23-24
4 24 2 4-29,29-28,28-27,27-26,26-25,25-24
28 13 0 28-29,29-4,4-15,15-14,14-19,19-13
28 13 1 28-27,27-26,26-25,25-6,6-7,7-0,0-3,3-2,2-13
28 13 2 28-29,29-25,25-6,6-7,7-0,0-3,3-2,2-13
5 29 0 5-4,4-29
5 29 1 5-16,16-9,9-8,8-30,30-21,21-22,22-2,2-3,3-0,0-7,7-6,6-25,25-29
5 29 2 5-4,4-15,15-14,14-19,19-13,13-2,2-3,3-0,0-7,7-6,6-25,25-29
20 27 0 20-13,13-2,2-3,3-0,0-7,7-6,6-25,25-26,26-27
20 27 1 20-18,18-17,17-12,12-11,11-10,10-19,19-14,14-15,15-4,4-29,29-28,28-27
20 27 2 20-13,13-19,19-14,14-15,15-4,4-29,29-28,28-27
16 11 0 16-5,5-4,4-15,15-14,14-19,19-10,10-11
16 11 1 16-9,9-8,8-30,30-21,21-22,22-2,2-13,13-20,20-18,18-17,17-12,12-11
16 11 2 16-9,9-8,8-30,30-21,21-22,22-2,2-13,13-19,19-10,10-11
6 18 0 6-7,7-0,0-3,3-2,2-13,13-20,20-18
6 18 1 6-25,25-29,29-4,4-15,15-14,14-19,19-10,10-11,11-12,12-17,17-18
6 18 2 6-25,25-29,29-4,4-15,15-14,14-19,19-13,13-20,20-18
21 26 0 21-22,22-2,2-3,3-0,0-7,7-6,6-25,25-26
21 26 1 21-30,30-8,8-9,9-16,16-5,5-4,4-29,29-28,28-27,27-26
21 26 2 21-30,30-8,8-9,9-16,16-5,5-4,4-29,29-25,25-26
19 6 0 19-13,13-2,2-3,3-0,0-7,7-6
19 6 1 19-14,14-15,15-4,4-29,29-25,25-6
19 6 2 19-14,14-15,15-4,4-29,29-28,28-27,27-26,26-25,25-6
17 10 0 17-12,12-11,11-10
17 10 1 17-18,18-20,20-13,13-19,19-10
17 10 2 17-18,18-20,20-13,13-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4,4-15,15-14,14-19,19-10
7 27 0 7-6,6-25,25-26,26-27
7 27 1 7-0,0-1,1-23,23-24,24-25,25-29,29-28,28-27
7 27 2 7-6,6-25,25-29,29-28,28-27
22 17 0 22-2,2-13,13-20,20-18,18-17
22 17 1 22-21,21-30,30-8,8-9,9-16,16-5,5-4,4-15,15-14,14-19,19-10,10-11,11-12,12-17
22 17 2 22-2,2-13,13-19,19-10,10-11,11-12,12-17
20 1 0 20-13,13-2,2-3,3-0,0-1
20 1 1 20-18,18-17,17-12,12-11,11-10,10-19,19-14,14-15,15-4,4-29,29-25,25-24,24-23,23-1
20 1 2 20-13,13-19,19-14,14-15,15-4,4-29,29-25,25-24,24-23,23-1
18 17 0 18-17
18 17 1 18-20,20-13,13-19,19-10,10-11,11-12,12-17
18 17 2 18-20,20-13,13-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4,4-15,15-14,14-19,19-10,10-11,11-12,12-17
23 20 0 23-1,1-0,0-3,3-2,2-13,13-20
23 20 1 23-24,24-25,25-29,29-4,4-15,15-14,14-19,19-10,10-11,11-12,12-17,17-18,18-20
23 20 2 23-24,24-25,25-29,29-4,4-15,15-14,14-19,19-13,13-20
21 4 0 21-30,30-8,8-9,9-16,16-5,5-4
21 4 1 21-22,22-2,2-13,13-19,19-14,14-15,15-4
21 4 2 21-22,22-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4
8 7 0 8-30,30-21,21-22,22-2,2-3,3-0,0-7
8 7 1 8-9,9-16,16-5,5-4,4-29,29-25,25-6,6-7
8 7 2 8-9,9-16,16-5,5-4,4-29,29-28,28-27,27-26,26-25,25-6,6-7
22 11 0 22-2,2-13,13-20,20-18,18-17,17-12,12-11
22 11 1 22-21,21-30,30-8,8-9,9-16,16-5,5-4,4-15,15-14,14-19,19-10,10-11
22 11 2 22-2,2-13,13-19,19-10,10-11
9 6 0 9-16,16-5,5-4,4-29,29-25,25-6
9 6 1 9-8,8-30,30-21,21-22,22-2,2-3,3-0,0-7,7-6
9 6 2 9-16,16-5,5-4,4-29,29-28,28-27,27-26,26-25,25-6
14 29 0 14-15,15-4,4-29
14 29 1 14-19,19-13,13-2,2-3,3-0,0-7,7-6,6-25,25-29
14 29 2 14-19,19-13,13-2,2-3,3-0,0-1,1-23,23-24,24-25,25-29
10 5 0 10-19,19-14,14-15,15-4,4-5
10 5 1 10-11,11-12,12-17,17-18,18-20,20-13,13-2,2-22,22-21,21-30,30-8,8-9,9-16,16-5
10 5 2 10-19,19-13,13-2,2-22,22-21,21-30,30-8,8-9,9-16,16-5
15 24 0 15-4,4-29,29-25,25-24
15 24 1 15-14,14-19,19-13,13-2,2-3,3-0,0-1,1-23,23-24
15 24 2 15-4,4-29,29-28,28-27,27-26,26-25,25-24
11 8 0 11-10,10-19,19-14,14-15,15-4,4-5,5-16,16-9,9-8
11 8 1 11-12,12-17,17-18,18-20,20-13,13-2,2-22,22-21,21-30,30-8
11 8 2 11-10,10-19,19-13,13-2,2-22,22-21,21-30,30-8
0 19 0 0-3,3-2,2-13,13-19
0 19 1 0-7,7-6,6-25,25-29,29-4,4-15,15-14,14-19
0 19 2 0-1,1-23,23-24,24-25,25-29,29-4,4-15,15-14,14-19
24 16 0 24-25,25-29,29-4,4-5,5-16
24 16 1 24-23,23-1,1-0,0-3,3-2,2-22,22-21,21-30,30-8,8-9,9-16
24 16 2 24-25,25-26,26-27,27-28,28-29,29-4,4-5,5-16
14 7 0 14-19,19-13,13-2,2-3,3-0,0-7
14 7 1 14-15,15-4,4-29,29-25,25-6,6-7
14 7 2 14-15,15-4,4-29,29-28,28-27,27-26,26-25,25-6,6-7
12 19 0 12-11,11-10,10-19
12 19 1 12-17,17-18,18-20,20-13,13-19
12 19 2 12-17,17-18,18-20,20-13,13-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4,4-15,15-14,14-19
1 18 0 1-0,0-3,3-2,2-13,13-20,20-18
1 18 1 1-23,23-24,24-25,25-29,29-4,4-15,15-14,14-19,19-10,10-11,11-12,12-17,17-18
1 18 2 1-0,0-3,3-2,2-13,13-19,19-10,10-11,11-12,12-17,17-18
25 13 0 25-29,29-4,4-15,15-14,14-19,19-13
25 13 1 25-6,6-7,7-0,0-3,3-2,2-13
25 13 2 25-24,24-23,23-1,1-0,0-3,3-2,2-13
15 6 0 15-4,4-29,29-25,25-6
15 6 1 15-14,14-19,19-13,13-2,2-3,3-0,0-7,7-6
15 6 2 15-4,4-29,29-28,28-27,27-26,26-25,25-6
13 18 0 13-20,20-18
13 18 1 13-19,19-10,10-11,11-12,12-17,17-18
13 18 2 13-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4,4-15,15-14,14-19,19-10,10-11,11-12,12-17,17-18
2 25 0 2-3,3-0,0-7,7-6,6-25
2 25 1 2-13,13-19,19-14,14-15,15-4,4-29,29-25
2 25 2 2-3,3-0,0-1,1-23,23-24,24-25
26 10 0 26-27,27-28,28-29,29-4,4-15,15-14,14-19,19-10
26 10 1 26-25,25-6,6-7,7-0,0-3,3-2,2-13,13-20,20-18,18-17,17-12,12-11,11-10
26 10 2 26-25,25-29,29-4,4-15,15-14,14-19,19-10
0 9 0 0-3,3-2,2-22,22-21,21-30,30-8,8-9
0 9 1 0-7,7-6,6-25,25-29,29-4,4-5,5-16,16-9
0 9 2 0-1,1-23,23-24,24-25,25-29,29-4,4-5,5-16,16-9
3 4 0 3-0,0-7,7-6,6-25,25-29,29-4
3 4 1 3-2,2-13,13-19,19-14,14-15,15-4
3 4 2 3-0,0-1,1-23,23-24,24-25,25-29,29-4
27 3 0 27-26,26-25,25-6,6-7,7-0,0-3
27 3 1 27-28,28-29,29-4,4-15,15-14,14-19,19-13,13-2,2-3
27 3 2 27-28,28-29,29-25,25-6,6-7,7-0,0-3
30 12 0 30-21,21-22,22-2,2-13,13-20,20-18,18-17,17-12
30 12 1 30-8,8-9,9-16,16-5,5-4,4-15,15-14,14-19,19-10,10-11,11-12
30 12 2 30-21,21-22,22-2,2-13,13-19,19-10,10-11,11-12
4 7 0 4-29,29-25,25-6,6-7
4 7 1 4-15,15-14,14-19,19-13,13-2,2-3,3-0,0-7
4 7 2 4-29,29-28,28-27,27-26,26-25,25-6,6-7
28 4 0 28-29,29-4
28 4 1 28-27,27-26,26-25,25-6,6-7,7-0,0-3,3-2,2-13,13-19,19-14,14-15,15-4
28 4 2 28-27,27-26,26-25,25-29,29-4
5 6 0 5-4,4-29,29-25,25-6
5 6 1 5-16,16-9,9-8,8-30,30-21,21-22,22-2,2-3,3-0,0-7,7-6
5 6 2 5-4,4-29,29-28,28-27,27-26,26-25,25-6
29 9 0 29-4,4-5,5-16,16-9
29 9 1 29-25,25-6,6-7,7-0,0-3,3-2,2-22,22-21,21-30,30-8,8-9
29 9 2 29-4,4-15,15-14,14-19,19-13,13-2,2-22,22-21,21-30,30-8,8-9
16 2 0 16-9,9-8,8-30,30-21,21-22,22-2
16 2 1 16-5,5-4,4-15,15-14,14-19,19-13,13-2
16 2 2 16-5,5-4,4-29,29-25,25-6,6-7,7-0,0-3,3-2
6 21 0 6-7,7-0,0-3,3-2,2-22,22-21
6 21 1 6-25,25-29,29-4,4-5,5-16,16-9,9-8,8-30,30-21
6 21 2 6-25,25-24,24-23,23-1,1-0,0-3,3-2,2-22,22-21
30 22 0 30-21,21-22
30 22 1 30-8,8-9,9-16,16-5,5-4,4-15,15-14,14-19,19-13,13-2,2-22
30 22 2 30-8,8-9,9-16,16-5,5-4,4-29,29-25,25-6,6-7,7-0,0-3,3-2,2-22
19 15 0 19-14,14-15
19 15 1 19-13,13-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4,4-15
19 15 2 19-13,13-2,2-22,22-21,21-30,30-8,8-9,9-16,16-5,5-4,4-15
17 3 0 17-18,18-20,20-13,13-2,2-3
17 3 1 17-12,12-11,11-10,10-19,19-14,14-15,15-4,4-29,29-25,25-6,6-7,7-0,0-3
17 3 2 17-12,12-11,11-10,10-19,19-13,13-2,2-3
7 16 0 7-6,6-25,25-29,29-4,4-5,5-16
7 16 1 7-0,0-3,3-2,2-22,22-21,21-30,30-8,8-9,9-16
7 16 2 7-6,6-25,25-26,26-27,27-28,28-29,29-4,4-5,5-16
20 8 0 20-13,13-2,2-22,22-21,21-30,30-8
20 8 1 20-18,18-17,17-12,12-11,11-10,10-19,19-14,14-15,15-4,4-5,5-16,16-9,9-8
20 8 2 20-13,13-19,19-14,14-15,15-4,4-5,5-16,16-9,9-8
18 8 0 18-20,20-13,13-2,2-22,22-21,21-30,30-8
18 8 1 18-17,17-12,12-11,11-10,10-19,19-14,14-15,15-4,4-5,5-16,16-9,9-8
18 8 2 18-20,20-13,13-19,19-14,14-15,15-4,4-5,5-16,16-9,9-8
16 24 0 16-5,5-4,4-29,29-25,25-24
16 24 1 16-9,9-8,8-30,30-21,21-22,22-2,2-3,3-0,0-1,1-23,23-24
16 24 2 16-5,5-4,4-29,29-28,28-27,27-26,26-25,25-24
21 13 0 21-22,22-2,2-13
21 13 1 21-30,30-8,8-9,9-16,16-5,5-4,4-15,15-14,14-19,19-13
21 13 2 21-22,22-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4,4-15,15-14,14-19,19-13
8 14 0 8-9,9-16,16-5,5-4,4-15,15-14
8 14 1 8-30,30-21,21-22,22-2,2-13,13-19,19-14
8 14 2 8-30,30-21,21-22,22-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4,4-15,15-14
22 2 0 22-2
22 2 1 22-21,21-30,30-8,8-9,9-16,16-5,5-4,4-15,15-14,14-19,19-13,13-2
22 2 2 22-21,21-30,30-8,8-9,9-16,16-5,5-4,4-29,29-25,25-6,6-7,7-0,0-3,3-2
9 15 0 9-16,16-5,5-4,4-15
9 15 1 9-8,8-30,30-21,21-22,22-2,2-13,13-19,19-14,14-15
9 15 2 9-8,8-30,30-21,21-22,22-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4,4-15
23 11 0 23-24,24-25,25-29,29-4,4-15,15-14,14-19,19-10,10-11
23 11 1 23-1,1-0,0-3,3-2,2-13,13-20,20-18,18-17,17-12,12-11
23 11 2 23-1,1-0,0-3,3-2,2-13,13-19,19-10,10-11
10 12 0 10-11,11-12
10 12 1 10-19,19-13,13-20,20-18,18-17,17-12
10 12 2 10-19,19-14,14-15,15-4,4-29,29-25,25-6,6-7,7-0,0-3,3-2,2-13,13-20,20-18,18-17,17-12
8 20 0 8-30,30-21,21-22,22-2,2-13,13-20
8 20 1 8-9,9-16,16-5,5-4,4-15,15-14,14-19,19-10,10-11,11-12,12-17,17-18,18-20
8 20 2 8-9,9-16,16-5,5-4,4-15,15-14,14-19,19-13,13-20
11 1 0 11-12,12-17,17-18,18-20,20-13,13-2,2-3,3-0,0-1
11 1 1 11-10,10-19,19-14,14-15,15-4,4-29,29-25,25-24,24-23,23-1
11 1 2 11-10,10-19,19-13,13-2,2-3,3-0,0-1
9 17 0 9-8,8-30,30-21,21-22,22-2,2-13,13-20,20-18,18-17
9 17 1 9-16,16-5,5-4,4-15,15-14,14-19,19-10,10-11,11-12,12-17
9 17 2 9-16,16-5,5-4,4-15,15-14,14-19,19-13,13-20,20-18,18-17
24 23 0 24-23
24 23 1 24-25,25-6,6-7,7-0,0-1,1-23
24 23 2 24-25,25-29,29-4,4-15,15-14,14-19,19-13,13-2,2-3,3-0,0-1,1-23
12 10 0 12-11,11-10
12 10 1 12-17,17-18,18-20,20-13,13-19,19-10
12 10 2 12-17,17-18,18-20,20-13,13-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4,4-15,15-14,14-19,19-10
10 22 0 10-11,11-12,12-17,17-18,18-20,20-13,13-2,2-22
10 22 1 10-19,19-14,14-15,15-4,4-5,5-16,16-9,9-8,8-30,30-21,21-22
10 22 2 10-19,19-13,13-2,2-22
25 22 0 25-6,6-7,7-0,0-3,3-2,2-22
25 22 1 25-29,29-4,4-5,5-16,16-9,9-8,8-30,30-21,21-22
25 22 2 25-24,24-23,23-1,1-0,0-3,3-2,2-22
13 11 0 13-19,19-10,10-11
13 11 1 13-20,20-18,18-17,17-12,12-11
13 11 2 13-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4,4-15,15-14,14-19,19-10,10-11
2 16 0 2-22,22-21,21-30,30-8,8-9,9-16
2 16 1 2-13,13-19,19-14,14-15,15-4,4-5,5-16
2 16 2 2-3,3-0,0-7,7-6,6-25,25-29,29-4,4-5,5-16
26 21 0 26-25,25-6,6-7,7-0,0-3,3-2,2-22,22-21
26 21 1 26-27,27-28,28-29,29-4,4-5,5-16,16-9,9-8,8-30,30-21
26 21 2 26-25,25-24,24-23,23-1,1-0,0-3,3-2,2-22,22-21
3 13 0 3-2,2-13
3 13 1 3-0,0-7,7-6,6-25,25-29,29-4,4-15,15-14,14-19,19-13
3 13 2 3-0,0-1,1-23,23-24,24-25,25-29,29-4,4-15,15-14,14-19,19-13
27 24 0 27-26,26-25,25-24
27 24 1 27-28,28-29,29-25,25-6,6-7,7-0,0-1,1-23,23-24
27 24 2 27-28,28-29,29-25,25-24
1 13 0 1-0,0-3,3-2,2-13
1 13 1 1-23,23-24,24-25,25-29,29-4,4-15,15-14,14-19,19-13
1 13 2 1-23,23-24,24-25,25-6,6-7,7-0,0-3,3-2,2-13
4 14 0 4-15,15-14
4 14 1 4-29,29-25,25-6,6-7,7-0,0-3,3-2,2-13,13-19,19-14
4 14 2 4-5,5-16,16-9,9-8,8-30,30-21,21-22,22-2,2-13,13-19,19-14
28 3 0 28-27,27-26,26-25,25-6,6-7,7-0,0-3
28 3 1 28-29,29-4,4-15,15-14,14-19,19-13,13-2,2-3
28 3 2 28-29,29-25,25-6,6-7,7-0,0-3
2 10 0 2-13,13-20,20-18,18-17,17-12,12-11,11-10
2 10 1 2-3,3-0,0-7,7-6,6-25,25-29,29-4,4-15,15-14,14-19,19-10
2 10 2 2-13,13-19,19-10
5 15 0 5-4,4-15
5 15 1 5-16,16-9,9-8,8-30,30-21,21-22,22-2,2-13,13-19,19-14,14-15
5 15 2 5-4,4-29,29-25,25-6,6-7,7-0,0-3,3-2,2-13,13-19,19-14,14-15
29 2 0 29-25,25-6,6-7,7-0,0-3,3-2
29 2 1 29-4,4-15,15-14,14-19,19-13,13-2
29 2 2 29-25,25-24,24-23,23-1,1-0,0-3,3-2
3 19 0 3-2,2-13,13-19
3 19 1 3-0,0-7,7-6,6-25,25-29,29-4,4-15,15-14,14-19
3 19 2 3-2,2-13,13-20,20-18,18-17,17-12,12-11,11-10,10-19
6 12 0 6-25,25-29,29-4,4-15,15-14,14-19,19-10,10-11,11-12
6 12 1 6-7,7-0,0-3,3-2,2-13,13-20,20-18,18-17,17-12
6 12 2 6-7,7-0,0-3,3-2,2-13,13-19,19-10,10-11,11-12
30 25 0 30-8,8-9,9-16,16-5,5-4,4-29,29-25
30 25 1 30-21,21-22,22-2,2-3,3-0,0-7,7-6,6-25
30 25 2 30-21,21-22,22-2,2-3,3-0,0-1,1-23,23-24,24-25
4 20 0 4-29,29-25,25-6,6-7,7-0,0-3,3-2,2-13,13-20
4 20 1 4-15,15-14,14-19,19-10,10-11,11-12,12-17,17-18,18-20
4 20 2 4-15,15-14,14-19,19-13,13-20
19 20 0 19-13,13-20
19 20 1 19-10,10-11,11-12,12-17,17-18,18-20
19 20 2 19-14,14-15,15-4,4-29,29-25,25-6,6-7,7-0,0-3,3-2,2-13,13-20
17 4 0 17-12,12-11,11-10,10-19,19-14,14-15,15-4
17 4 1 17-18,18-20,20-13,13-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4
17 4 2 17-18,18-20,20-13,13-19,19-14,14-15,15-4
7 9 0 7-6,6-25,25-29,29-4,4-5,5-16,16-9
7 9 1 7-0,0-3,3-2,2-22,22-21,21-30,30-8,8-9
7 9 2 7-6,6-25,25-26,26-27,27-28,28-29,29-4,4-5,5-16,16-9
20 23 0 20-13,13-2,2-3,3-0,0-1,1-23
20 23 1 20-18,18-17,17-12,12-11,11-10,10-19,19-14,14-15,15-4,4-29,29-25,25-24,24-23
20 23 2 20-13,13-19,19-14,14-15,15-4,4-29,29-25,25-24,24-23
18 3 0 18-20,20-13,13-2,2-3
18 3 1 18-17,17-12,12-11,11-10,10-19,19-14,14-15,15-4,4-29,29-25,25-6,6-7,7-0,0-3
18 3 2 18-17,17-12,12-11,11-10,10-19,19-13,13-2,2-3
21 22 0 21-22
21 22 1 21-30,30-8,8-9,9-16,16-5,5-4,4-15,15-14,14-19,19-13,13-2,2-22
21 22 2 21-30,30-8,8-9,9-16,16-5,5-4,4-29,29-25,25-6,6-7,7-0,0-3,3-2,2-22
17 30 0 17-18,18-20,20-13,13-2,2-22,22-21,21-30
17 30 1 17-12,12-11,11-10,10-19,19-14,14-15,15-4,4-5,5-16,16-9,9-8,8-30
17 30 2 17-12,12-11,11-10,10-19,19-13,13-2,2-22,22-21,21-30
22 5 0 22-21,21-30,30-8,8-9,9-16,16-5
22 5 1 22-2,2-13,13-19,19-14,14-15,15-4,4-5
22 5 2 22-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4,4-5
18 29 0 18-17,17-12,12-11,11-10,10-19,19-14,14-15,15-4,4-29
18 29 1 18-20,20-13,13-2,2-3,3-0,0-7,7-6,6-25,25-29
18 29 2 18-20,20-13,13-19,19-14,14-15,15-4,4-29
23 0 0 23-1,1-0
23 0 1 23-24,24-25,25-6,6-7,7-0
23 0 2 23-24,24-25,25-29,29-4,4-15,15-14,14-19,19-13,13-2,2-3,3-0
8 27 0 8-9,9-16,16-5,5-4,4-29,29-28,28-27
8 27 1 8-30,30-21,21-22,22-2,2-3,3-0,0-7,7-6,6-25,25-26,26-27
8 27 2 8-9,9-16,16-5,5-4,4-29,29-25,25-26,26-27
11 6 0 11-10,10-19,19-14,14-15,15-4,4-29,29-25,25-6
11 6 1 11-12,12-17,17-18,18-20,20-13,13-2,2-3,3-0,0-7,7-6
11 6 2 11-10,10-19,19-13,13-2,2-3,3-0,0-7,7-6
9 26 0 9-16,16-5,5-4,4-29,29-28,28-27,27-26
9 26 1 9-8,8-30,30-21,21-22,22-2,2-3,3-0,0-7,7-6,6-25,25-26
9 26 2 9-16,16-5,5-4,4-29,29-25,25-26
24 30 0 24-25,25-29,29-4,4-5,5-16,16-9,9-8,8-30
24 30 1 24-23,23-1,1-0,0-3,3-2,2-22,22-21,21-30
24 30 2 24-25,25-6,6-7,7-0,0-3,3-2,2-22,22-21,21-30
14 17 0 14-19,19-10,10-11,11-12,12-17
14 17 1 14-15,15-4,4-29,29-25,25-6,6-7,7-0,0-3,3-2,2-13,13-20,20-18,18-17
14 17 2 14-19,19-13,13-20,20-18,18-17
12 1 0 12-17,17-18,18-20,20-13,13-2,2-3,3-0,0-1
12 1 1 12-11,11-10,10-19,19-14,14-15,15-4,4-29,29-25,25-24,24-23,23-1
12 1 2 12-11,11-10,10-19,19-13,13-2,2-3,3-0,0-1
10 17 0 10-11,11-12,12-17
10 17 1 10-19,19-13,13-20,20-18,18-17
10 17 2 10-19,19-14,14-15,15-4,4-29,29-25,25-6,6-7,7-0,0-3,3-2,2-13,13-20,20-18,18-17
15 20 0 15-14,14-19,19-10,10-11,11-12,12-17,17-18,18-20
15 20 1 15-4,4-29,29-25,25-6,6-7,7-0,0-3,3-2,2-13,13-20
15 20 2 15-14,14-19,19-13,13-20
13 4 0 13-19,19-14,14-15,15-4
13 4 1 13-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4
13 4 2 13-2,2-22,22-21,21-30,30-8,8-9,9-16,16-5,5-4
11 28 0 11-10,10-19,19-14,14-15,15-4,4-29,29-28
11 28 1 11-12,12-17,17-18,18-20,20-13,13-2,2-3,3-0,0-7,7-6,6-25,25-26,26-27,27-28
11 28 2 11-10,10-19,19-14,14-15,15-4,4-29,29-25,25-26,26-27,27-28
26 28 0 26-27,27-28
26 28 1 26-25,25-29,29-28
26 28 2 26-25,25-6,6-7,7-0,0-3,3-2,2-13,13-19,19-14,14-15,15-4,4-29,29-28
0 7 0 0-7
0 7 1 0-1,1-23,23-24,24-25,25-6,6-7
0 7 2 0-3,3-2,2-13,13-19,19-14,14-15,15-4,4-29,29-25,25-6,6-7
24 4 0 24-25,25-29,29-4
24 4 1 24-23,23-1,1-0,0-3,3-2,2-13,13-19,19-14,14-15,15-4
24 4 2 24-25,25-26,26-27,27-28,28-29,29-4
27 17 0 27-28,28-29,29-4,4-15,15-14,14-19,19-10,10-11,11-12,12-17
27 17 1 27-26,26-25,25-6,6-7,7-0,0-3,3-2,2-13,13-20,20-18,18-17
27 17 2 27-28,28-29,29-4,4-15,15-14,14-19,19-13,13-20,20-18,18-17
1 6 0 1-0,0-7,7-6
1 6 1 1-23,23-24,24-25,25-6
1 6 2 1-0,0-3,3-2,2-13,13-19,19-14,14-15,15-4,4-29,29-25,25-6
25 1 0 25-24,24-23,23-1
25 1 1 25-6,6-7,7-0,0-1
25 1 2 25-29,29-4,4-15,15-14,14-19,19-13,13-2,2-3,3-0,0-1
13 30 0 13-2,2-22,22-21,21-30
13 30 1 13-19,19-14,14-15,15-4,4-5,5-16,16-9,9-8,8-30
13 30 2 13-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4,4-5,5-16,16-9,9-8,8-30
28 26 0 28-27,27-26
28 26 1 28-29,29-25,25-26
28 26 2 28-29,29-4,4-15,15-14,14-19,19-13,13-2,2-3,3-0,0-7,7-6,6-25,25-26
2 5 0 2-13,13-19,19-14,14-15,15-4,4-5
2 5 1 2-22,22-21,21-30,30-8,8-9,9-16,16-5
2 5 2 2-3,3-0,0-7,7-6,6-25,25-29,29-4,4-5
26 6 0 26-25,25-6
26 6 1 26-27,27-28,28-29,29-25,25-24,24-23,23-1,1-0,0-7,7-6
26 6 2 26-27,27-28,28-29,29-25,25-6
5 8 0 5-16,16-9,9-8
5 8 1 5-4,4-15,15-14,14-19,19-13,13-2,2-22,22-21,21-30,30-8
5 8 2 5-4,4-29,29-25,25-6,6-7,7-0,0-3,3-2,2-22,22-21,21-30,30-8
29 27 0 29-28,28-27
29 27 1 29-25,25-26,26-27
29 27 2 29-4,4-15,15-14,14-19,19-13,13-2,2-3,3-0,0-7,7-6,6-25,25-26,26-27
3 24 0 3-0,0-1,1-23,23-24
3 24 1 3-2,2-13,13-19,19-14,14-15,15-4,4-29,29-25,25-24
3 24 2 3-0,0-7,7-6,6-25,25-24
6 7 0 6-7
6 7 1 6-25,25-24,24-23,23-1,1-0,0-7
6 7 2 6-25,25-29,29-4,4-15,15-14,14-19,19-13,13-2,2-3,3-0,0-7
