s t k edges
0 9 2 0-1,1-28,28-9
23 32 0 23-22,22-33,33-32
23 32 1 23-13,13-27,27-35,35-34,34-32
23 32 2 23-13,13-27,27-33,33-32
3 4 0 3-2,2-28,28-8,8-4
3 4 1 3-27,27-17,17-28,28-15,15-4
3 4 2 3-2,2-1,1-8,8-4
27 3 0 27-3
27 3 1 27-2,2-3
27 3 2 27-22,22-1,1-2,2-3
30 12 0 30-7,7-17,17-10,10-12
30 12 1 30-31,31-1,1-28,28-17,17-11,11-12
30 12 2 30-7,7-17,17-11,11-12
4 7 0 4-15,15-7
4 7 1 4-8,8-21,21-7
4 7 2 4-5,5-15,15-28,28-17,17-7
28 4 0 28-8,8-4
28 4 1 28-15,15-4
28 4 2 28-1,1-29,29-15,15-5,5-4
31 9 0 31-1,1-8,8-9
31 9 1 31-30,30-7,7-15,15-28,28-9
31 9 2 31-1,1-28,28-9
5 6 0 5-15,15-7,7-6
5 6 1 5-4,4-8,8-1,1-6
5 6 2 5-15,15-28,28-1,1-6
20 34 0 20-18,18-27,27-35,35-34
20 34 1 20-19,19-2,2-27,27-33,33-32,32-34
20 34 2 20-19,19-2,2-27,27-35,35-34
29 35 0 29-1,1-2,2-27,27-35
29 35 1 29-15,15-28,28-13,13-27,27-26,26-35
29 35 2 29-1,1-22,22-27,27-35
16 2 0 16-17,17-28,28-2
16 2 1 16-13,13-27,27-2
16 2 2 16-23,23-22,22-1,1-2
6 21 0 6-7,7-21
6 21 1 6-1,1-8,8-21
6 21 2 6-1,1-2,2-21
21 35 0 21-2,2-27,27-35
21 35 1 21-20,20-18,18-27,27-26,26-35
21 35 2 21-8,8-1,1-22,22-33,33-32,32-34,34-35
19 15 0 19-2,2-28,28-15
19 15 1 19-20,20-21,21-7,7-15
19 15 2 19-2,2-1,1-28,28-15
17 3 0 17-27,27-3
17 3 1 17-28,28-2,2-3
17 3 2 17-27,27-2,2-3
7 16 0 7-17,17-16
7 16 1 7-15,15-28,28-13,13-16
7 16 2 7-6,6-1,1-22,22-23,23-16
31 23 0 31-1,1-22,22-23
31 23 1 31-30,30-7,7-17,17-16,16-23
31 23 2 31-1,1-8,8-25,25-23
5 32 0 5-4,4-8,8-1,1-22,22-33,33-32
5 32 1 5-15,15-28,28-13,13-27,27-35,35-34,34-32
5 32 2 5-15,15-28,28-1,1-22,22-33,33-32
20 8 0 20-21,21-8
20 8 1 20-18,18-25,25-8
20 8 2 20-19,19-2,2-28,28-8
18 8 0 18-25,25-8
18 8 1 18-20,20-21,21-8
18 8 2 18-27,27-2,2-28,28-8
33 32 0 33-32
33 32 1 33-27,27-35,35-34,34-32
33 32 2 33-22,22-27,27-35,35-34,34-32
16 24 0 16-13,13-24
16 24 1 16-23,23-24
16 24 2 16-17,17-28,28-25,25-24
21 13 0 21-8,8-28,28-13
21 13 1 21-2,2-27,27-13
21 13 2 21-20,20-18,18-25,25-13
10 34 0 10-27,27-35,35-34
10 34 1 10-17,17-22,22-33,33-32,32-34
10 34 2 10-13,13-27,27-35,35-34
8 14 0 8-25,25-10,10-14
8 14 1 8-28,28-13,13-16,16-14
8 14 2 8-9,9-25,25-10,10-14
32 27 0 32-33,33-27
32 27 1 32-34,34-35,35-27
32 27 2 32-33,33-22,22-27
22 2 0 22-1,1-2
22 2 1 22-27,27-2
22 2 2 22-13,13-28,28-2
9 15 0 9-28,28-15
9 15 1 9-8,8-4,4-15
9 15 2 9-25,25-8,8-1,1-29,29-15
33 26 0 33-27,27-26
33 26 1 33-22,22-27,27-35,35-26
33 26 2 33-22,22-27,27-26
23 11 0 23-16,16-11
23 11 1 23-13,13-11
23 11 2 23-25,25-10,10-11
10 12 0 10-12
10 12 1 10-11,11-12
10 12 2 10-17,17-11,11-12
34 1 0 34-32,32-33,33-22,22-1
34 1 1 34-35,35-27,27-2,2-1
34 1 2 34-35,35-27,27-22,22-1
8 20 0 8-21,21-20
8 20 1 8-25,25-18,18-20
8 20 2 8-28,28-2,2-19,19-20
11 1 0 11-17,17-22,22-1
11 1 1 11-13,13-28,28-1
11 1 2 11-10,10-25,25-8,8-1
35 28 0 35-27,27-17,17-28
35 28 1 35-26,26-27,27-2,2-28
35 28 2 35-34,34-32,32-33,33-22,22-13,13-28
9 17 0 9-28,28-17
9 17 1 9-25,25-10,10-17
9 17 2 9-8,8-21,21-7,7-17
24 23 0 24-23
24 23 1 24-25,25-23
24 23 2 24-13,13-23
12 10 0 12-10
12 10 1 12-11,11-10
12 10 2 12-11,11-13,13-10
30 34 0 30-7,7-17,17-27,27-35,35-34
30 34 1 30-31,31-1,1-22,22-33,33-32,32-34
30 34 2 30-7,7-21,21-2,2-27,27-35,35-34
10 22 0 10-17,17-22
10 22 1 10-27,27-22
10 22 2 10-13,13-22
25 22 0 25-13,13-22
25 22 1 25-23,23-22
25 22 2 25-10,10-27,27-22
13 11 0 13-11
13 11 1 13-16,16-11
13 11 2 13-10,10-11
2 16 0 2-27,27-17,17-16
2 16 1 2-28,28-13,13-16
2 16 2 2-1,1-22,22-23,23-16
26 21 0 26-27,27-2,2-21
26 21 1 26-35,35-27,27-18,18-20,20-21
26 21 2 26-35,35-27,27-2,2-21
35 11 0 35-27,27-17,17-11
35 11 1 35-26,26-27,27-10,10-11
35 11 2 35-34,34-32,32-33,33-22,22-13,13-11
3 13 0 3-27,27-13
3 13 1 3-2,2-28,28-13
3 13 2 3-2,2-27,27-13
27 24 0 27-13,13-24
27 24 1 27-18,18-25,25-24
27 24 2 27-22,22-23,23-24
1 13 0 1-28,28-13
1 13 1 1-22,22-13
1 13 2 1-8,8-25,25-13
4 14 0 4-8,8-25,25-10,10-14
4 14 1 4-15,15-7,7-17,17-16,16-14
4 14 2 4-15,15-28,28-13,13-16,16-14
28 3 0 28-2,2-3
28 3 1 28-17,17-27,27-3
28 3 2 28-1,1-2,2-3
2 10 0 2-27,27-10
2 10 1 2-28,28-17,17-10
2 10 2 2-1,1-28,28-13,13-10
24 35 0 24-13,13-27,27-35
24 35 1 24-25,25-18,18-27,27-26,26-35
24 35 2 24-23,23-22,22-33,33-32,32-34,34-35
5 15 0 5-15
5 15 1 5-4,4-15
5 15 2 5-4,4-8,8-28,28-15
29 2 0 29-1,1-2
29 2 1 29-15,15-28,28-2
29 2 2 29-1,1-0,0-2
3 19 0 3-2,2-19
3 19 1 3-27,27-18,18-20,20-19
3 19 2 3-27,27-2,2-19
25 34 0 25-10,10-27,27-35,35-34
25 34 1 25-23,23-22,22-33,33-32,32-34
25 34 2 25-13,13-27,27-35,35-34
6 12 0 6-7,7-17,17-10,10-12
6 12 1 6-1,1-28,28-17,17-11,11-12
6 12 2 6-7,7-17,17-11,11-12
30 25 0 30-31,31-1,1-8,8-25
30 25 1 30-7,7-15,15-28,28-25
30 25 2 30-7,7-17,17-10,10-25
4 20 0 4-8,8-25,25-18,18-20
4 20 1 4-15,15-7,7-21,21-20
4 20 2 4-5,5-15,15-28,28-2,2-19,19-20
19 20 0 19-20
19 20 1 19-2,2-21,21-20
19 20 2 19-2,2-27,27-18,18-20
17 4 0 17-28,28-15,15-4
17 4 1 17-22,22-1,1-8,8-4
17 4 2 17-7,7-15,15-5,5-4
7 9 0 7-17,17-28,28-9
7 9 1 7-21,21-8,8-9
7 9 2 7-15,15-28,28-25,25-9
22 35 0 22-27,27-35
22 35 1 22-33,33-32,32-34,34-35
22 35 2 22-13,13-27,27-26,26-35
20 23 0 20-18,18-25,25-23
20 23 1 20-19,19-2,2-27,27-22,22-23
20 23 2 20-21,21-8,8-28,28-13,13-23
18 3 0 18-27,27-3
18 3 1 18-20,20-21,21-2,2-3
18 3 2 18-27,27-2,2-3
16 31 0 16-17,17-7,7-30,30-31
16 31 1 16-13,13-22,22-1,1-31
16 31 2 16-17,17-22,22-1,1-31
21 22 0 21-8,8-1,1-22
21 22 1 21-2,2-27,27-22
21 22 2 21-7,7-17,17-22
18 34 0 18-27,27-35,35-34
18 34 1 18-25,25-23,23-22,22-33,33-32,32-34
18 34 2 18-27,27-33,33-32,32-34
17 30 0 17-7,7-30
17 30 1 17-22,22-1,1-31,31-30
17 30 2 17-28,28-15,15-7,7-30
32 18 0 32-34,34-35,35-27,27-18
32 18 1 32-33,33-22,22-13,13-25,25-18
32 18 2 32-33,33-27,27-18
22 5 0 22-1,1-8,8-4,4-5
22 5 1 22-13,13-28,28-15,15-5
22 5 2 22-1,1-28,28-15,15-5
11 32 0 11-10,10-27,27-33,33-32
11 32 1 11-13,13-27,27-35,35-34,34-32
11 32 2 11-13,13-27,27-33,33-32
18 29 0 18-25,25-28,28-15,15-29
18 29 1 18-27,27-2,2-1,1-29
18 29 2 18-25,25-8,8-1,1-29
33 19 0 33-27,27-2,2-19
33 19 1 33-22,22-27,27-18,18-20,20-19
33 19 2 33-22,22-1,1-2,2-19
23 0 0 23-22,22-1,1-0
23 0 1 23-25,25-28,28-2,2-0
23 0 2 23-25,25-8,8-1,1-0
34 24 0 34-35,35-27,27-13,13-24
34 24 1 34-32,32-33,33-22,22-23,23-24
34 24 2 34-32,32-33,33-27,27-13,13-24
8 27 0 8-25,25-18,18-27
8 27 1 8-28,28-13,13-27
8 27 2 8-21,21-2,2-27
32 8 0 32-33,33-22,22-1,1-8
32 8 1 32-34,34-35,35-27,27-2,2-28,28-8
32 8 2 32-33,33-27,27-2,2-1,1-8
11 6 0 11-17,17-7,7-6
11 6 1 11-13,13-28,28-1,1-6
11 6 2 11-16,16-17,17-7,7-6
35 5 0 35-27,27-2,2-28,28-15,15-5
35 5 1 35-26,26-27,27-18,18-25,25-8,8-4,4-5
35 5 2 35-27,27-13,13-28,28-15,15-5
9 26 0 9-25,25-18,18-27,27-26
9 26 1 9-28,28-17,17-27,27-35,35-26
9 26 2 9-25,25-10,10-27,27-26
24 30 0 24-25,25-28,28-1,1-31,31-30
24 30 1 24-13,13-11,11-17,17-7,7-30
24 30 2 24-25,25-10,10-17,17-7,7-30
14 17 0 14-16,16-17
14 17 1 14-10,10-17
14 17 2 14-10,10-11,11-17
12 1 0 12-10,10-25,25-8,8-1
12 1 1 12-11,11-13,13-28,28-1
12 1 2 12-10,10-13,13-22,22-1
10 17 0 10-17
10 17 1 10-11,11-17
10 17 2 10-27,27-17
25 31 0 25-8,8-1,1-31
25 31 1 25-10,10-17,17-7,7-30,30-31
25 31 2 25-28,28-1,1-31
15 20 0 15-7,7-21,21-20
15 20 1 15-28,28-25,25-18,18-20
15 20 2 15-29,29-1,1-2,2-19,19-20
13 4 0 13-25,25-8,8-4
13 4 1 13-28,28-15,15-4
13 4 2 13-22,22-1,1-29,29-15,15-5,5-4
28 32 0 28-17,17-22,22-33,33-32
28 32 1 28-13,13-27,27-35,35-34,34-32
28 32 2 28-2,2-27,27-33,33-32
11 28 0 11-17,17-28
11 28 1 11-13,13-28
11 28 2 11-10,10-25,25-28
26 28 0 26-27,27-17,17-28
26 28 1 26-35,35-27,27-2,2-28
26 28 2 26-27,27-2,2-28
0 7 0 0-1,1-6,6-7
0 7 1 0-2,2-21,21-7
0 7 2 0-1,1-22,22-17,17-7
24 4 0 24-25,25-8,8-4
24 4 1 24-13,13-28,28-15,15-4
24 4 2 24-23,23-22,22-1,1-29,29-15,15-5,5-4
31 34 0 31-1,1-22,22-33,33-32,32-34
31 34 1 31-30,30-7,7-17,17-27,27-35,35-34
31 34 2 31-1,1-2,2-27,27-35,35-34
12 31 0 12-10,10-25,25-8,8-1,1-31
12 31 1 12-11,11-17,17-7,7-30,30-31
12 31 2 12-10,10-13,13-22,22-1,1-31
27 17 0 27-17
27 17 1 27-10,10-17
27 17 2 27-22,22-17
1 6 0 1-6
1 6 1 1-28,28-15,15-7,7-6
1 6 2 1-22,22-17,17-7,7-6
25 1 0 25-8,8-1
25 1 1 25-28,28-1
25 1 2 25-23,23-22,22-1
13 30 0 13-16,16-17,17-7,7-30
13 30 1 13-22,22-1,1-31,31-30
13 30 2 13-10,10-17,17-7,7-30
28 26 0 28-17,17-27,27-26
28 26 1 28-13,13-27,27-35,35-26
28 26 2 28-2,2-27,27-26
2 5 0 2-28,28-15,15-5
2 5 1 2-1,1-8,8-4,4-5
2 5 2 2-28,28-8,8-4,4-5
26 6 0 26-27,27-17,17-7,7-6
26 6 1 26-35,35-27,27-2,2-1,1-6
26 6 2 26-27,27-2,2-1,1-6
32 35 0 32-34,34-35
32 35 1 32-33,33-27,27-35
32 35 2 32-33,33-22,22-27,27-35
5 8 0 5-4,4-8
5 8 1 5-15,15-28,28-8
5 8 2 5-15,15-4,4-8
29 27 0 29-1,1-2,2-27
29 27 1 29-15,15-28,28-13,13-27
29 27 2 29-1,1-22,22-27
3 24 0 3-27,27-13,13-24
3 24 1 3-2,2-28,28-25,25-24
3 24 2 3-27,27-10,10-25,25-24
6 7 0 6-7
6 7 1 6-1,1-29,29-15,15-7
6 7 2 6-1,1-22,22-17,17-7
30 0 0 30-31,31-1,1-0
30 0 1 30-7,7-21,21-2,2-0
30 0 2 30-7,7-6,6-1,1-0
4 19 0 4-8,8-21,21-20,20-19
4 19 1 4-15,15-28,28-2,2-19
4 19 2 4-8,8-1,1-2,2-19
19 29 0 19-2,2-1,1-29
19 29 1 19-20,20-21,21-7,7-15,15-29
19 29 2 19-2,2-0,0-1,1-29
26 32 0 26-35,35-34,34-32
26 32 1 26-27,27-33,33-32
26 32 2 26-27,27-22,22-33,33-32
7 6 0 7-6
7 6 1 7-21,21-2,2-1,1-6
7 6 2 7-17,17-22,22-1,1-6
31 5 0 31-1,1-8,8-4,4-5
31 5 1 31-30,30-7,7-15,15-5
31 5 2 31-1,1-28,28-15,15-5
5 18 0 5-4,4-8,8-25,25-18
5 18 1 5-15,15-28,28-13,13-27,27-18
5 18 2 5-15,15-28,28-25,25-18
20 30 0 20-21,21-7,7-30
20 30 1 20-19,19-2,2-1,1-31,31-30
20 30 2 20-18,18-27,27-17,17-7,7-30
16 22 0 16-17,17-22
16 22 1 16-13,13-22
16 22 2 16-23,23-22
6 25 0 6-1,1-8,8-25
6 25 1 6-7,7-15,15-28,28-25
6 25 2 6-1,1-28,28-25
21 31 0 21-2,2-1,1-31
21 31 1 21-7,7-30,30-31
21 31 2 21-8,8-1,1-31
19 3 0 19-2,2-3
19 3 1 19-20,20-18,18-27,27-3
19 3 2 19-2,2-27,27-3
17 23 0 17-16,16-23
17 23 1 17-22,22-23
17 23 2 17-28,28-13,13-23
7 28 0 7-17,17-28
7 28 1 7-15,15-28
7 28 2 7-6,6-1,1-28
22 28 0 22-17,17-28
22 28 1 22-13,13-28
22 28 2 22-1,1-28
20 4 0 20-18,18-25,25-8,8-4
20 4 1 20-21,21-7,7-15,15-4
20 4 2 20-19,19-2,2-28,28-15,15-5,5-4
18 20 0 18-20
18 20 1 18-25,25-8,8-21,21-20
18 20 2 18-27,27-2,2-19,19-20
33 20 0 33-27,27-18,18-20
33 20 1 33-22,22-1,1-8,8-21,21-20
33 20 2 33-32,32-34,34-35,35-27,27-2,2-19,19-20
23 25 0 23-25
23 25 1 23-24,24-25
23 25 2 23-13,13-25
12 34 0 12-10,10-27,27-35,35-34
12 34 1 12-11,11-13,13-27,27-33,33-32,32-34
12 34 2 12-11,11-10,10-27,27-35,35-34
34 19 0 34-35,35-27,27-2,2-19
34 19 1 34-32,32-33,33-27,27-18,18-20,20-19
34 19 2 34-32,32-33,33-27,27-2,2-19
8 2 0 8-1,1-2
8 2 1 8-28,28-2
8 2 2 8-21,21-2
32 15 0 32-33,33-22,22-1,1-29,29-15
32 15 1 32-34,34-35,35-27,27-2,2-28,28-15
32 15 2 32-33,33-22,22-1,1-28,28-15
13 35 0 13-27,27-35
13 35 1 13-10,10-27,27-26,26-35
13 35 2 13-22,22-33,33-32,32-34,34-35
35 10 0 35-27,27-10
35 10 1 35-26,26-27,27-17,17-10
35 10 2 35-34,34-32,32-33,33-22,22-13,13-10
9 3 0 9-28,28-2,2-3
9 3 1 9-25,25-18,18-27,27-3
9 3 2 9-8,8-1,1-2,2-3
33 14 0 33-27,27-10,10-14
33 14 1 33-22,22-17,17-16,16-14
33 14 2 33-27,27-17,17-16,16-14
14 24 0 14-16,16-23,23-24
14 24 1 14-10,10-13,13-24
14 24 2 14-16,16-13,13-24
30 8 0 30-7,7-21,21-8
30 8 1 30-31,31-1,1-8
30 8 2 30-7,7-17,17-28,28-8
10 24 0 10-25,25-24
10 24 1 10-13,13-24
10 24 2 10-27,27-13,13-23,23-24
34 13 0 34-35,35-27,27-13
34 13 1 34-32,32-33,33-22,22-13
34 13 2 34-35,35-26,26-27,27-13
15 29 0 15-29
15 29 1 15-28,28-1,1-29
15 29 2 15-4,4-8,8-1,1-29
11 21 0 11-17,17-7,7-21
11 21 1 11-10,10-25,25-8,8-21
11 21 2 11-13,13-27,27-2,2-21
35 16 0 35-27,27-17,17-16
35 16 1 35-26,26-27,27-13,13-16
35 16 2 35-34,34-32,32-33,33-22,22-23,23-16
0 30 0 0-1,1-31,31-30
0 30 1 0-2,2-21,21-7,7-30
0 30 2 0-1,1-6,6-7,7-30
24 11 0 24-13,13-11
24 11 1 24-25,25-10,10-11
24 11 2 24-23,23-16,16-11
14 2 0 14-10,10-27,27-2
14 2 1 14-16,16-17,17-28,28-2
14 2 2 14-16,16-17,17-27,27-2
12 22 0 12-10,10-27,27-22
12 22 1 12-11,11-17,17-22
12 22 2 12-10,10-13,13-22
27 22 0 27-22
27 22 1 27-33,33-22
27 22 2 27-17,17-22
1 31 0 1-31
1 31 1 1-6,6-7,7-30,30-31
1 31 2 1-22,22-17,17-7,7-30,30-31
25 10 0 25-10
25 10 1 25-13,13-10
25 10 2 25-18,18-27,27-10
13 23 0 13-23
13 23 1 13-16,16-23
13 23 2 13-22,22-23
28 17 0 28-17
28 17 1 28-13,13-11,11-17
28 17 2 28-15,15-7,7-17
2 28 0 2-28
2 28 1 2-1,1-28
2 28 2 2-21,21-8,8-28
26 1 0 26-27,27-2,2-1
26 1 1 26-35,35-27,27-22,22-1
26 1 2 26-27,27-22,22-1
29 20 0 29-1,1-2,2-19,19-20
29 20 1 29-15,15-7,7-21,21-20
29 20 2 29-1,1-8,8-21,21-20
3 1 0 3-2,2-1
3 1 1 3-27,27-22,22-1
3 1 2 3-27,27-2,2-1
27 12 0 27-10,10-12
27 12 1 27-17,17-11,11-12
27 12 2 27-13,13-10,10-12
15 33 0 15-28,28-13,13-27,27-33
15 33 1 15-29,29-1,1-22,22-33
15 33 2 15-7,7-17,17-27,27-35,35-34,34-32,32-33
30 11 0 30-7,7-17,17-11
30 11 1 30-31,31-1,1-22,22-13,13-11
30 11 2 30-7,7-17,17-16,16-11
4 26 0 4-8,8-21,21-2,2-27,27-26
4 26 1 4-15,15-28,28-13,13-27,27-35,35-26
4 26 2 4-8,8-1,1-2,2-27,27-26
19 34 0 19-2,2-27,27-35,35-34
19 34 1 19-20,20-18,18-27,27-33,33-32,32-34
19 34 2 19-20,20-18,18-27,27-35,35-34
31 2 0 31-1,1-2
31 2 1 31-30,30-7,7-21,21-2
31 2 2 31-1,1-0,0-2
5 27 0 5-15,15-28,28-13,13-27
5 27 1 5-4,4-8,8-21,21-2,2-27
5 27 2 5-15,15-28,28-2,2-27
29 14 0 29-1,1-2,2-27,27-10,10-14
29 14 1 29-15,15-7,7-17,17-16,16-14
29 14 2 29-15,15-28,28-13,13-16,16-14
27 34 0 27-35,35-34
27 34 1 27-33,33-32,32-34
27 34 2 27-26,26-35,35-34
16 13 0 16-13
16 13 1 16-11,11-13
16 13 2 16-23,23-13
6 16 0 6-7,7-17,17-16
6 16 1 6-1,1-22,22-23,23-16
6 16 2 6-1,1-22,22-17,17-16
21 24 0 21-8,8-25,25-24
21 24 1 21-2,2-28,28-13,13-24
21 24 2 21-20,20-18,18-25,25-23,23-24
4 32 0 4-8,8-1,1-22,22-33,33-32
4 32 1 4-15,15-28,28-13,13-27,27-35,35-34,34-32
4 32 2 4-15,15-28,28-2,2-27,27-33,33-32
19 8 0 19-2,2-28,28-8
19 8 1 19-20,20-21,21-8
19 8 2 19-2,2-1,1-8
8 35 0 8-28,28-13,13-27,27-35
8 35 1 8-21,21-2,2-27,27-26,26-35
8 35 2 8-1,1-22,22-33,33-32,32-34,34-35
7 21 0 7-21
7 21 1 7-17,17-28,28-8,8-21
7 21 2 7-15,15-28,28-2,2-21
22 23 0 22-23
22 23 1 22-13,13-23
22 23 2 22-17,17-16,16-23
20 3 0 20-18,18-27,27-3
20 3 1 20-19,19-2,2-3
20 3 2 20-21,21-2,2-3
9 34 0 9-28,28-17,17-27,27-35,35-34
9 34 1 9-25,25-23,23-22,22-33,33-32,32-34
9 34 2 9-28,28-2,2-27,27-35,35-34
16 35 0 16-17,17-27,27-35
16 35 1 16-13,13-27,27-26,26-35
16 35 2 16-23,23-22,22-33,33-32,32-34,34-35
21 2 0 21-2
21 2 1 21-8,8-28,28-2
21 2 2 21-20,20-19,19-2
8 9 0 8-9
8 9 1 8-25,25-9
8 9 2 8-28,28-9
32 6 0 32-33,33-22,22-1,1-6
32 6 1 32-34,34-35,35-27,27-17,17-7,7-6
32 6 2 32-33,33-27,27-2,2-1,1-6
22 9 0 22-1,1-8,8-9
22 9 1 22-13,13-28,28-9
22 9 2 22-23,23-25,25-9
9 4 0 9-8,8-4
9 4 1 9-28,28-15,15-4
9 4 2 9-25,25-8,8-1,1-29,29-15,15-5,5-4
33 7 0 33-27,27-17,17-7
33 7 1 33-22,22-1,1-6,6-7
33 7 2 33-32,32-34,34-35,35-27,27-2,2-21,21-7
23 12 0 23-16,16-11,11-12
23 12 1 23-25,25-10,10-12
23 12 2 23-13,13-10,10-12
10 3 0 10-27,27-3
10 3 1 10-17,17-28,28-2,2-3
10 3 2 10-13,13-27,27-3
31 30 0 31-30
31 30 1 31-1,1-6,6-7,7-30
31 30 2 31-1,1-22,22-17,17-7,7-30
15 26 0 15-28,28-13,13-27,27-26
15 26 1 15-7,7-17,17-27,27-35,35-26
15 26 2 15-28,28-2,2-27,27-26
18 13 0 18-25,25-13
18 13 1 18-27,27-13
18 13 2 18-20,20-21,21-8,8-28,28-13
11 10 0 11-10
11 10 1 11-12,12-10
11 10 2 11-13,13-10
35 25 0 35-27,27-10,10-25
35 25 1 35-26,26-27,27-18,18-25
35 25 2 35-34,34-32,32-33,33-22,22-13,13-25
0 21 0 0-2,2-21
0 21 1 0-1,1-8,8-21
0 21 2 0-1,1-2,2-21
24 18 0 24-25,25-18
24 18 1 24-13,13-27,27-18
24 18 2 24-23,23-25,25-8,8-21,21-20,20-18
14 5 0 14-16,16-17,17-7,7-15,15-5
14 5 1 14-10,10-25,25-8,8-4,4-5
14 5 2 14-10,10-13,13-28,28-15,15-5
12 13 0 12-10,10-13
12 13 1 12-11,11-13
12 13 2 12-10,10-11,11-13
1 16 0 1-28,28-13,13-16
1 16 1 1-22,22-23,23-16
1 16 2 1-6,6-7,7-17,17-16
25 19 0 25-18,18-20,20-19
25 19 1 25-28,28-2,2-19
25 19 2 25-28,28-1,1-2,2-19
15 0 0 15-28,28-2,2-0
15 0 1 15-29,29-1,1-0
15 0 2 15-28,28-1,1-0
13 16 0 13-16
13 16 1 13-11,11-16
13 16 2 13-23,23-16
2 23 0 2-1,1-22,22-23
2 23 1 2-27,27-13,13-23
2 23 2 2-28,28-25,25-23
26 8 0 26-27,27-2,2-28,28-8
26 8 1 26-35,35-27,27-18,18-25,25-8
26 8 2 26-27,27-2,2-1,1-8
0 11 0 0-1,1-28,28-17,17-11
0 11 1 0-2,2-27,27-10,10-11
0 11 2 0-1,1-22,22-17,17-11
3 6 0 3-2,2-1,1-6
3 6 1 3-27,27-17,17-7,7-6
3 6 2 3-27,27-2,2-1,1-6
27 5 0 27-2,2-28,28-15,15-5
27 5 1 27-22,22-1,1-8,8-4,4-5
27 5 2 27-13,13-28,28-15,15-5
1 10 0 1-2,2-27,27-10
1 10 1 1-28,28-17,17-10
1 10 2 1-22,22-13,13-10
4 1 0 4-8,8-1
4 1 1 4-15,15-28,28-1
4 1 2 4-5,5-15,15-29,29-1
28 6 0 28-1,1-6
28 6 1 28-15,15-7,7-6
28 6 2 28-2,2-1,1-6
0 33 0 0-1,1-22,22-33
0 33 1 0-2,2-27,27-33
0 33 2 0-1,1-2,2-27,27-33
31 11 0 31-1,1-28,28-13,13-11
31 11 1 31-30,30-7,7-17,17-11
31 11 2 31-1,1-22,22-17,17-11
5 4 0 5-4
5 4 1 5-15,15-4
5 4 2 5-15,15-28,28-8,8-4
29 7 0 29-15,15-7
29 7 1 29-1,1-6,6-7
29 7 2 29-15,15-28,28-17,17-7
17 33 0 17-27,27-33
17 33 1 17-22,22-33
17 33 2 17-10,10-27,27-35,35-34,34-32,32-33
16 4 0 16-17,17-7,7-15,15-4
16 4 1 16-23,23-25,25-8,8-4
16 4 2 16-13,13-28,28-15,15-5,5-4
6 11 0 6-7,7-17,17-11
6 11 1 6-1,1-22,22-13,13-11
6 11 2 6-1,1-22,22-17,17-11
21 33 0 21-2,2-27,27-33
21 33 1 21-8,8-1,1-22,22-33
21 33 2 21-20,20-18,18-27,27-35,35-34,34-32,32-33
19 17 0 19-2,2-27,27-17
19 17 1 19-20,20-21,21-7,7-17
19 17 2 19-2,2-28,28-17
17 1 0 17-28,28-1
17 1 1 17-22,22-1
17 1 2 17-7,7-6,6-1
7 18 0 7-17,17-27,27-18
7 18 1 7-21,21-20,20-18
7 18 2 7-15,15-28,28-25,25-18
31 17 0 31-1,1-28,28-17
31 17 1 31-30,30-7,7-17
31 17 2 31-1,1-22,22-17
20 10 0 20-18,18-25,25-10
20 10 1 20-19,19-2,2-27,27-10
20 10 2 20-21,21-7,7-17,17-10
18 6 0 18-25,25-8,8-1,1-6
18 6 1 18-20,20-21,21-7,7-6
18 6 2 18-27,27-2,2-1,1-6
16 26 0 16-17,17-27,27-26
16 26 1 16-13,13-27,27-35,35-26
16 26 2 16-13,13-27,27-26
21 11 0 21-7,7-17,17-11
21 11 1 21-8,8-28,28-13,13-11
21 11 2 21-2,2-27,27-10,10-11
10 32 0 10-27,27-33,33-32
10 32 1 10-17,17-27,27-35,35-34,34-32
10 32 2 10-13,13-27,27-33,33-32
17 27 0 17-27
17 27 1 17-10,10-27
17 27 2 17-22,22-27
32 29 0 32-33,33-22,22-1,1-29
32 29 1 32-34,34-35,35-27,27-2,2-28,28-15,15-29
32 29 2 32-33,33-27,27-2,2-1,1-29
22 0 0 22-1,1-0
22 0 1 22-27,27-2,2-0
22 0 2 22-1,1-2,2-0
18 12 0 18-27,27-10,10-12
18 12 1 18-25,25-13,13-11,11-12
18 12 2 18-25,25-10,10-12
9 13 0 9-25,25-13
9 13 1 9-28,28-13
9 13 2 9-8,8-25,25-23,23-13
33 24 0 33-27,27-13,13-24
33 24 1 33-22,22-23,23-24
33 24 2 33-32,32-34,34-35,35-27,27-18,18-25,25-24
23 5 0 23-25,25-8,8-4,4-5
23 5 1 23-13,13-28,28-15,15-5
23 5 2 23-25,25-28,28-15,15-5
34 31 0 34-32,32-33,33-22,22-1,1-31
34 31 1 34-35,35-27,27-17,17-7,7-30,30-31
34 31 2 34-35,35-27,27-2,2-1,1-31
8 22 0 8-1,1-22
8 22 1 8-25,25-23,23-22
8 22 2 8-28,28-17,17-22
32 20 0 32-33,33-27,27-18,18-20
32 20 1 32-34,34-35,35-27,27-2,2-21,21-20
32 20 2 32-34,34-35,35-27,27-18,18-20
11 3 0 11-10,10-27,27-3
11 3 1 11-13,13-27,27-2,2-3
11 3 2 11-13,13-27,27-3
35 30 0 35-27,27-17,17-7,7-30
35 30 1 35-26,26-27,27-2,2-1,1-31,31-30
35 30 2 35-26,26-27,27-17,17-7,7-30
9 23 0 9-25,25-23
9 23 1 9-28,28-13,13-23
9 23 2 9-8,8-1,1-22,22-23
24 25 0 24-25
