s t k edges
12 81 0 12-101,101-67,67-65,65-106,106-104,104-80,80-81
12 81 1 12-13,13-10,10-100,100-59,59-58,58-6,6-0,0-21,21-24,24-79,79-82,82-109,109-110,110-87,87-81
12 81 2 12-101,101-102,102-103,103-1,1-64,64-63,63-106,106-104,104-80,80-81
16 20 0 16-32,32-20
16 20 1 16-58,58-105,105-40,40-37,37-38,38-31,31-20
16 20 2 16-58,58-59,59-100,100-102,102-101,101-67,67-99,99-66,66-113,113-53,53-15,15-9,9-14,14-35,35-36,36-33,33-34,34-39,39-40,40-37,37-38,38-31,31-20
73 69 0 73-70,70-71,71-44,44-45,45-98,98-47,47-46,46-69
73 69 1 73-18,18-72,72-75,75-74,74-85,85-76,76-77,77-61,61-67,67-99,99-69
73 69 2 73-70,70-71,71-44,44-45,45-98,98-54,54-113,113-66,66-99,99-69
36 95 0 36-35,35-14,14-8,8-7,7-52,52-83,83-5,5-91,91-94,94-25,25-95
36 95 1 36-33,33-34,34-39,39-40,40-105,105-58,58-6,6-0,0-21,21-24,24-23,23-19,19-22,22-96,96-97,97-95
36 95 2 36-35,35-14,14-8,8-7,7-52,52-83,83-5,5-91,91-96,96-97,97-95
2 91 0 2-90,90-94,94-91
2 91 1 2-3,3-4,4-93,93-30,30-29,29-25,25-95,95-97,97-96,96-91
2 91 2 2-90,90-94,94-25,25-95,95-97,97-96,96-91
99 42 0 99-66,66-113,113-54,54-98,98-45,45-44,44-43,43-42
99 42 1 99-67,67-61,61-77,77-76,76-85,85-74,74-75,75-72,72-18,18-48,48-41,41-84,84-42
99 42 2 99-69,69-46,46-47,47-98,98-45,45-44,44-43,43-42
22 30 0 22-96,96-97,97-95,95-25,25-29,29-30
22 30 1 22-19,19-23,23-24,24-21,21-0,0-6,6-58,58-105,105-40,40-39,39-34,34-33,33-36,36-35,35-14,14-8,8-7,7-52,52-83,83-5,5-91,91-94,94-90,90-2,2-3,3-4,4-93,93-30
22 30 2 22-96,96-91,91-94,94-25,25-29,29-30
79 91 0 79-24,24-23,23-19,19-22,22-96,96-91
79 91 1 79-82,82-109,109-108,108-107,107-106,106-65,65-67,67-99,99-66,66-113,113-53,53-15,15-9,9-14,14-8,8-7,7-52,52-83,83-5,5-91
79 91 2 79-82,82-109,109-110,110-87,87-57,57-60,60-78,78-22,22-96,96-91
26 85 0 26-25,25-95,95-97,97-96,96-22,22-78,78-60,60-57,57-87,87-81,81-80,80-104,104-106,106-65,65-67,67-61,61-77,77-76,76-85
26 85 1 26-27,27-28,28-25,25-94,94-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-54,54-98,98-45,45-44,44-71,71-70,70-73,73-18,18-72,72-75,75-74,74-85
26 85 2 26-25,25-94,94-91,91-96,96-22,22-78,78-60,60-57,57-87,87-81,81-80,80-104,104-106,106-65,65-67,67-61,61-77,77-76,76-85
83 28 0 83-5,5-91,91-94,94-25,25-28
83 28 1 83-52,52-7,7-8,8-14,14-35,35-36,36-33,33-34,34-39,39-40,40-105,105-58,58-6,6-0,0-21,21-24,24-23,23-19,19-22,22-96,96-97,97-95,95-25,25-26,26-27,27-28
83 28 2 83-5,5-91,91-96,96-97,97-95,95-25,25-28
12 32 0 12-13,13-10,10-100,100-59,59-58,58-16,16-32
12 32 1 12-101,101-67,67-99,99-66,66-113,113-53,53-15,15-9,9-14,14-35,35-36,36-33,33-34,34-39,39-40,40-37,37-38,38-31,31-20,20-32
12 32 2 12-101,101-102,102-100,100-59,59-58,58-16,16-32
69 17 0 69-46,46-47,47-98,98-45,45-44,44-71,71-70,70-73,73-17
69 17 1 69-99,99-67,67-61,61-77,77-76,76-85,85-74,74-75,75-72,72-17
69 17 2 69-46,46-47,47-98,98-45,45-44,44-112,112-84,84-41,41-48,48-17
59 7 0 59-100,100-102,102-101,101-67,67-99,99-66,66-113,113-53,53-15,15-9,9-14,14-8,8-7
59 7 1 59-58,58-6,6-0,0-21,21-24,24-23,23-19,19-22,22-96,96-91,91-5,5-83,83-52,52-7
59 7 2 59-58,58-105,105-40,40-39,39-34,34-33,33-36,36-35,35-14,14-8,8-7
45 40 0 45-98,98-54,54-113,113-53,53-15,15-9,9-14,14-35,35-36,36-33,33-34,34-39,39-40
45 40 1 45-44,44-71,71-70,70-73,73-18,18-72,72-75,75-74,74-85,85-76,76-77,77-61,61-67,67-101,101-102,102-100,100-59,59-58,58-105,105-40
45 40 2 45-98,98-54,54-113,113-66,66-99,99-67,67-101,101-102,102-100,100-59,59-58,58-105,105-40
102 91 0 102-100,100-59,59-58,58-6,6-0,0-21,21-24,24-23,23-19,19-22,22-96,96-91
102 91 1 102-101,101-67,67-99,99-66,66-113,113-53,53-15,15-9,9-14,14-8,8-7,7-52,52-83,83-5,5-91
102 91 2 102-103,103-11,11-100,100-59,59-58,58-6,6-0,0-21,21-24,24-23,23-19,19-22,22-96,96-91
49 45 0 49-56,56-89,89-55,55-53,53-113,113-54,54-98,98-45
49 45 1 49-50,50-51,51-88,88-52,52-83,83-5,5-91,91-96,96-22,22-78,78-60,60-57,57-87,87-81,81-80,80-104,104-106,106-65,65-67,67-61,61-77,77-76,76-85,85-74,74-75,75-72,72-17,17-73,73-70,70-71,71-44,44-45
49 45 2 49-56,56-89,89-55,55-53,53-113,113-66,66-99,99-69,69-46,46-47,47-98,98-45
31 85 0 31-20,20-32,32-16,16-58,58-59,59-100,100-102,102-101,101-67,67-61,61-77,77-76,76-85
31 85 1 31-38,38-37,37-40,40-39,39-34,34-33,33-36,36-35,35-14,14-9,9-15,15-53,53-113,113-54,54-98,98-45,45-44,44-71,71-70,70-73,73-18,18-72,72-75,75-74,74-85
31 85 2 31-38,38-37,37-40,40-105,105-58,58-59,59-100,100-102,102-101,101-67,67-61,61-77,77-76,76-85
35 110 0 35-14,14-9,9-15,15-53,53-113,113-66,66-99,99-67,67-65,65-106,106-104,104-80,80-111,111-110
35 110 1 35-36,36-33,33-34,34-39,39-40,40-105,105-58,58-6,6-0,0-21,21-24,24-79,79-82,82-109,109-110
35 110 2 35-14,14-8,8-7,7-52,52-83,83-5,5-91,91-96,96-22,22-78,78-60,60-57,57-87,87-110
92 69 0 92-95,95-97,97-96,96-22,22-78,78-60,60-57,57-87,87-81,81-80,80-104,104-106,106-65,65-67,67-99,99-69
92 69 1 92-25,25-94,94-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-54,54-98,98-47,47-46,46-69
92 69 2 92-25,25-94,94-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-66,66-99,99-69
96 0 0 96-22,22-19,19-23,23-24,24-21,21-0
96 0 1 96-91,91-5,5-83,83-52,52-7,7-8,8-14,14-35,35-36,36-33,33-34,34-39,39-40,40-105,105-58,58-6,6-0
96 0 2 96-22,22-78,78-60,60-57,57-87,87-110,110-109,109-82,82-79,79-24,24-21,21-0
25 4 0 25-29,29-30,30-93,93-4
25 4 1 25-94,94-90,90-2,2-3,3-4
25 4 2 25-95,95-97,97-96,96-91,91-94,94-90,90-2,2-3,3-4
82 47 0 82-109,109-108,108-107,107-106,106-65,65-67,67-99,99-69,69-46,46-47
82 47 1 82-79,79-24,24-23,23-19,19-22,22-96,96-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-54,54-98,98-47
82 47 2 82-109,109-110,110-111,111-80,80-104,104-106,106-65,65-67,67-99,99-69,69-46,46-47
102 42 0 102-101,101-67,67-99,99-69,69-46,46-47,47-98,98-45,45-44,44-43,43-42
102 42 1 102-103,103-1,1-64,64-63,63-106,106-65,65-67,67-61,61-77,77-76,76-85,85-74,74-75,75-72,72-18,18-48,48-41,41-84,84-42
102 42 2 102-101,101-67,67-99,99-66,66-113,113-54,54-98,98-45,45-44,44-43,43-42
89 64 0 89-55,55-53,53-113,113-66,66-99,99-67,67-101,101-102,102-103,103-1,1-64
89 64 1 89-56,56-49,49-50,50-51,51-88,88-52,52-83,83-5,5-91,91-96,96-22,22-78,78-60,60-57,57-87,87-81,81-80,80-104,104-106,106-63,63-64
89 64 2 89-55,55-53,53-113,113-66,66-99,99-67,67-65,65-106,106-63,63-64
1 51 0 1-103,103-102,102-101,101-67,67-99,99-66,66-113,113-53,53-55,55-89,89-56,56-49,49-50,50-51
1 51 1 1-64,64-63,63-106,106-104,104-80,80-81,81-87,87-57,57-60,60-78,78-22,22-96,96-91,91-5,5-83,83-52,52-88,88-51
1 51 2 1-64,64-63,63-106,106-65,65-67,67-99,99-66,66-113,113-53,53-55,55-89,89-56,56-49,49-50,50-51
105 58 0 105-58
105 58 1 105-40,40-37,37-38,38-31,31-20,20-32,32-16,16-58
105 58 2 105-40,40-39,39-34,34-33,33-36,36-35,35-14,14-9,9-15,15-53,53-113,113-66,66-99,99-67,67-101,101-102,102-100,100-59,59-58
58 68 0 58-59,59-100,100-102,102-101,101-67,67-99,99-69,69-68
58 68 1 58-6,6-0,0-21,21-24,24-79,79-82,82-109,109-108,108-107,107-106,106-65,65-67,67-61,61-62,62-86,86-68
58 68 2 58-59,59-100,100-102,102-101,101-67,67-61,61-62,62-86,86-68
21 48 0 21-0,0-6,6-58,58-59,59-100,100-102,102-101,101-67,67-61,61-77,77-76,76-85,85-74,74-75,75-72,72-18,18-48
21 48 1 21-24,24-79,79-82,82-109,109-108,108-107,107-106,106-65,65-67,67-99,99-69,69-46,46-47,47-98,98-45,45-44,44-112,112-84,84-41,41-48
21 48 2 21-0,0-6,6-58,58-59,59-100,100-102,102-101,101-67,67-61,61-77,77-76,76-85,85-74,74-75,75-72,72-17,17-48
95 83 0 95-25,25-94,94-91,91-5,5-83
95 83 1 95-97,97-96,96-22,22-19,19-23,23-24,24-21,21-0,0-6,6-58,58-105,105-40,40-39,39-34,34-33,33-36,36-35,35-14,14-8,8-7,7-52,52-83
95 83 2 95-97,97-96,96-91,91-5,5-83
78 3 0 78-22,22-96,96-97,97-95,95-25,25-29,29-30,30-93,93-4,4-3
78 3 1 78-60,60-57,57-87,87-81,81-80,80-104,104-106,106-65,65-67,67-99,99-66,66-113,113-53,53-15,15-9,9-14,14-8,8-7,7-52,52-83,83-5,5-91,91-94,94-90,90-2,2-3
78 3 2 78-22,22-96,96-91,91-94,94-90,90-2,2-3
111 25 0 111-110,110-87,87-57,57-60,60-78,78-22,22-96,96-97,97-95,95-25
111 25 1 111-80,80-104,104-106,106-65,65-67,67-99,99-66,66-113,113-53,53-15,15-9,9-14,14-8,8-7,7-52,52-83,83-5,5-91,91-94,94-25
111 25 2 111-110,110-87,87-57,57-60,60-78,78-22,22-96,96-91,91-94,94-25
11 70 0 11-100,100-102,102-101,101-67,67-99,99-69,69-46,46-47,47-98,98-45,45-44,44-71,71-70
11 70 1 11-103,103-1,1-64,64-63,63-106,106-65,65-67,67-61,61-77,77-76,76-85,85-74,74-75,75-72,72-17,17-73,73-70
11 70 2 11-100,100-102,102-101,101-67,67-99,99-66,66-113,113-54,54-98,98-45,45-44,44-71,71-70
105 103 0 105-58,58-59,59-100,100-11,11-103
105 103 1 105-40,40-39,39-34,34-33,33-36,36-35,35-14,14-9,9-15,15-53,53-113,113-66,66-99,99-67,67-101,101-102,102-103
105 103 2 105-58,58-59,59-100,100-102,102-103
54 56 0 54-113,113-53,53-55,55-89,89-56
54 56 1 54-98,98-47,47-46,46-69,69-99,99-67,67-65,65-106,106-104,104-80,80-81,81-87,87-57,57-60,60-78,78-22,22-96,96-91,91-5,5-83,83-52,52-88,88-51,51-50,50-49,49-56
54 56 2 54-98,98-47,47-46,46-69,69-99,99-66,66-113,113-53,53-55,55-89,89-56
108 30 0 108-109,109-82,82-79,79-24,24-23,23-19,19-22,22-96,96-97,97-95,95-25,25-29,29-30
108 30 1 108-107,107-106,106-65,65-67,67-99,99-66,66-113,113-53,53-15,15-9,9-14,14-8,8-7,7-52,52-83,83-5,5-91,91-94,94-90,90-2,2-3,3-4,4-93,93-30
108 30 2 108-109,109-82,82-79,79-24,24-23,23-19,19-22,22-96,96-91,91-94,94-25,25-29,29-30
58 55 0 58-59,59-100,100-102,102-101,101-67,67-99,99-66,66-113,113-53,53-55
58 55 1 58-105,105-40,40-39,39-34,34-33,33-36,36-35,35-14,14-8,8-7,7-52,52-88,88-51,51-50,50-49,49-56,56-89,89-55
58 55 2 58-105,105-40,40-39,39-34,34-33,33-36,36-35,35-14,14-9,9-15,15-53,53-55
44 6 0 44-45,45-98,98-54,54-113,113-66,66-99,99-67,67-101,101-102,102-100,100-59,59-58,58-6
44 6 1 44-71,71-70,70-73,73-18,18-72,72-75,75-74,74-85,85-76,76-77,77-61,61-67,67-65,65-106,106-107,107-108,108-109,109-82,82-79,79-24,24-21,21-0,0-6
44 6 2 44-45,45-98,98-47,47-46,46-69,69-99,99-67,67-101,101-102,102-100,100-59,59-58,58-6
30 49 0 30-93,93-4,4-3,3-2,2-90,90-94,94-91,91-5,5-83,83-52,52-88,88-51,51-50,50-49
30 49 1 30-29,29-25,25-95,95-97,97-96,96-22,22-78,78-60,60-57,57-87,87-81,81-80,80-104,104-106,106-65,65-67,67-99,99-66,66-113,113-53,53-55,55-89,89-56,56-49
30 49 2 30-29,29-25,25-94,94-91,91-5,5-83,83-52,52-88,88-51,51-50,50-49
34 44 0 34-33,33-36,36-35,35-14,14-9,9-15,15-53,53-113,113-54,54-98,98-45,45-44
34 44 1 34-39,39-40,40-105,105-58,58-59,59-100,100-102,102-101,101-67,67-61,61-77,77-76,76-85,85-74,74-75,75-72,72-17,17-73,73-70,70-71,71-44
34 44 2 34-39,39-40,40-105,105-58,58-59,59-100,100-102,102-101,101-67,67-99,99-66,66-113,113-54,54-98,98-45,45-44
0 100 0 0-6,6-58,58-59,59-100
0 100 1 0-21,21-24,24-79,79-82,82-109,109-108,108-107,107-106,106-65,65-67,67-101,101-102,102-100
0 100 2 0-21,21-24,24-79,79-82,82-109,109-108,108-107,107-106,106-63,63-64,64-1,1-103,103-11,11-100
91 69 0 91-96,96-22,22-78,78-60,60-57,57-87,87-81,81-80,80-104,104-106,106-65,65-67,67-99,99-69
91 69 1 91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-54,54-98,98-47,47-46,46-69
91 69 2 91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-66,66-99,99-69
20 111 0 20-32,32-16,16-58,58-6,6-0,0-21,21-24,24-79,79-82,82-109,109-110,110-111
20 111 1 20-31,31-38,38-37,37-40,40-105,105-58,58-59,59-100,100-102,102-101,101-67,67-65,65-106,106-104,104-80,80-111
20 111 2 20-32,32-16,16-58,58-59,59-100,100-102,102-101,101-67,67-65,65-106,106-104,104-80,80-111
77 74 0 77-76,76-85,85-74
77 74 1 77-61,61-67,67-99,99-69,69-46,46-47,47-98,98-45,45-44,44-71,71-70,70-73,73-18,18-72,72-75,75-74
77 74 2 77-61,61-67,67-99,99-66,66-113,113-54,54-98,98-45,45-44,44-71,71-70,70-73,73-17,17-72,72-75,75-74
24 106 0 24-79,79-82,82-109,109-108,108-107,107-106
24 106 1 24-23,23-19,19-22,22-78,78-60,60-57,57-87,87-81,81-80,80-104,104-106
24 106 2 24-21,21-0,0-6,6-58,58-59,59-100,100-102,102-101,101-67,67-65,65-106
6 78 0 6-0,0-21,21-24,24-23,23-19,19-22,22-78
6 78 1 6-58,58-59,59-100,100-102,102-101,101-67,67-65,65-106,106-104,104-80,80-81,81-87,87-57,57-60,60-78
6 78 2 6-0,0-21,21-24,24-79,79-82,82-109,109-110,110-87,87-57,57-60,60-78
10 5 0 10-100,100-59,59-58,58-6,6-0,0-21,21-24,24-23,23-19,19-22,22-96,96-91,91-5
10 5 1 10-13,13-12,12-101,101-67,67-99,99-66,66-113,113-53,53-15,15-9,9-14,14-8,8-7,7-52,52-83,83-5
10 5 2 10-100,100-102,102-101,101-67,67-99,99-66,66-113,113-53,53-15,15-9,9-14,14-8,8-7,7-52,52-83,83-5
67 76 0 67-61,61-77,77-76
67 76 1 67-99,99-69,69-46,46-47,47-98,98-45,45-44,44-71,71-70,70-73,73-18,18-72,72-75,75-74,74-85,85-76
67 76 2 67-99,99-69,69-68,68-86,86-62,62-61,61-77,77-76
30 64 0 30-29,29-25,25-95,95-97,97-96,96-22,22-78,78-60,60-57,57-87,87-81,81-80,80-104,104-106,106-63,63-64
30 64 1 30-93,93-4,4-3,3-2,2-90,90-94,94-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-66,66-99,99-67,67-101,101-102,102-103,103-1,1-64
30 64 2 30-29,29-25,25-94,94-91,91-96,96-22,22-78,78-60,60-57,57-87,87-81,81-80,80-104,104-106,106-63,63-64
87 17 0 87-81,81-80,80-104,104-106,106-65,65-67,67-61,61-77,77-76,76-85,85-74,74-75,75-72,72-17
87 17 1 87-110,110-109,109-108,108-107,107-106,106-63,63-64,64-1,1-103,103-102,102-101,101-67,67-99,99-69,69-46,46-47,47-98,98-45,45-44,44-71,71-70,70-73,73-17
87 17 2 87-110,110-111,111-80,80-104,104-106,106-65,65-67,67-61,61-77,77-76,76-85,85-74,74-75,75-72,72-17
0 19 0 0-21,21-24,24-23,23-19
0 19 1 0-6,6-58,58-59,59-100,100-102,102-101,101-67,67-65,65-106,106-104,104-80,80-81,81-87,87-57,57-60,60-78,78-22,22-19
0 19 2 0-21,21-24,24-79,79-82,82-109,109-110,110-87,87-57,57-60,60-78,78-22,22-19
63 24 0 63-106,106-107,107-108,108-109,109-82,82-79,79-24
63 24 1 63-64,64-1,1-103,103-102,102-100,100-59,59-58,58-6,6-0,0-21,21-24
63 24 2 63-106,106-104,104-80,80-111,111-110,110-109,109-82,82-79,79-24
33 93 0 33-36,36-35,35-14,14-8,8-7,7-52,52-83,83-5,5-91,91-94,94-90,90-2,2-3,3-4,4-93
33 93 1 33-34,34-39,39-40,40-105,105-58,58-6,6-0,0-21,21-24,24-23,23-19,19-22,22-96,96-97,97-95,95-25,25-29,29-30,30-93
33 93 2 33-36,36-35,35-14,14-8,8-7,7-52,52-83,83-5,5-91,91-94,94-25,25-29,29-30,30-93
90 102 0 90-94,94-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-66,66-99,99-67,67-101,101-102
90 102 1 90-2,2-3,3-4,4-93,93-30,30-29,29-25,25-95,95-97,97-96,96-22,22-19,19-23,23-24,24-21,21-0,0-6,6-58,58-59,59-100,100-102
90 102 2 90-94,94-91,91-96,96-22,22-19,19-23,23-24,24-21,21-0,0-6,6-58,58-59,59-100,100-102
53 18 0 53-113,113-54,54-98,98-45,45-44,44-71,71-70,70-73,73-18
53 18 1 53-15,15-9,9-14,14-35,35-36,36-33,33-34,34-39,39-40,40-105,105-58,58-59,59-100,100-102,102-101,101-67,67-61,61-77,77-76,76-85,85-74,74-75,75-72,72-18
53 18 2 53-113,113-54,54-98,98-45,45-44,44-112,112-84,84-41,41-48,48-18
110 93 0 110-87,87-57,57-60,60-78,78-22,22-96,96-97,97-95,95-25,25-29,29-30,30-93
110 93 1 110-109,109-108,108-107,107-106,106-65,65-67,67-99,99-66,66-113,113-53,53-15,15-9,9-14,14-8,8-7,7-52,52-83,83-5,5-91,91-94,94-90,90-2,2-3,3-4,4-93
110 93 2 110-87,87-57,57-60,60-78,78-22,22-96,96-91,91-94,94-25,25-29,29-30,30-93
57 87 0 57-87
57 87 1 57-60,60-78,78-22,22-19,19-23,23-24,24-79,79-82,82-109,109-110,110-87
57 87 2 57-60,60-78,78-22,22-19,19-23,23-24,24-79,79-82,82-109,109-110,110-111,111-80,80-81,81-87
39 99 0 39-40,40-105,105-58,58-59,59-100,100-102,102-101,101-67,67-99
39 99 1 39-34,34-33,33-36,36-35,35-14,14-9,9-15,15-53,53-113,113-66,66-99
39 99 2 39-40,40-105,105-58,58-59,59-100,100-10,10-13,13-12,12-101,101-67,67-99
43 100 0 43-44,44-45,45-98,98-54,54-113,113-66,66-99,99-67,67-101,101-102,102-100
43 100 1 43-42,42-84,84-41,41-48,48-17,17-72,72-75,75-74,74-85,85-76,76-77,77-61,61-67,67-65,65-106,106-63,63-64,64-1,1-103,103-11,11-100
43 100 2 43-44,44-45,45-98,98-47,47-46,46-69,69-99,99-67,67-101,101-102,102-100
100 19 0 100-59,59-58,58-6,6-0,0-21,21-24,24-23,23-19
100 19 1 100-102,102-101,101-67,67-65,65-106,106-104,104-80,80-81,81-87,87-57,57-60,60-78,78-22,22-19
100 19 2 100-102,102-101,101-67,67-65,65-106,106-107,107-108,108-109,109-82,82-79,79-24,24-23,23-19
63 105 0 63-64,64-1,1-103,103-102,102-100,100-59,59-58,58-105
63 105 1 63-106,106-65,65-67,67-99,99-66,66-113,113-53,53-15,15-9,9-14,14-35,35-36,36-33,33-34,34-39,39-40,40-105
63 105 2 63-64,64-1,1-103,103-11,11-100,100-59,59-58,58-105
29 9 0 29-30,30-93,93-4,4-3,3-2,2-90,90-94,94-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9
29 9 1 29-25,25-95,95-97,97-96,96-22,22-78,78-60,60-57,57-87,87-81,81-80,80-104,104-106,106-65,65-67,67-99,99-66,66-113,113-53,53-15,15-9
29 9 2 29-25,25-94,94-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9
90 9 0 90-94,94-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9
90 9 1 90-2,2-3,3-4,4-93,93-30,30-29,29-25,25-95,95-97,97-96,96-22,22-78,78-60,60-57,57-87,87-81,81-80,80-104,104-106,106-65,65-67,67-99,99-66,66-113,113-53,53-15,15-9
90 9 2 90-94,94-25,25-95,95-97,97-96,96-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9
19 15 0 19-22,22-96,96-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15
19 15 1 19-23,23-24,24-79,79-82,82-109,109-108,108-107,107-106,106-65,65-67,67-99,99-66,66-113,113-53,53-15
19 15 2 19-22,22-96,96-97,97-95,95-25,25-94,94-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15
5 32 0 5-91,91-96,96-22,22-19,19-23,23-24,24-21,21-0,0-6,6-58,58-16,16-32
5 32 1 5-83,83-52,52-7,7-8,8-14,14-35,35-36,36-33,33-34,34-39,39-40,40-37,37-38,38-31,31-20,20-32
5 32 2 5-83,83-52,52-7,7-8,8-14,14-35,35-36,36-33,33-34,34-39,39-40,40-105,105-58,58-16,16-32
62 83 0 62-86,86-68,68-69,69-99,99-66,66-113,113-53,53-15,15-9,9-14,14-8,8-7,7-52,52-83
62 83 1 62-61,61-67,67-65,65-106,106-104,104-80,80-81,81-87,87-57,57-60,60-78,78-22,22-96,96-91,91-5,5-83
62 83 2 62-61,61-67,67-99,99-66,66-113,113-53,53-15,15-9,9-14,14-8,8-7,7-52,52-83
9 37 0 9-14,14-35,35-36,36-33,33-34,34-39,39-40,40-37
9 37 1 9-15,15-53,53-113,113-66,66-99,99-67,67-101,101-102,102-100,100-59,59-58,58-16,16-32,32-20,20-31,31-38,38-37
9 37 2 9-15,15-53,53-113,113-66,66-99,99-67,67-101,101-102,102-100,100-59,59-58,58-105,105-40,40-37
66 14 0 66-113,113-53,53-15,15-9,9-14
66 14 1 66-99,99-67,67-101,101-102,102-100,100-59,59-58,58-105,105-40,40-39,39-34,34-33,33-36,36-35,35-14
66 14 2 66-99,99-69,69-46,46-47,47-98,98-54,54-113,113-53,53-15,15-9,9-14
86 53 0 86-68,68-69,69-99,99-66,66-113,113-53
86 53 1 86-62,62-61,61-67,67-101,101-102,102-100,100-59,59-58,58-105,105-40,40-39,39-34,34-33,33-36,36-35,35-14,14-9,9-15,15-53
86 53 2 86-62,62-61,61-67,67-99,99-66,66-113,113-53
52 77 0 52-83,83-5,5-91,91-96,96-22,22-78,78-60,60-57,57-87,87-81,81-80,80-104,104-106,106-65,65-67,67-61,61-77
52 77 1 52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-54,54-98,98-45,45-44,44-71,71-70,70-73,73-18,18-72,72-75,75-74,74-85,85-76,76-77
52 77 2 52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-66,66-99,99-67,67-61,61-77
109 108 0 109-108
109 108 1 109-110,110-111,111-80,80-104,104-106,106-107,107-108
109 108 2 109-110,110-87,87-81,81-80,80-104,104-106,106-107,107-108
56 8 0 56-49,49-50,50-51,51-88,88-52,52-7,7-8
56 8 1 56-89,89-55,55-53,53-15,15-9,9-14,14-8
56 8 2 56-89,89-55,55-53,53-113,113-66,66-99,99-67,67-101,101-102,102-100,100-59,59-58,58-105,105-40,40-39,39-34,34-33,33-36,36-35,35-14,14-8
113 105 0 113-66,66-99,99-67,67-101,101-102,102-100,100-59,59-58,58-105
113 105 1 113-53,53-15,15-9,9-14,14-35,35-36,36-33,33-34,34-39,39-40,40-105
113 105 2 113-66,66-99,99-67,67-101,101-12,12-13,13-10,10-100,100-59,59-58,58-105
42 39 0 42-43,43-44,44-45,45-98,98-54,54-113,113-53,53-15,15-9,9-14,14-35,35-36,36-33,33-34,34-39
42 39 1 42-84,84-41,41-48,48-17,17-72,72-75,75-74,74-85,85-76,76-77,77-61,61-67,67-101,101-102,102-100,100-59,59-58,58-105,105-40,40-39
42 39 2 42-84,84-112,112-44,44-45,45-98,98-54,54-113,113-53,53-15,15-9,9-14,14-35,35-36,36-33,33-34,34-39
62 34 0 62-61,61-67,67-101,101-102,102-100,100-59,59-58,58-105,105-40,40-39,39-34
62 34 1 62-86,86-68,68-69,69-99,99-66,66-113,113-53,53-15,15-9,9-14,14-35,35-36,36-33,33-34
62 34 2 62-61,61-67,67-99,99-66,66-113,113-53,53-15,15-9,9-14,14-35,35-36,36-33,33-34
18 60 0 18-72,72-75,75-74,74-85,85-76,76-77,77-61,61-67,67-65,65-106,106-104,104-80,80-81,81-87,87-57,57-60
18 60 1 18-73,73-70,70-71,71-44,44-45,45-98,98-54,54-113,113-53,53-15,15-9,9-14,14-8,8-7,7-52,52-83,83-5,5-91,91-96,96-22,22-78,78-60
18 60 2 18-72,72-75,75-74,74-85,85-76,76-77,77-61,61-67,67-65,65-106,106-107,107-108,108-109,109-110,110-87,87-57,57-60
112 62 0 112-44,44-45,45-98,98-47,47-46,46-69,69-68,68-86,86-62
112 62 1 112-84,84-41,41-48,48-17,17-72,72-75,75-74,74-85,85-76,76-77,77-61,61-62
112 62 2 112-44,44-45,45-98,98-54,54-113,113-66,66-99,99-67,67-61,61-62
38 59 0 38-31,31-20,20-32,32-16,16-58,58-59
38 59 1 38-37,37-40,40-39,39-34,34-33,33-36,36-35,35-14,14-9,9-15,15-53,53-113,113-66,66-99,99-67,67-101,101-102,102-100,100-59
38 59 2 38-37,37-40,40-105,105-58,58-59
95 62 0 95-97,97-96,96-22,22-78,78-60,60-57,57-87,87-81,81-80,80-104,104-106,106-65,65-67,67-61,61-62
95 62 1 95-25,25-94,94-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-66,66-99,99-69,69-68,68-86,86-62
95 62 2 95-97,97-96,96-22,22-19,19-23,23-24,24-79,79-82,82-109,109-108,108-107,107-106,106-65,65-67,67-61,61-62
99 59 0 99-67,67-101,101-102,102-100,100-59
99 59 1 99-66,66-113,113-53,53-15,15-9,9-14,14-35,35-36,36-33,33-34,34-39,39-40,40-105,105-58,58-59
99 59 2 99-67,67-101,101-12,12-13,13-10,10-100,100-59
28 101 0 28-25,25-95,95-97,97-96,96-22,22-19,19-23,23-24,24-21,21-0,0-6,6-58,58-59,59-100,100-102,102-101
28 101 1 28-27,27-26,26-25,25-94,94-91,91-5,5-83,83-52,52-7,7-8,8-14,14-9,9-15,15-53,53-113,113-66,66-99,99-67,67-101
