s t k edges
0 28 0 0-3,3-2,2-23,23-22,22-31,31-29,29-28
0 28 1 0-1,1-6,6-12,12-18,18-24,24-25,25-26,26-27,27-28
0 28 2 0-1,1-6,6-12,12-10,10-11,11-31,31-29,29-28
24 9 0 24-18,18-19,19-20,20-13,13-17,17-9
24 9 1 24-25,25-26,26-30,30-31,31-11,11-10,10-12,12-6,6-8,8-9
24 9 2 24-18,18-12,12-6,6-8,8-9
12 20 0 12-18,18-19,19-20
12 20 1 12-6,6-8,8-9,9-17,17-13,13-20
12 20 2 12-6,6-8,8-9,9-17,17-16,16-15,15-14,14-21,21-20
27 20 0 27-26,26-25,25-24,24-18,18-19,19-20
27 20 1 27-28,28-29,29-31,31-11,11-10,10-12,12-6,6-8,8-9,9-17,17-13,13-20
27 20 2 27-28,28-29,29-31,31-11,11-10,10-12,12-18,18-19,19-20
1 25 0 1-6,6-12,12-18,18-24,24-25
1 25 1 1-0,0-3,3-2,2-23,23-22,22-31,31-30,30-26,26-25
1 25 2 1-6,6-12,12-10,10-11,11-31,31-30,30-26,26-25
25 4 0 25-24,24-18,18-12,12-6,6-5,5-4
25 4 1 25-26,26-30,30-31,31-22,22-23,23-2,2-3,3-0,0-1,1-6,6-7,7-4
25 4 2 25-24,24-18,18-12,12-6,6-7,7-4
13 25 0 13-20,20-19,19-18,18-24,24-25
13 25 1 13-17,17-9,9-8,8-6,6-12,12-10,10-11,11-31,31-30,30-26,26-25
13 25 2 13-17,17-9,9-8,8-6,6-12,12-18,18-24,24-25
28 23 0 28-29,29-31,31-22,22-23
28 23 1 28-27,27-26,26-25,25-24,24-18,18-12,12-6,6-1,1-0,0-3,3-2,2-23
28 23 2 28-27,27-26,26-30,30-31,31-22,22-23
2 30 0 2-23,23-22,22-31,31-30
2 30 1 2-3,3-0,0-1,1-6,6-12,12-18,18-24,24-25,25-26,26-30
2 30 2 2-23,23-22,22-31,31-29,29-28,28-27,27-26,26-30
26 3 0 26-30,30-31,31-22,22-23,23-2,2-3
26 3 1 26-25,25-24,24-18,18-12,12-6,6-1,1-0,0-3
26 3 2 26-27,27-28,28-29,29-31,31-22,22-23,23-2,2-3
29 22 0 29-31,31-22
29 22 1 29-28,28-27,27-26,26-25,25-24,24-18,18-12,12-6,6-1,1-0,0-3,3-2,2-23,23-22
29 22 2 29-28,28-27,27-26,26-30,30-31,31-22
3 31 0 3-2,2-23,23-22,22-31
3 31 1 3-0,0-1,1-6,6-12,12-10,10-11,11-31
3 31 2 3-0,0-1,1-6,6-12,12-18,18-24,24-25,25-26,26-30,30-31
27 10 0 27-28,28-29,29-31,31-11,11-10
27 10 1 27-26,26-25,25-24,24-18,18-12,12-10
27 10 2 27-26,26-30,30-31,31-11,11-10
30 5 0 30-26,26-25,25-24,24-18,18-12,12-6,6-5
30 5 1 30-31,31-22,22-23,23-2,2-3,3-0,0-1,1-6,6-7,7-4,4-5
30 5 2 30-31,31-11,11-10,10-12,12-6,6-5
4 24 0 4-5,5-6,6-12,12-18,18-24
4 24 1 4-7,7-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-30,30-26,26-25,25-24
4 24 2 4-7,7-6,6-12,12-18,18-24
28 13 0 28-27,27-26,26-25,25-24,24-18,18-19,19-20,20-13
28 13 1 28-29,29-31,31-11,11-10,10-12,12-6,6-8,8-9,9-17,17-13
28 13 2 28-29,29-31,31-11,11-10,10-12,12-18,18-19,19-20,20-13
31 0 0 31-22,22-23,23-2,2-3,3-0
31 0 1 31-11,11-10,10-12,12-6,6-1,1-0
31 0 2 31-30,30-26,26-25,25-24,24-18,18-12,12-6,6-1,1-0
5 29 0 5-6,6-12,12-18,18-24,24-25,25-26,26-27,27-28,28-29
5 29 1 5-4,4-7,7-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-29
5 29 2 5-6,6-12,12-10,10-11,11-31,31-29
20 27 0 20-19,19-18,18-24,24-25,25-26,26-27
20 27 1 20-13,13-17,17-9,9-8,8-6,6-12,12-10,10-11,11-31,31-29,29-28,28-27
20 27 2 20-19,19-18,18-12,12-10,10-11,11-31,31-30,30-26,26-27
16 11 0 16-17,17-9,9-8,8-6,6-12,12-10,10-11
16 11 1 16-15,15-14,14-21,21-20,20-19,19-18,18-24,24-25,25-26,26-30,30-31,31-11
16 11 2 16-17,17-13,13-20,20-19,19-18,18-12,12-10,10-11
6 18 0 6-12,12-18
6 18 1 6-8,8-9,9-17,17-13,13-20,20-19,19-18
6 18 2 6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-30,30-26,26-25,25-24,24-18
21 26 0 21-20,20-19,19-18,18-24,24-25,25-26
21 26 1 21-14,14-15,15-16,16-17,17-9,9-8,8-6,6-12,12-10,10-11,11-31,31-30,30-26
21 26 2 21-20,20-19,19-18,18-12,12-10,10-11,11-31,31-30,30-26
19 6 0 19-18,18-12,12-6
19 6 1 19-20,20-13,13-17,17-9,9-8,8-6
19 6 2 19-20,20-21,21-14,14-15,15-16,16-17,17-9,9-8,8-6
17 10 0 17-9,9-8,8-6,6-12,12-10
17 10 1 17-13,13-20,20-19,19-18,18-24,24-25,25-26,26-30,30-31,31-11,11-10
17 10 2 17-13,13-20,20-19,19-18,18-12,12-10
7 27 0 7-6,6-12,12-18,18-24,24-25,25-26,26-27
7 27 1 7-4,4-5,5-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-29,29-28,28-27
7 27 2 7-6,6-12,12-10,10-11,11-31,31-30,30-26,26-27
22 17 0 22-31,31-11,11-10,10-12,12-18,18-19,19-20,20-13,13-17
22 17 1 22-23,23-2,2-3,3-0,0-1,1-6,6-8,8-9,9-17
22 17 2 22-31,31-11,11-10,10-12,12-6,6-8,8-9,9-17
20 1 0 20-13,13-17,17-9,9-8,8-6,6-1
20 1 1 20-19,19-18,18-12,12-10,10-11,11-31,31-22,22-23,23-2,2-3,3-0,0-1
20 1 2 20-19,19-18,18-12,12-6,6-1
18 17 0 18-19,19-20,20-13,13-17
18 17 1 18-12,12-6,6-8,8-9,9-17
18 17 2 18-19,19-20,20-21,21-14,14-15,15-16,16-17
23 20 0 23-22,22-31,31-11,11-10,10-12,12-18,18-19,19-20
23 20 1 23-2,2-3,3-0,0-1,1-6,6-8,8-9,9-17,17-13,13-20
23 20 2 23-2,2-3,3-0,0-1,1-6,6-12,12-18,18-19,19-20
21 4 0 21-20,20-19,19-18,18-12,12-6,6-5,5-4
21 4 1 21-14,14-15,15-16,16-17,17-9,9-8,8-6,6-7,7-4
21 4 2 21-20,20-19,19-18,18-12,12-6,6-7,7-4
8 7 0 8-6,6-7
8 7 1 8-9,9-17,17-13,13-20,20-19,19-18,18-12,12-6,6-5,5-4,4-7
8 7 2 8-6,6-5,5-4,4-7
22 11 0 22-31,31-11
22 11 1 22-23,23-2,2-3,3-0,0-1,1-6,6-12,12-10,10-11
22 11 2 22-31,31-30,30-26,26-25,25-24,24-18,18-12,12-10,10-11
9 6 0 9-8,8-6
9 6 1 9-17,17-13,13-20,20-19,19-18,18-12,12-6
9 6 2 9-17,17-16,16-15,15-14,14-21,21-20,20-19,19-18,18-12,12-6
14 29 0 14-21,21-20,20-19,19-18,18-24,24-25,25-26,26-27,27-28,28-29
14 29 1 14-15,15-16,16-17,17-9,9-8,8-6,6-12,12-10,10-11,11-31,31-29
14 29 2 14-21,21-20,20-19,19-18,18-12,12-10,10-11,11-31,31-29
10 5 0 10-12,12-6,6-5
10 5 1 10-11,11-31,31-22,22-23,23-2,2-3,3-0,0-1,1-6,6-7,7-4,4-5
10 5 2 10-12,12-6,6-7,7-4,4-5
15 24 0 15-14,14-21,21-20,20-19,19-18,18-24
15 24 1 15-16,16-17,17-9,9-8,8-6,6-12,12-10,10-11,11-31,31-30,30-26,26-25,25-24
15 24 2 15-16,16-17,17-13,13-20,20-19,19-18,18-24
11 8 0 11-10,10-12,12-6,6-8
11 8 1 11-31,31-30,30-26,26-25,25-24,24-18,18-19,19-20,20-13,13-17,17-9,9-8
11 8 2 11-31,31-22,22-23,23-2,2-3,3-0,0-1,1-6,6-8
0 19 0 0-1,1-6,6-8,8-9,9-17,17-13,13-20,20-19
0 19 1 0-3,3-2,2-23,23-22,22-31,31-11,11-10,10-12,12-18,18-19
0 19 2 0-1,1-6,6-12,12-18,18-19
24 16 0 24-18,18-19,19-20,20-21,21-14,14-15,15-16
24 16 1 24-25,25-26,26-30,30-31,31-11,11-10,10-12,12-6,6-8,8-9,9-17,17-16
24 16 2 24-18,18-19,19-20,20-13,13-17,17-16
14 7 0 14-21,21-20,20-19,19-18,18-12,12-6,6-7
14 7 1 14-15,15-16,16-17,17-9,9-8,8-6,6-5,5-4,4-7
14 7 2 14-15,15-16,16-17,17-9,9-8,8-6,6-7
12 19 0 12-18,18-19
12 19 1 12-6,6-8,8-9,9-17,17-13,13-20,20-19
12 19 2 12-10,10-11,11-31,31-30,30-26,26-25,25-24,24-18,18-19
1 18 0 1-6,6-12,12-18
1 18 1 1-0,0-3,3-2,2-23,23-22,22-31,31-30,30-26,26-25,25-24,24-18
1 18 2 1-6,6-8,8-9,9-17,17-13,13-20,20-19,19-18
25 13 0 25-24,24-18,18-19,19-20,20-13
25 13 1 25-26,26-30,30-31,31-11,11-10,10-12,12-6,6-8,8-9,9-17,17-13
25 13 2 25-24,24-18,18-12,12-6,6-8,8-9,9-17,17-13
15 6 0 15-16,16-17,17-9,9-8,8-6
15 6 1 15-14,14-21,21-20,20-19,19-18,18-12,12-6
15 6 2 15-16,16-17,17-13,13-20,20-19,19-18,18-12,12-6
13 18 0 13-20,20-19,19-18
13 18 1 13-17,17-9,9-8,8-6,6-12,12-18
13 18 2 13-17,17-16,16-15,15-14,14-21,21-20,20-19,19-18
2 25 0 2-23,23-22,22-31,31-30,30-26,26-25
2 25 1 2-3,3-0,0-1,1-6,6-12,12-18,18-24,24-25
2 25 2 2-23,23-22,22-31,31-29,29-28,28-27,27-26,26-25
26 10 0 26-30,30-31,31-11,11-10
26 10 1 26-25,25-24,24-18,18-12,12-10
26 10 2 26-27,27-28,28-29,29-31,31-11,11-10
0 9 0 0-1,1-6,6-8,8-9
0 9 1 0-3,3-2,2-23,23-22,22-31,31-11,11-10,10-12,12-18,18-19,19-20,20-13,13-17,17-9
0 9 2 0-1,1-6,6-12,12-18,18-19,19-20,20-13,13-17,17-9
3 4 0 3-0,0-1,1-6,6-5,5-4
3 4 1 3-2,2-23,23-22,22-31,31-11,11-10,10-12,12-6,6-7,7-4
3 4 2 3-0,0-1,1-6,6-7,7-4
27 3 0 27-28,28-29,29-31,31-22,22-23,23-2,2-3
27 3 1 27-26,26-25,25-24,24-18,18-12,12-6,6-1,1-0,0-3
27 3 2 27-26,26-30,30-31,31-22,22-23,23-2,2-3
30 12 0 30-31,31-11,11-10,10-12
30 12 1 30-26,26-25,25-24,24-18,18-12
30 12 2 30-26,26-27,27-28,28-29,29-31,31-11,11-10,10-12
4 7 0 4-7
4 7 1 4-5,5-6,6-7
28 4 0 28-27,27-26,26-25,25-24,24-18,18-12,12-6,6-5,5-4
28 4 1 28-29,29-31,31-22,22-23,23-2,2-3,3-0,0-1,1-6,6-7,7-4
28 4 2 28-29,29-31,31-11,11-10,10-12,12-6,6-5,5-4
31 9 0 31-11,11-10,10-12,12-6,6-8,8-9
31 9 1 31-30,30-26,26-25,25-24,24-18,18-19,19-20,20-13,13-17,17-9
31 9 2 31-22,22-23,23-2,2-3,3-0,0-1,1-6,6-8,8-9
5 6 0 5-6
5 6 1 5-4,4-7,7-6
29 9 0 29-31,31-11,11-10,10-12,12-6,6-8,8-9
29 9 1 29-28,28-27,27-26,26-25,25-24,24-18,18-19,19-20,20-13,13-17,17-9
29 9 2 29-28,28-27,27-26,26-25,25-24,24-18,18-12,12-6,6-8,8-9
16 2 0 16-17,17-9,9-8,8-6,6-1,1-0,0-3,3-2
16 2 1 16-15,15-14,14-21,21-20,20-19,19-18,18-12,12-10,10-11,11-31,31-22,22-23,23-2
16 2 2 16-17,17-13,13-20,20-19,19-18,18-12,12-6,6-1,1-0,0-3,3-2
6 21 0 6-12,12-18,18-19,19-20,20-21
6 21 1 6-8,8-9,9-17,17-16,16-15,15-14,14-21
6 21 2 6-8,8-9,9-17,17-13,13-20,20-21
30 22 0 30-31,31-22
30 22 1 30-26,26-25,25-24,24-18,18-12,12-6,6-1,1-0,0-3,3-2,2-23,23-22
30 22 2 30-26,26-27,27-28,28-29,29-31,31-22
19 15 0 19-20,20-21,21-14,14-15
19 15 1 19-18,18-12,12-6,6-8,8-9,9-17,17-16,16-15
19 15 2 19-20,20-13,13-17,17-16,16-15
17 3 0 17-9,9-8,8-6,6-1,1-0,0-3
17 3 1 17-13,13-20,20-19,19-18,18-12,12-10,10-11,11-31,31-22,22-23,23-2,2-3
17 3 2 17-13,13-20,20-19,19-18,18-12,12-6,6-1,1-0,0-3
7 16 0 7-6,6-8,8-9,9-17,17-16
7 16 1 7-4,4-5,5-6,6-12,12-18,18-19,19-20,20-21,21-14,14-15,15-16
7 16 2 7-4,4-5,5-6,6-8,8-9,9-17,17-16
31 23 0 31-22,22-23
31 23 1 31-11,11-10,10-12,12-6,6-1,1-0,0-3,3-2,2-23
31 23 2 31-30,30-26,26-25,25-24,24-18,18-12,12-6,6-1,1-0,0-3,3-2,2-23
20 8 0 20-13,13-17,17-9,9-8
20 8 1 20-19,19-18,18-12,12-6,6-8
20 8 2 20-21,21-14,14-15,15-16,16-17,17-9,9-8
18 8 0 18-12,12-6,6-8
18 8 1 18-19,19-20,20-13,13-17,17-9,9-8
18 8 2 18-19,19-20,20-21,21-14,14-15,15-16,16-17,17-9,9-8
16 24 0 16-15,15-14,14-21,21-20,20-19,19-18,18-24
16 24 1 16-17,17-9,9-8,8-6,6-12,12-10,10-11,11-31,31-30,30-26,26-25,25-24
16 24 2 16-17,17-13,13-20,20-19,19-18,18-24
21 13 0 21-20,20-13
21 13 1 21-14,14-15,15-16,16-17,17-13
21 13 2 21-20,20-19,19-18,18-12,12-6,6-8,8-9,9-17,17-13
8 14 0 8-9,9-17,17-16,16-15,15-14
8 14 1 8-6,6-12,12-18,18-19,19-20,20-21,21-14
8 14 2 8-9,9-17,17-13,13-20,20-21,21-14
22 2 0 22-23,23-2
22 2 1 22-31,31-11,11-10,10-12,12-6,6-1,1-0,0-3,3-2
22 2 2 22-31,31-30,30-26,26-25,25-24,24-18,18-12,12-6,6-1,1-0,0-3,3-2
9 15 0 9-17,17-16,16-15
9 15 1 9-8,8-6,6-12,12-18,18-19,19-20,20-21,21-14,14-15
9 15 2 9-17,17-13,13-20,20-21,21-14,14-15
23 11 0 23-22,22-31,31-11
23 11 1 23-2,2-3,3-0,0-1,1-6,6-12,12-10,10-11
23 11 2 23-22,22-31,31-30,30-26,26-25,25-24,24-18,18-12,12-10,10-11
10 12 0 10-12
10 12 1 10-11,11-31,31-30,30-26,26-25,25-24,24-18,18-12
10 12 2 10-11,11-31,31-22,22-23,23-2,2-3,3-0,0-1,1-6,6-12
8 20 0 8-9,9-17,17-13,13-20
8 20 1 8-6,6-12,12-18,18-19,19-20
8 20 2 8-9,9-17,17-16,16-15,15-14,14-21,21-20
11 1 0 11-10,10-12,12-6,6-1
11 1 1 11-31,31-22,22-23,23-2,2-3,3-0,0-1
11 1 2 11-31,31-30,30-26,26-25,25-24,24-18,18-12,12-6,6-1
9 17 0 9-17
9 17 1 9-8,8-6,6-12,12-18,18-19,19-20,20-13,13-17
9 17 2 9-8,8-6,6-12,12-18,18-19,19-20,20-21,21-14,14-15,15-16,16-17
24 23 0 24-25,25-26,26-30,30-31,31-22,22-23
24 23 1 24-18,18-12,12-6,6-1,1-0,0-3,3-2,2-23
24 23 2 24-18,18-12,12-10,10-11,11-31,31-22,22-23
12 10 0 12-10
12 10 1 12-18,18-24,24-25,25-26,26-30,30-31,31-11,11-10
12 10 2 12-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-11,11-10
10 22 0 10-11,11-31,31-22
10 22 1 10-12,12-6,6-1,1-0,0-3,3-2,2-23,23-22
10 22 2 10-12,12-18,18-24,24-25,25-26,26-30,30-31,31-22
25 22 0 25-26,26-30,30-31,31-22
25 22 1 25-24,24-18,18-12,12-6,6-1,1-0,0-3,3-2,2-23,23-22
25 22 2 25-26,26-27,27-28,28-29,29-31,31-22
13 11 0 13-17,17-9,9-8,8-6,6-12,12-10,10-11
13 11 1 13-20,20-19,19-18,18-24,24-25,25-26,26-30,30-31,31-11
13 11 2 13-20,20-19,19-18,18-12,12-10,10-11
2 16 0 2-3,3-0,0-1,1-6,6-8,8-9,9-17,17-16
2 16 1 2-23,23-22,22-31,31-11,11-10,10-12,12-18,18-19,19-20,20-21,21-14,14-15,15-16
2 16 2 2-23,23-22,22-31,31-11,11-10,10-12,12-6,6-8,8-9,9-17,17-16
26 21 0 26-25,25-24,24-18,18-19,19-20,20-21
26 21 1 26-30,30-31,31-11,11-10,10-12,12-6,6-8,8-9,9-17,17-16,16-15,15-14,14-21
26 21 2 26-30,30-31,31-11,11-10,10-12,12-18,18-19,19-20,20-21
3 13 0 3-0,0-1,1-6,6-8,8-9,9-17,17-13
3 13 1 3-2,2-23,23-22,22-31,31-11,11-10,10-12,12-18,18-19,19-20,20-13
3 13 2 3-0,0-1,1-6,6-12,12-18,18-19,19-20,20-13
27 24 0 27-26,26-25,25-24
27 24 1 27-28,28-29,29-31,31-11,11-10,10-12,12-18,18-24
27 24 2 27-28,28-29,29-31,31-30,30-26,26-25,25-24
1 13 0 1-6,6-8,8-9,9-17,17-13
1 13 1 1-0,0-3,3-2,2-23,23-22,22-31,31-11,11-10,10-12,12-18,18-19,19-20,20-13
1 13 2 1-6,6-12,12-18,18-19,19-20,20-13
4 14 0 4-5,5-6,6-8,8-9,9-17,17-16,16-15,15-14
4 14 1 4-7,7-6,6-12,12-18,18-19,19-20,20-21,21-14
4 14 2 4-5,5-6,6-12,12-18,18-19,19-20,20-21,21-14
28 3 0 28-29,29-31,31-22,22-23,23-2,2-3
28 3 1 28-27,27-26,26-25,25-24,24-18,18-12,12-6,6-1,1-0,0-3
28 3 2 28-27,27-26,26-30,30-31,31-22,22-23,23-2,2-3
2 10 0 2-23,23-22,22-31,31-11,11-10
2 10 1 2-3,3-0,0-1,1-6,6-12,12-10
2 10 2 2-23,23-22,22-31,31-30,30-26,26-25,25-24,24-18,18-12,12-10
5 15 0 5-6,6-8,8-9,9-17,17-16,16-15
5 15 1 5-4,4-7,7-6,6-12,12-18,18-19,19-20,20-21,21-14,14-15
5 15 2 5-4,4-7,7-6,6-8,8-9,9-17,17-16,16-15
29 2 0 29-31,31-22,22-23,23-2
29 2 1 29-28,28-27,27-26,26-25,25-24,24-18,18-12,12-6,6-1,1-0,0-3,3-2
29 2 2 29-28,28-27,27-26,26-30,30-31,31-22,22-23,23-2
3 19 0 3-0,0-1,1-6,6-8,8-9,9-17,17-13,13-20,20-19
3 19 1 3-2,2-23,23-22,22-31,31-11,11-10,10-12,12-18,18-19
3 19 2 3-0,0-1,1-6,6-12,12-18,18-19
6 12 0 6-12
6 12 1 6-8,8-9,9-17,17-13,13-20,20-19,19-18,18-12
6 12 2 6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-11,11-10,10-12
30 25 0 30-26,26-25
30 25 1 30-31,31-11,11-10,10-12,12-18,18-24,24-25
30 25 2 30-31,31-29,29-28,28-27,27-26,26-25
4 20 0 4-5,5-6,6-12,12-18,18-19,19-20
4 20 1 4-7,7-6,6-8,8-9,9-17,17-13,13-20
4 20 2 4-7,7-6,6-12,12-18,18-19,19-20
19 20 0 19-20
19 20 1 19-18,18-12,12-6,6-8,8-9,9-17,17-13,13-20
19 20 2 19-18,18-12,12-6,6-8,8-9,9-17,17-16,16-15,15-14,14-21,21-20
17 4 0 17-9,9-8,8-6,6-5,5-4
17 4 1 17-13,13-20,20-19,19-18,18-12,12-6,6-7,7-4
17 4 2 17-9,9-8,8-6,6-7,7-4
7 9 0 7-6,6-8,8-9
7 9 1 7-4,4-5,5-6,6-12,12-18,18-19,19-20,20-13,13-17,17-9
7 9 2 7-4,4-5,5-6,6-8,8-9
31 28 0 31-29,29-28
31 28 1 31-30,30-26,26-27,27-28
31 28 2 31-11,11-10,10-12,12-18,18-24,24-25,25-26,26-27,27-28
20 23 0 20-19,19-18,18-12,12-10,10-11,11-31,31-22,22-23
20 23 1 20-13,13-17,17-9,9-8,8-6,6-1,1-0,0-3,3-2,2-23
20 23 2 20-19,19-18,18-24,24-25,25-26,26-30,30-31,31-22,22-23
18 3 0 18-12,12-6,6-1,1-0,0-3
18 3 1 18-24,24-25,25-26,26-30,30-31,31-22,22-23,23-2,2-3
18 3 2 18-12,12-10,10-11,11-31,31-22,22-23,23-2,2-3
16 31 0 16-17,17-9,9-8,8-6,6-12,12-10,10-11,11-31
16 31 1 16-15,15-14,14-21,21-20,20-19,19-18,18-24,24-25,25-26,26-30,30-31
16 31 2 16-17,17-13,13-20,20-19,19-18,18-12,12-10,10-11,11-31
21 22 0 21-20,20-19,19-18,18-12,12-10,10-11,11-31,31-22
21 22 1 21-14,14-15,15-16,16-17,17-9,9-8,8-6,6-1,1-0,0-3,3-2,2-23,23-22
21 22 2 21-20,20-19,19-18,18-24,24-25,25-26,26-30,30-31,31-22
17 30 0 17-9,9-8,8-6,6-12,12-10,10-11,11-31,31-30
17 30 1 17-13,13-20,20-19,19-18,18-24,24-25,25-26,26-30
17 30 2 17-9,9-8,8-6,6-12,12-18,18-24,24-25,25-26,26-30
22 5 0 22-31,31-11,11-10,10-12,12-6,6-5
22 5 1 22-23,23-2,2-3,3-0,0-1,1-6,6-7,7-4,4-5
22 5 2 22-23,23-2,2-3,3-0,0-1,1-6,6-5
18 29 0 18-12,12-10,10-11,11-31,31-29
18 29 1 18-24,24-25,25-26,26-27,27-28,28-29
18 29 2 18-24,24-25,25-26,26-30,30-31,31-29
23 0 0 23-2,2-3,3-0
23 0 1 23-22,22-31,31-11,11-10,10-12,12-6,6-1,1-0
23 0 2 23-22,22-31,31-30,30-26,26-25,25-24,24-18,18-12,12-6,6-1,1-0
8 27 0 8-6,6-12,12-10,10-11,11-31,31-29,29-28,28-27
8 27 1 8-9,9-17,17-13,13-20,20-19,19-18,18-24,24-25,25-26,26-27
8 27 2 8-6,6-12,12-18,18-24,24-25,25-26,26-27
11 6 0 11-10,10-12,12-6
11 6 1 11-31,31-22,22-23,23-2,2-3,3-0,0-1,1-6
11 6 2 11-31,31-30,30-26,26-25,25-24,24-18,18-12,12-6
9 26 0 9-8,8-6,6-12,12-10,10-11,11-31,31-30,30-26
9 26 1 9-17,17-13,13-20,20-19,19-18,18-24,24-25,25-26
9 26 2 9-8,8-6,6-12,12-18,18-24,24-25,25-26
24 30 0 24-25,25-26,26-30
24 30 1 24-18,18-12,12-10,10-11,11-31,31-30
24 30 2 24-25,25-26,26-27,27-28,28-29,29-31,31-30
14 17 0 14-15,15-16,16-17
14 17 1 14-21,21-20,20-13,13-17
14 17 2 14-21,21-20,20-19,19-18,18-12,12-6,6-8,8-9,9-17
12 1 0 12-6,6-1
12 1 1 12-10,10-11,11-31,31-22,22-23,23-2,2-3,3-0,0-1
12 1 2 12-18,18-19,19-20,20-13,13-17,17-9,9-8,8-6,6-1
10 17 0 10-12,12-6,6-8,8-9,9-17
10 17 1 10-11,11-31,31-30,30-26,26-25,25-24,24-18,18-19,19-20,20-13,13-17
10 17 2 10-12,12-18,18-19,19-20,20-13,13-17
25 31 0 25-26,26-30,30-31
25 31 1 25-24,24-18,18-12,12-10,10-11,11-31
25 31 2 25-26,26-27,27-28,28-29,29-31
15 20 0 15-14,14-21,21-20
15 20 1 15-16,16-17,17-13,13-20
15 20 2 15-16,16-17,17-9,9-8,8-6,6-12,12-18,18-19,19-20
13 4 0 13-17,17-9,9-8,8-6,6-5,5-4
13 4 1 13-20,20-19,19-18,18-12,12-6,6-7,7-4
13 4 2 13-17,17-9,9-8,8-6,6-7,7-4
11 28 0 11-31,31-29,29-28
11 28 1 11-10,10-12,12-18,18-24,24-25,25-26,26-27,27-28
11 28 2 11-31,31-30,30-26,26-27,27-28
26 28 0 26-27,27-28
26 28 1 26-30,30-31,31-29,29-28
26 28 2 26-25,25-24,24-18,18-12,12-10,10-11,11-31,31-29,29-28
0 7 0 0-1,1-6,6-7
0 7 1 0-3,3-2,2-23,23-22,22-31,31-11,11-10,10-12,12-6,6-5,5-4,4-7
0 7 2 0-1,1-6,6-5,5-4,4-7
24 4 0 24-18,18-12,12-6,6-5,5-4
24 4 1 24-25,25-26,26-30,30-31,31-22,22-23,23-2,2-3,3-0,0-1,1-6,6-7,7-4
24 4 2 24-18,18-12,12-6,6-7,7-4
12 31 0 12-10,10-11,11-31
12 31 1 12-18,18-24,24-25,25-26,26-30,30-31
12 31 2 12-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31
27 17 0 27-26,26-25,25-24,24-18,18-19,19-20,20-13,13-17
27 17 1 27-28,28-29,29-31,31-11,11-10,10-12,12-6,6-8,8-9,9-17
27 17 2 27-26,26-25,25-24,24-18,18-12,12-6,6-8,8-9,9-17
1 6 0 1-6
1 6 1 1-0,0-3,3-2,2-23,23-22,22-31,31-11,11-10,10-12,12-6
1 6 2 1-0,0-3,3-2,2-23,23-22,22-31,31-30,30-26,26-25,25-24,24-18,18-12,12-6
25 1 0 25-24,24-18,18-12,12-6,6-1
25 1 1 25-26,26-30,30-31,31-22,22-23,23-2,2-3,3-0,0-1
25 1 2 25-26,26-30,30-31,31-11,11-10,10-12,12-6,6-1
13 30 0 13-20,20-19,19-18,18-24,24-25,25-26,26-30
13 30 1 13-17,17-9,9-8,8-6,6-12,12-10,10-11,11-31,31-30
13 30 2 13-20,20-19,19-18,18-12,12-10,10-11,11-31,31-30
28 26 0 28-27,27-26
28 26 1 28-29,29-31,31-30,30-26
28 26 2 28-29,29-31,31-11,11-10,10-12,12-18,18-24,24-25,25-26
2 5 0 2-3,3-0,0-1,1-6,6-5
2 5 1 2-23,23-22,22-31,31-11,11-10,10-12,12-6,6-7,7-4,4-5
2 5 2 2-3,3-0,0-1,1-6,6-7,7-4,4-5
26 6 0 26-30,30-31,31-11,11-10,10-12,12-6
26 6 1 26-25,25-24,24-18,18-19,19-20,20-13,13-17,17-9,9-8,8-6
26 6 2 26-27,27-28,28-29,29-31,31-22,22-23,23-2,2-3,3-0,0-1,1-6
5 8 0 5-6,6-8
5 8 1 5-4,4-7,7-6,6-12,12-18,18-19,19-20,20-13,13-17,17-9,9-8
5 8 2 5-4,4-7,7-6,6-8
29 27 0 29-28,28-27
29 27 1 29-31,31-30,30-26,26-27
29 27 2 29-31,31-11,11-10,10-12,12-18,18-24,24-25,25-26,26-27
3 24 0 3-0,0-1,1-6,6-12,12-18,18-24
3 24 1 3-2,2-23,23-22,22-31,31-30,30-26,26-25,25-24
3 24 2 3-2,2-23,23-22,22-31,31-11,11-10,10-12,12-18,18-24
6 7 0 6-7
6 7 1 6-5,5-4,4-7
30 0 0 30-31,31-22,22-23,23-2,2-3,3-0
30 0 1 30-26,26-25,25-24,24-18,18-12,12-6,6-1,1-0
30 0 2 30-31,31-11,11-10,10-12,12-6,6-1,1-0
4 19 0 4-5,5-6,6-12,12-18,18-19
4 19 1 4-7,7-6,6-8,8-9,9-17,17-13,13-20,20-19
4 19 2 4-7,7-6,6-12,12-18,18-19
19 29 0 19-18,18-24,24-25,25-26,26-27,27-28,28-29
19 29 1 19-20,20-13,13-17,17-9,9-8,8-6,6-12,12-10,10-11,11-31,31-29
19 29 2 19-18,18-12,12-10,10-11,11-31,31-29
7 6 0 7-6
7 6 1 7-4,4-5,5-6
31 5 0 31-11,11-10,10-12,12-6,6-5
