s t k edges
4 8 1 4-5,5-8
4 8 2 4-20,20-24,24-8
2 8 0 2-20,20-8
2 8 1 2-5,5-8
2 8 2 2-20,20-24,24-8
5 13 0 5-24,24-13
5 13 1 5-12,12-13
5 13 2 5-24,24-12,12-13
3 21 0 3-20,20-21
3 21 1 3-5,5-12,12-22,22-21
3 21 2 3-5,5-20,20-21
6 2 0 6-20,20-2
6 2 1 6-5,5-2
6 2 2 6-20,20-5,5-2
4 22 0 4-20,20-21,21-22
4 22 1 4-5,5-12,12-22
4 22 2 4-20,20-12,12-22
19 22 0 19-20,20-21,21-22
19 22 1 19-5,5-12,12-22
19 22 2 19-20,20-12,12-22
7 11 0 7-20,20-12,12-11
7 11 1 7-5,5-24,24-11
7 11 2 7-20,20-24,24-11
5 23 0 5-8,8-23
5 23 1 5-20,20-23
5 23 2 5-8,8-20,20-23
20 17 0 20-16,16-17
20 17 1 20-5,5-15,15-17
20 17 2 20-16,16-15,15-17
18 1 0 18-20,20-1
18 1 1 18-5,5-1
18 1 2 18-20,20-5,5-1
16 17 0 16-17
16 17 1 16-15,15-17
16 17 2 16-9,9-15,15-17
21 20 0 21-20
21 20 1 21-22,22-12,12-20
21 20 2 21-22,22-12,12-5,5-20
23 2 0 23-20,20-2
23 2 1 23-8,8-5,5-2
23 2 2 23-8,8-20,20-2
9 24 0 9-15,15-24
9 24 1 9-16,16-20,20-24
9 24 2 9-14,14-15,15-5,5-24
14 23 0 14-16,16-20,20-23
14 23 1 14-15,15-5,5-8,8-23
14 23 2 14-9,9-16,16-20,20-23
12 3 0 12-20,20-3
12 3 1 12-5,5-3
12 3 2 12-20,20-5,5-3
15 22 0 15-5,5-12,12-22
15 22 1 15-24,24-20,20-21,21-22
15 22 2 15-24,24-12,12-22
13 2 0 13-24,24-5,5-2
13 2 1 13-12,12-20,20-2
13 2 2 13-24,24-20,20-2
0 25 0 0-20,20-12,12-25
0 25 1 0-5,5-24,24-25
0 25 2 0-20,20-24,24-25
24 6 0 24-6
24 6 1 24-20,20-6
24 6 2 24-5,5-6
12 25 0 12-25
12 25 1 12-24,24-25
12 25 2 12-5,5-24,24-25
1 4 0 1-20,20-4
1 4 1 1-5,5-4
1 4 2 1-20,20-5,5-4
25 7 0 25-24,24-5,5-7
25 7 1 25-12,12-20,20-7
25 7 2 25-24,24-20,20-7
2 3 0 2-20,20-3
2 3 1 2-5,5-3
2 3 2 2-20,20-5,5-3
26 4 0 26-24,24-5,5-4
26 4 1 26-12,12-20,20-4
26 4 2 26-24,24-20,20-4
3 26 0 3-20,20-24,24-26
3 26 1 3-5,5-12,12-26
3 26 2 3-20,20-12,12-26
6 5 0 6-5
6 5 1 6-24,24-5
6 5 2 6-20,20-5
7 0 0 7-20,20-0
7 0 1 7-5,5-0
7 0 2 7-20,20-5,5-0
5 16 0 5-20,20-16
5 16 1 5-15,15-16
5 16 2 5-24,24-15,15-10,10-16
20 24 0 20-24
20 24 1 20-12,12-24
20 24 2 20-6,6-24
16 8 0 16-20,20-8
16 8 1 16-15,15-24,24-8
16 8 2 16-10,10-15,15-5,5-8
19 5 0 19-5
19 5 1 19-20,20-5
19 5 2 19-20,20-0,0-5
17 21 0 17-16,16-20,20-21
17 21 1 17-15,15-5,5-12,12-22,22-21
17 21 2 17-15,15-5,5-20,20-21
22 18 0 22-12,12-5,5-18
22 18 1 22-21,21-20,20-18
22 18 2 22-12,12-20,20-18
20 6 0 20-6
20 6 1 20-24,24-6
20 6 2 20-5,5-6
21 7 0 21-20,20-7
21 7 1 21-22,22-12,12-5,5-7
21 7 2 21-20,20-5,5-7
8 4 0 8-20,20-4
8 4 1 8-5,5-4
8 4 2 8-20,20-5,5-4
9 1 0 9-16,16-20,20-1
9 1 1 9-15,15-5,5-1
9 1 2 9-16,16-15,15-5,5-1
10 6 0 10-16,16-20,20-6
10 6 1 10-15,15-24,24-6
10 6 2 10-14,14-15,15-5,5-6
11 23 0 11-24,24-8,8-23
11 23 1 11-12,12-20,20-23
11 23 2 11-24,24-20,20-23
0 16 0 0-20,20-16
0 16 1 0-5,5-15,15-16
0 16 2 0-5,5-20,20-16
24 13 0 24-13
24 13 1 24-12,12-13
24 13 2 24-5,5-12,12-13
14 0 0 14-16,16-20,20-0
14 0 1 14-15,15-5,5-0
14 0 2 14-16,16-15,15-5,5-0
12 16 0 12-20,20-16
12 16 1 12-24,24-15,15-16
12 16 2 12-5,5-15,15-14,14-16
25 8 0 25-24,24-8
25 8 1 25-12,12-20,20-8
25 8 2 25-12,12-24,24-8
15 5 0 15-5
15 5 1 15-24,24-5
15 5 2 15-16,16-20,20-5
13 21 0 13-24,24-20,20-21
13 21 1 13-12,12-22,22-21
13 21 2 13-12,12-20,20-21
2 26 0 2-20,20-12,12-26
2 26 1 2-5,5-24,24-26
2 26 2 2-20,20-24,24-26
26 15 0 26-24,24-15
26 15 1 26-12,12-5,5-15
26 15 2 26-24,24-5,5-15
5 25 0 5-24,24-25
5 25 1 5-12,12-25
5 25 2 5-24,24-12,12-25
16 15 0 16-15
16 15 1 16-9,9-15
16 15 2 16-10,10-15
6 22 0 6-20,20-21,21-22
6 22 1 6-5,5-12,12-22
6 22 2 6-24,24-12,12-22
19 10 0 19-20,20-16,16-10
19 10 1 19-5,5-15,15-10
19 10 2 19-20,20-5,5-15,15-10
17 14 0 17-16,16-14
17 14 1 17-15,15-14
17 14 2 17-16,16-9,9-14
7 23 0 7-20,20-23
7 23 1 7-5,5-8,8-23
7 23 2 7-20,20-8,8-23
22 21 0 22-21
22 21 1 22-12,12-20,20-21
22 21 2 22-12,12-5,5-20,20-21
20 13 0 20-24,24-13
20 13 1 20-12,12-13
20 13 2 20-24,24-12,12-13
18 13 0 18-20,20-24,24-13
18 13 1 18-5,5-12,12-13
18 13 2 18-20,20-12,12-13
23 16 0 23-20,20-16
23 16 1 23-8,8-24,24-15,15-16
23 16 2 23-8,8-20,20-16
21 0 0 21-20,20-0
21 0 1 21-22,22-12,12-5,5-0
21 0 2 21-20,20-5,5-0
8 11 0 8-24,24-11
8 11 1 8-5,5-12,12-11
8 11 2 8-5,5-24,24-11
22 15 0 22-12,12-5,5-15
22 15 1 22-21,21-20,20-24,24-15
22 15 2 22-12,12-24,24-15
9 10 0 9-16,16-10
9 10 1 9-14,14-10
9 10 2 9-15,15-10
23 14 0 23-20,20-16,16-14
23 14 1 23-8,8-24,24-15,15-14
23 14 2 23-20,20-5,5-15,15-14
10 1 0 10-16,16-20,20-1
10 1 1 10-15,15-5,5-1
10 1 2 10-16,16-15,15-5,5-1
8 17 0 8-24,24-15,15-17
8 17 1 8-20,20-16,16-17
8 17 2 8-5,5-15,15-17
11 12 0 11-12
11 12 1 11-24,24-12
11 12 2 11-24,24-5,5-12
0 23 0 0-20,20-23
0 23 1 0-5,5-8,8-23
0 23 2 0-20,20-8,8-23
24 20 0 24-20
24 20 1 24-12,12-20
24 20 2 24-5,5-20
14 11 0 14-15,15-24,24-11
14 11 1 14-16,16-20,20-12,12-11
14 11 2 14-16,16-15,15-24,24-11
12 15 0 12-24,24-15
12 15 1 12-5,5-15
12 15 2 12-20,20-16,16-15
1 22 0 1-20,20-21,21-22
1 22 1 1-5,5-12,12-22
1 22 2 1-20,20-12,12-22
25 17 0 25-24,24-15,15-17
25 17 1 25-12,12-20,20-16,16-17
25 17 2 25-24,24-20,20-16,16-17
15 2 0 15-5,5-2
15 2 1 15-24,24-20,20-2
15 2 2 15-16,16-20,20-2
13 14 0 13-24,24-15,15-14
13 14 1 13-12,12-20,20-16,16-14
13 14 2 13-24,24-20,20-16,16-14
2 21 0 2-20,20-21
2 21 1 2-5,5-12,12-22,22-21
2 21 2 2-5,5-20,20-21
26 22 0 26-12,12-22
26 22 1 26-24,24-20,20-21,21-22
26 22 2 26-24,24-12,12-22
0 13 0 0-20,20-24,24-13
0 13 1 0-5,5-12,12-13
0 13 2 0-20,20-12,12-13
3 8 0 3-20,20-8
3 8 1 3-5,5-8
3 8 2 3-20,20-24,24-8
1 8 0 1-20,20-8
1 8 1 1-5,5-8
1 8 2 1-20,20-24,24-8
4 3 0 4-20,20-3
4 3 1 4-5,5-3
4 3 2 4-20,20-5,5-3
2 15 0 2-5,5-15
2 15 1 2-20,20-24,24-15
2 15 2 2-20,20-5,5-15
5 2 0 5-2
5 2 1 5-20,20-2
5 2 2 5-0,0-20,20-2
16 6 0 16-20,20-6
16 6 1 16-15,15-24,24-6
16 6 2 16-10,10-15,15-5,5-6
6 9 0 6-24,24-15,15-9
6 9 1 6-20,20-16,16-9
6 9 2 6-5,5-15,15-14,14-9
17 7 0 17-16,16-20,20-7
17 7 1 17-15,15-5,5-7
17 7 2 17-16,16-15,15-5,5-7
7 12 0 7-20,20-12
7 12 1 7-5,5-12
7 12 2 7-5,5-20,20-12
18 4 0 18-20,20-4
18 4 1 18-5,5-4
18 4 2 18-20,20-5,5-4
21 9 0 21-20,20-16,16-9
21 9 1 21-22,22-12,12-5,5-15,15-9
21 9 2 21-20,20-5,5-15,15-9
17 25 0 17-15,15-24,24-25
17 25 1 17-16,16-20,20-12,12-25
17 25 2 17-16,16-15,15-24,24-25
22 6 0 22-12,12-24,24-6
22 6 1 22-21,21-20,20-6
22 6 2 22-12,12-5,5-6
23 7 0 23-20,20-7
23 7 1 23-8,8-5,5-7
23 7 2 23-8,8-20,20-7
10 8 0 10-16,16-20,20-8
10 8 1 10-15,15-24,24-8
10 8 2 10-14,14-15,15-5,5-8
8 24 0 8-24
8 24 1 8-20,20-24
8 24 2 8-5,5-24
11 5 0 11-24,24-5
11 5 1 11-12,12-5
11 5 2 11-12,12-20,20-5
9 21 0 9-16,16-20,20-21
9 21 1 9-15,15-5,5-12,12-22,22-21
9 21 2 9-15,15-5,5-20,20-21
14 18 0 14-16,16-20,20-18
14 18 1 14-15,15-5,5-18
14 18 2 14-16,16-15,15-5,5-18
12 6 0 12-24,24-6
12 6 1 12-20,20-6
12 6 2 12-5,5-6
10 18 0 10-16,16-20,20-18
10 18 1 10-15,15-5,5-18
10 18 2 10-16,16-15,15-5,5-18
25 26 0 25-24,24-26
25 26 1 25-12,12-26
25 26 2 25-24,24-12,12-26
15 11 0 15-24,24-11
15 11 1 15-5,5-12,12-11
15 11 2 15-5,5-24,24-11
13 7 0 13-24,24-5,5-7
13 7 1 13-12,12-20,20-7
13 7 2 13-24,24-20,20-7
26 17 0 26-24,24-15,15-17
26 17 1 26-12,12-20,20-16,16-17
26 17 2 26-24,24-20,20-16,16-17
0 4 0 0-20,20-4
0 4 1 0-5,5-4
0 4 2 0-20,20-5,5-4
24 1 0 24-20,20-1
24 1 1 24-5,5-1
24 1 2 24-20,20-5,5-1
4 10 0 4-20,20-16,16-10
4 10 1 4-5,5-15,15-10
4 10 2 4-20,20-5,5-15,15-10
2 6 0 2-20,20-6
2 6 1 2-5,5-6
2 6 2 2-20,20-24,24-6
5 11 0 5-24,24-11
5 11 1 5-12,12-11
5 11 2 5-24,24-12,12-11
3 23 0 3-20,20-23
3 23 1 3-5,5-8,8-23
3 23 2 3-20,20-8,8-23
6 0 0 6-20,20-0
6 0 1 6-5,5-0
6 0 2 6-20,20-5,5-0
4 16 0 4-20,20-16
4 16 1 4-5,5-15,15-16
4 16 2 4-5,5-20,20-16
19 24 0 19-20,20-24
19 24 1 19-5,5-24
19 24 2 19-5,5-6,6-24
7 5 0 7-5
7 5 1 7-20,20-5
7 5 2 7-20,20-0,0-5
5 21 0 5-20,20-21
5 21 1 5-12,12-22,22-21
5 21 2 5-0,0-20,20-21
20 19 0 20-19
20 19 1 20-5,5-19
20 19 2 20-0,0-5,5-19
16 19 0 16-20,20-19
16 19 1 16-15,15-5,5-19
16 19 2 16-20,20-5,5-19
6 26 0 6-24,24-26
6 26 1 6-5,5-12,12-26
6 26 2 6-20,20-12,12-26
21 18 0 21-20,20-18
21 18 1 21-22,22-12,12-5,5-18
21 18 2 21-20,20-5,5-18
17 18 0 17-16,16-20,20-18
17 18 1 17-15,15-5,5-18
17 18 2 17-16,16-15,15-5,5-18
22 25 0 22-12,12-25
22 25 1 22-21,21-20,20-24,24-25
22 25 2 22-12,12-24,24-25
18 25 0 18-20,20-24,24-25
18 25 1 18-5,5-12,12-25
18 25 2 18-20,20-12,12-25
14 21 0 14-16,16-20,20-21
14 21 1 14-15,15-5,5-12,12-22,22-21
14 21 2 14-9,9-16,16-20,20-21
15 16 0 15-16
15 16 1 15-10,10-16
15 16 2 15-14,14-16
13 0 0 13-24,24-5,5-0
13 0 1 13-12,12-20,20-0
13 0 2 13-24,24-20,20-0
11 16 0 11-24,24-15,15-16
11 16 1 11-12,12-20,20-16
11 16 2 11-24,24-20,20-16
26 24 0 26-24
26 24 1 26-12,12-24
26 24 2 26-12,12-5,5-24
24 8 0 24-8
24 8 1 24-20,20-8
24 8 2 24-5,5-8
1 26 0 1-20,20-24,24-26
1 26 1 1-5,5-12,12-26
1 26 2 1-20,20-12,12-26
25 5 0 25-24,24-5
25 5 1 25-12,12-5
25 5 2 25-12,12-20,20-5
13 26 0 13-24,24-26
13 26 1 13-12,12-26
13 26 2 13-24,24-12,12-26
2 1 0 2-20,20-1
2 1 1 2-5,5-1
2 1 2 2-20,20-5,5-1
26 2 0 26-24,24-5,5-2
26 2 1 26-12,12-20,20-2
26 2 2 26-24,24-20,20-2
7 2 0 7-20,20-2
7 2 1 7-5,5-2
7 2 2 7-20,20-5,5-2
20 26 0 20-24,24-26
20 26 1 20-12,12-26
20 26 2 20-24,24-12,12-26
16 10 0 16-10
16 10 1 16-14,14-10
16 10 2 16-15,15-10
19 7 0 19-20,20-7
19 7 1 19-5,5-7
19 7 2 19-20,20-5,5-7
17 11 0 17-15,15-24,24-11
17 11 1 17-16,16-20,20-12,12-11
17 11 2 17-16,16-15,15-24,24-11
7 24 0 7-20,20-24
7 24 1 7-5,5-24
7 24 2 7-5,5-6,6-24
22 16 0 22-21,21-20,20-16
22 16 1 22-12,12-5,5-15,15-16
22 16 2 22-12,12-20,20-16
20 0 0 20-0
20 0 1 20-5,5-0
20 0 2 20-1,1-5,5-0
18 16 0 18-20,20-16
18 16 1 18-5,5-15,15-16
18 16 2 18-5,5-20,20-16
23 21 0 23-20,20-21
23 21 1 23-8,8-20,20-12,12-22,22-21
23 21 2 23-8,8-20,20-21
21 5 0 21-20,20-5
21 5 1 21-22,22-12,12-5
21 5 2 21-20,20-0,0-5
8 6 0 8-24,24-6
8 6 1 8-20,20-6
8 6 2 8-5,5-6
22 10 0 22-12,12-5,5-15,15-10
22 10 1 22-21,21-20,20-16,16-10
22 10 2 22-12,12-20,20-16,16-10
9 7 0 9-16,16-20,20-7
9 7 1 9-15,15-5,5-7
9 7 2 9-16,16-15,15-5,5-7
10 4 0 10-16,16-20,20-4
10 4 1 10-15,15-5,5-4
10 4 2 10-16,16-15,15-5,5-4
15 25 0 15-24,24-25
15 25 1 15-5,5-12,12-25
15 25 2 15-5,5-24,24-25
11 9 0 11-24,24-15,15-9
11 9 1 11-12,12-20,20-16,16-9
11 9 2 11-24,24-20,20-16,16-9
0 18 0 0-20,20-18
0 18 1 0-5,5-18
0 18 2 0-20,20-5,5-18
24 15 0 24-15
24 15 1 24-5,5-15
24 15 2 24-20,20-16,16-15
14 6 0 14-16,16-20,20-6
14 6 1 14-15,15-24,24-6
14 6 2 14-9,9-15,15-5,5-6
12 18 0 12-20,20-18
12 18 1 12-5,5-18
12 18 2 12-20,20-5,5-18
1 19 0 1-20,20-19
1 19 1 1-5,5-19
1 19 2 1-20,20-5,5-19
25 14 0 25-24,24-15,15-14
25 14 1 25-12,12-20,20-16,16-14
25 14 2 25-24,24-20,20-16,16-14
15 7 0 15-5,5-7
15 7 1 15-24,24-20,20-7
15 7 2 15-16,16-20,20-7
13 19 0 13-24,24-5,5-19
13 19 1 13-12,12-20,20-19
13 19 2 13-24,24-20,20-19
2 24 0 2-20,20-24
2 24 1 2-5,5-24
2 24 2 2-5,5-6,6-24
26 13 0 26-24,24-13
26 13 1 26-12,12-13
26 13 2 26-24,24-12,12-13
0 8 0 0-20,20-8
0 8 1 0-5,5-8
0 8 2 0-20,20-24,24-8
3 5 0 3-5
3 5 1 3-20,20-5
3 5 2 3-20,20-0,0-5
4 6 0 4-20,20-6
4 6 1 4-5,5-6
4 6 2 4-20,20-24,24-6
5 7 0 5-7
5 7 1 5-20,20-7
5 7 2 5-0,0-20,20-7
16 1 0 16-20,20-1
16 1 1 16-15,15-5,5-1
16 1 2 16-20,20-5,5-1
6 20 0 6-20
6 20 1 6-24,24-20
6 20 2 6-5,5-20
19 12 0 19-20,20-12
19 12 1 19-5,5-12
19 12 2 19-5,5-20,20-12
17 12 0 17-16,16-20,20-12
17 12 1 17-15,15-5,5-12
17 12 2 17-15,15-24,24-12
7 17 0 7-20,20-16,16-17
7 17 1 7-5,5-15,15-17
7 17 2 7-20,20-5,5-15,15-17
20 15 0 20-24,24-15
20 15 1 20-16,16-15
20 15 2 20-5,5-15
18 11 0 18-20,20-24,24-11
18 11 1 18-5,5-12,12-11
18 11 2 18-20,20-12,12-11
23 18 0 23-20,20-18
23 18 1 23-8,8-5,5-18
23 18 2 23-8,8-20,20-18
21 14 0 21-20,20-16,16-14
21 14 1 21-22,22-12,12-5,5-15,15-14
21 14 2 21-20,20-5,5-15,15-14
8 13 0 8-24,24-13
8 13 1 8-5,5-12,12-13
8 13 2 8-5,5-24,24-13
22 13 0 22-12,12-13
22 13 1 22-21,21-20,20-24,24-13
22 13 2 22-12,12-24,24-13
9 8 0 9-16,16-20,20-8
9 8 1 9-15,15-24,24-8
9 8 2 9-14,14-15,15-5,5-8
23 8 0 23-8
23 8 1 23-20,20-8
23 8 2 23-20,20-24,24-8
10 15 0 10-15
10 15 1 10-16,16-15
10 15 2 10-14,14-15
8 19 0 8-20,20-19
8 19 1 8-5,5-19
8 19 2 8-20,20-5,5-19
11 14 0 11-24,24-15,15-14
11 14 1 11-12,12-20,20-16,16-14
11 14 2 11-24,24-20,20-16,16-14
9 18 0 9-16,16-20,20-18
9 18 1 9-15,15-5,5-18
9 18 2 9-16,16-15,15-5,5-18
24 22 0 24-12,12-22
24 22 1 24-20,20-21,21-22
24 22 2 24-5,5-12,12-22
14 9 0 14-9
14 9 1 14-16,16-9
14 9 2 14-15,15-9
12 9 0 12-24,24-15,15-9
12 9 1 12-20,20-16,16-9
12 9 2 12-5,5-15,15-14,14-9
1 20 0 1-20
1 20 1 1-5,5-20
1 20 2 1-5,5-0,0-20
25 23 0 25-24,24-8,8-23
25 23 1 25-12,12-20,20-23
25 23 2 25-24,24-20,20-23
15 12 0 15-24,24-12
15 12 1 15-5,5-12
15 12 2 15-16,16-20,20-12
13 12 0 13-12
13 12 1 13-24,24-12
13 12 2 13-24,24-5,5-12
2 19 0 2-20,20-19
2 19 1 2-5,5-19
2 19 2 2-20,20-5,5-19
26 20 0 26-24,24-20
26 20 1 26-12,12-20
26 20 2 26-12,12-5,5-20
0 15 0 0-5,5-15
0 15 1 0-20,20-16,16-15
0 15 2 0-20,20-5,5-15
3 10 0 3-20,20-16,16-10
3 10 1 3-5,5-15,15-10
3 10 2 3-20,20-5,5-15,15-10
1 14 0 1-20,20-16,16-14
1 14 1 1-5,5-15,15-14
1 14 2 1-20,20-5,5-15,15-14
4 13 0 4-20,20-12,12-13
4 13 1 4-5,5-24,24-13
4 13 2 4-20,20-24,24-13
2 13 0 2-20,20-12,12-13
2 13 1 2-5,5-24,24-13
2 13 2 2-20,20-24,24-13
5 0 0 5-0
5 0 1 5-20,20-0
5 0 2 5-1,1-20,20-0
3 16 0 3-20,20-16
3 16 1 3-5,5-15,15-16
3 16 2 3-5,5-20,20-16
6 15 0 6-24,24-15
6 15 1 6-5,5-15
6 15 2 6-20,20-16,16-15
19 21 0 19-20,20-21
19 21 1 19-5,5-12,12-22,22-21
19 21 2 19-5,5-20,20-21
17 5 0 17-15,15-5
17 5 1 17-16,16-20,20-5
17 5 2 17-16,16-15,15-5
7 14 0 7-20,20-16,16-14
7 14 1 7-5,5-15,15-14
7 14 2 7-20,20-5,5-15,15-14
20 22 0 20-12,12-22
20 22 1 20-21,21-22
20 22 2 20-5,5-12,12-22
18 2 0 18-20,20-2
18 2 1 18-5,5-2
18 2 2 18-20,20-5,5-2
21 23 0 21-20,20-23
21 23 1 21-22,22-12,12-20,20-8,8-23
21 23 2 21-20,20-8,8-23
22 4 0 22-12,12-5,5-4
22 4 1 22-21,21-20,20-4
22 4 2 22-12,12-20,20-4
23 1 0 23-20,20-1
23 1 1 23-8,8-5,5-1
23 1 2 23-8,8-20,20-1
8 26 0 8-24,24-26
8 26 1 8-5,5-12,12-26
8 26 2 8-5,5-24,24-26
11 7 0 11-24,24-20,20-7
11 7 1 11-12,12-5,5-7
11 7 2 11-24,24-5,5-7
14 16 0 14-16
14 16 1 14-10,10-16
14 16 2 14-15,15-16
12 0 0 12-20,20-0
12 0 1 12-5,5-0
12 0 2 12-20,20-5,5-0
10 16 0 10-16
10 16 1 10-14,14-16
10 16 2 10-15,15-16
25 24 0 25-24
25 24 1 25-12,12-24
25 24 2 25-12,12-5,5-24
15 21 0 15-24,24-20,20-21
15 21 1 15-5,5-12,12-22,22-21
15 21 2 15-5,5-20,20-21
13 5 0 13-24,24-5
13 5 1 13-12,12-5
13 5 2 13-12,12-20,20-5
0 6 0 0-20,20-6
0 6 1 0-5,5-6
0 6 2 0-20,20-24,24-6
24 3 0 24-20,20-3
24 3 1 24-5,5-3
24 3 2 24-20,20-5,5-3
1 7 0 1-20,20-7
1 7 1 1-5,5-7
1 7 2 1-20,20-5,5-7
25 2 0 25-24,24-5,5-2
25 2 1 25-12,12-20,20-2
25 2 2 25-24,24-20,20-2
2 4 0 2-20,20-4
2 4 1 2-5,5-4
2 4 2 2-20,20-5,5-4
5 9 0 5-15,15-9
5 9 1 5-20,20-16,16-9
5 9 2 5-24,24-15,15-14,14-9
3 25 0 3-20,20-24,24-25
3 25 1 3-5,5-12,12-25
3 25 2 3-20,20-12,12-25
4 18 0 4-20,20-18
4 18 1 4-5,5-18
4 18 2 4-20,20-5,5-18
19 26 0 19-20,20-24,24-26
19 26 1 19-5,5-12,12-26
19 26 2 19-20,20-12,12-26
5 19 0 5-19
5 19 1 5-20,20-19
5 19 2 5-0,0-20,20-19
16 21 0 16-20,20-21
16 21 1 16-15,15-5,5-12,12-22,22-21
16 21 2 16-15,15-5,5-20,20-21
6 24 0 6-24
6 24 1 6-20,20-24
6 24 2 6-5,5-24
21 16 0 21-20,20-16
21 16 1 21-22,22-12,12-5,5-15,15-16
21 16 2 21-22,22-12,12-20,20-16
19 0 0 19-20,20-0
19 0 1 19-5,5-0
19 0 2 19-20,20-5,5-0
17 16 0 17-16
17 16 1 17-15,15-16
17 16 2 17-15,15-9,9-16
18 23 0 18-20,20-23
18 23 1 18-5,5-8,8-23
18 23 2 18-20,20-8,8-23
8 1 0 8-20,20-1
8 1 1 8-5,5-1
8 1 2 8-20,20-5,5-1
15 18 0 15-5,5-18
15 18 1 15-24,24-20,20-18
15 18 2 15-16,16-20,20-18
11 18 0 11-24,24-20,20-18
11 18 1 11-12,12-5,5-18
11 18 2 11-24,24-5,5-18
24 10 0 24-15,15-10
24 10 1 24-20,20-16,16-10
24 10 2 24-5,5-15,15-14,14-10
12 21 0 12-20,20-21
12 21 1 12-22,22-21
12 21 2 12-5,5-20,20-21
1 24 0 1-20,20-24
1 24 1 1-5,5-24
1 24 2 1-5,5-6,6-24
25 11 0 25-24,24-11
25 11 1 25-12,12-11
25 11 2 25-24,24-12,12-11
13 24 0 13-24
13 24 1 13-12,12-24
13 24 2 13-12,12-5,5-24
26 0 0 26-24,24-5,5-0
26 0 1 26-12,12-20,20-0
26 0 2 26-24,24-20,20-0
4 25 0 4-20,20-12,12-25
4 25 1 4-5,5-24,24-25
4 25 2 4-20,20-24,24-25
16 12 0 16-20,20-12
16 12 1 16-15,15-24,24-12
16 12 2 16-10,10-15,15-5,5-12
6 19 0 6-20,20-19
6 19 1 6-5,5-19
6 19 2 6-20,20-5,5-19
21 25 0 21-20,20-24,24-25
21 25 1 21-22,22-12,12-25
21 25 2 21-20,20-12,12-25
19 9 0 19-20,20-16,16-9
19 9 1 19-5,5-15,15-9
19 9 2 19-20,20-5,5-15,15-9
17 9 0 17-16,16-9
17 9 1 17-15,15-9
17 9 2 17-16,16-14,14-9
7 26 0 7-20,20-12,12-26
7 26 1 7-5,5-24,24-26
7 26 2 7-20,20-24,24-26
20 2 0 20-2
20 2 1 20-5,5-2
20 2 2 20-0,0-5,5-2
18 14 0 18-20,20-16,16-14
18 14 1 18-5,5-15,15-14
18 14 2 18-20,20-5,5-15,15-14
21 3 0 21-20,20-3
21 3 1 21-22,22-12,12-5,5-3
21 3 2 21-20,20-5,5-3
22 8 0 22-12,12-5,5-8
22 8 1 22-21,21-20,20-8
22 8 2 22-12,12-24,24-8
9 5 0 9-15,15-5
9 5 1 9-16,16-20,20-5
9 5 2 9-14,14-15,15-24,24-5
23 13 0 23-8,8-24,24-13
23 13 1 23-20,20-12,12-13
23 13 2 23-20,20-24,24-13
10 2 0 10-16,16-20,20-2
10 2 1 10-15,15-5,5-2
10 2 2 10-16,16-15,15-5,5-2
0 20 0 0-20
0 20 1 0-5,5-20
0 20 2 0-5,5-1,1-20
24 17 0 24-15,15-17
24 17 1 24-20,20-16,16-17
24 17 2 24-15,15-16,16-17
14 4 0 14-16,16-20,20-4
14 4 1 14-15,15-5,5-4
14 4 2 14-16,16-15,15-5,5-4
1 17 0 1-20,20-16,16-17
1 17 1 1-5,5-15,15-17
1 17 2 1-20,20-5,5-15,15-17
25 12 0 25-12
25 12 1 25-24,24-12
25 12 2 25-24,24-5,5-12
15 1 0 15-5,5-1
15 1 1 15-24,24-20,20-1
15 1 2 15-16,16-20,20-1
13 17 0 13-24,24-15,15-17
13 17 1 13-12,12-20,20-16,16-17
13 17 2 13-24,24-20,20-16,16-17
2 22 0 2-20,20-21,21-22
2 22 1 2-5,5-12,12-22
2 22 2 2-20,20-12,12-22
26 11 0 26-24,24-11
26 11 1 26-12,12-11
26 11 2 26-24,24-12,12-11
0 10 0 0-20,20-16,16-10
0 10 1 0-5,5-15,15-10
0 10 2 0-20,20-5,5-15,15-10
3 7 0 3-20,20-7
3 7 1 3-5,5-7
3 7 2 3-20,20-5,5-7
1 11 0 1-20,20-24,24-11
1 11 1 1-5,5-12,12-11
1 11 2 1-20,20-12,12-11
4 0 0 4-20,20-0
4 0 1 4-5,5-0
4 0 2 4-20,20-5,5-0
16 3 0 16-20,20-3
16 3 1 16-15,15-5,5-3
16 3 2 16-20,20-5,5-3
6 10 0 6-24,24-15,15-10
6 10 1 6-20,20-16,16-10
6 10 2 6-5,5-15,15-14,14-10
19 14 0 19-20,20-16,16-14
19 14 1 19-5,5-15,15-14
19 14 2 19-20,20-5,5-15,15-14
17 2 0 17-16,16-20,20-2
17 2 1 17-15,15-5,5-2
17 2 2 17-16,16-15,15-5,5-2
7 19 0 7-20,20-19
7 19 1 7-5,5-19
7 19 2 7-20,20-5,5-19
20 9 0 20-16,16-9
20 9 1 20-24,24-15,15-9
20 9 2 20-5,5-15,15-14,14-9
18 9 0 18-20,20-16,16-9
18 9 1 18-5,5-15,15-9
18 9 2 18-20,20-5,5-15,15-9
16 25 0 16-20,20-12,12-25
16 25 1 16-15,15-24,24-25
16 25 2 16-20,20-24,24-25
21 12 0 21-20,20-12
21 12 1 21-22,22-12
21 12 2 21-20,20-5,5-12
8 15 0 8-24,24-15
8 15 1 8-5,5-15
8 15 2 8-20,20-16,16-15
22 3 0 22-12,12-5,5-3
22 3 1 22-21,21-20,20-3
22 3 2 22-12,12-20,20-3
9 14 0 9-14
9 14 1 9-16,16-14
