s t k edges
93 1 2 93-69,69-71,71-6,6-4,4-7,7-8,8-0,0-1
12 6 0 12-18,18-94,94-67,67-64,64-71,71-6
12 6 1 12-13,13-11,11-94,94-52,52-39,39-3,3-4,4-6
12 6 2 12-18,18-31,31-29,29-69,69-71,71-6
69 51 0 69-93,93-66,66-67,67-94,94-52,52-51
69 51 1 69-71,71-64,64-65,65-39,39-52,52-45,45-51
69 51 2 69-90,90-68,68-67,67-94,94-52,52-51
16 65 0 16-94,94-67,67-64,64-65
16 65 1 16-10,10-94,94-52,52-39,39-65
16 65 2 16-11,11-94,94-89,89-88,88-65
73 48 0 73-26,26-23,23-85,85-84,84-47,47-46,46-48
73 48 1 73-21,21-19,19-20,20-25,25-24,24-82,82-81,81-42,42-49,49-48
73 48 2 73-26,26-23,23-24,24-79,79-80,80-46,46-48
97 70 0 97-96,96-95,95-22,22-19,19-20,20-25,25-24,24-82,82-81,81-42,42-43,43-39,39-65,65-64,64-71,71-6,6-70
97 70 1 97-98,98-99,99-100,100-50,50-53,53-72,72-73,73-26,26-23,23-85,85-84,84-83,83-78,78-3,3-4,4-6,6-54,54-70
97 70 2 97-96,96-95,95-50,50-53,53-72,72-73,73-26,26-23,23-85,85-84,84-83,83-78,78-3,3-4,4-6,6-70
49 15 0 49-42,42-43,43-39,39-15
49 15 1 49-48,48-46,46-101,101-39,39-52,52-87,87-15
49 15 2 49-48,48-46,46-101,101-39,39-15
91 67 0 91-71,71-64,64-67
91 67 1 91-92,92-90,90-68,68-67
91 67 2 91-71,71-69,69-93,93-66,66-67
35 76 0 35-36,36-37,37-3,3-76
35 76 1 35-34,34-33,33-41,41-74,74-39,39-3,3-4,4-76
35 76 2 35-36,36-37,37-3,3-4,4-76
55 17 0 55-8,8-76,76-3,3-37,37-36,36-17
55 17 1 55-75,75-54,54-6,6-4,4-3,3-39,39-74,74-14,14-17
55 17 2 55-0,0-8,8-76,76-3,3-37,37-36,36-17
59 82 0 59-56,56-0,0-8,8-76,76-3,3-39,39-43,43-42,42-81,81-82
59 82 1 59-58,58-75,75-54,54-6,6-4,4-3,3-78,78-83,83-84,84-85,85-23,23-24,24-82
59 82 2 59-58,58-56,56-0,0-8,8-76,76-3,3-39,39-43,43-42,42-81,81-82
25 38 0 25-24,24-82,82-81,81-42,42-43,43-39,39-38
25 38 1 25-20,20-19,19-21,21-73,73-26,26-23,23-85,85-84,84-83,83-78,78-3,3-4,4-5,5-38
25 38 2 25-24,24-79,79-80,80-46,46-101,101-39,39-38
82 81 0 82-81
82 81 1 82-24,24-79,79-80,80-46,46-48,48-49,49-42,42-81
82 81 2 82-24,24-79,79-80,80-46,46-41,41-40,40-49,49-42,42-81
45 91 0 45-52,52-39,39-65,65-64,64-71,71-91
45 91 1 45-51,51-52,52-94,94-67,67-68,68-90,90-92,92-91
45 91 2 45-52,52-94,94-67,67-64,64-71,71-91
102 20 0 102-89,89-94,94-52,52-39,39-43,43-42,42-81,81-82,82-24,24-25,25-20
102 20 1 102-66,66-67,67-64,64-65,65-39,39-101,101-47,47-84,84-85,85-23,23-26,26-73,73-21,21-19,19-20
102 20 2 102-89,89-88,88-65,65-39,39-101,101-46,46-80,80-79,79-24,24-25,25-20
31 24 0 31-18,18-94,94-52,52-39,39-43,43-42,42-81,81-82,82-24
31 24 1 31-30,30-102,102-89,89-88,88-65,65-39,39-101,101-46,46-80,80-79,79-24
31 24 2 31-29,29-69,69-71,71-6,6-4,4-3,3-78,78-83,83-84,84-85,85-23,23-24
92 26 0 92-91,91-71,71-6,6-4,4-3,3-78,78-83,83-84,84-85,85-23,23-26
92 26 1 92-90,90-68,68-67,67-94,94-52,52-39,39-101,101-46,46-80,80-79,79-24,24-25,25-20,20-19,19-21,21-73,73-26
92 26 2 92-91,91-71,71-64,64-65,65-39,39-101,101-47,47-84,84-85,85-23,23-26
21 18 0 21-73,73-26,26-23,23-85,85-84,84-47,47-101,101-39,39-52,52-94,94-18
21 18 1 21-19,19-20,20-25,25-24,24-82,82-81,81-42,42-43,43-39,39-65,65-88,88-89,89-102,102-30,30-32,32-18
21 18 2 21-19,19-20,20-25,25-24,24-82,82-81,81-42,42-43,43-39,39-52,52-94,94-18
7 35 0 7-4,4-3,3-37,37-36,36-35
7 35 1 7-8,8-76,76-3,3-39,39-74,74-41,41-33,33-34,34-35
7 35 2 7-8,8-76,76-3,3-37,37-36,36-35
48 80 0 48-46,46-80
48 80 1 48-49,49-42,42-81,81-82,82-24,24-79,79-80
48 80 2 48-49,49-40,40-41,41-46,46-80
11 36 0 11-94,94-52,52-39,39-74,74-14,14-17,17-36
11 36 1 11-16,16-94,94-67,67-64,64-71,71-6,6-4,4-3,3-37,37-36
11 36 2 11-10,10-94,94-89,89-88,88-65,65-39,39-101,101-46,46-41,41-33,33-34,34-35,35-36
68 19 0 68-67,67-94,94-52,52-39,39-101,101-46,46-80,80-79,79-24,24-25,25-20,20-19
68 19 1 68-90,90-69,69-71,71-6,6-4,4-3,3-78,78-83,83-84,84-85,85-23,23-26,26-73,73-21,21-19
68 19 2 68-67,67-64,64-65,65-39,39-43,43-42,42-81,81-82,82-24,24-25,25-20,20-19
72 86 0 72-73,73-26,26-23,23-85,85-86
72 86 1 72-53,53-50,50-95,95-22,22-19,19-20,20-25,25-24,24-79,79-86
72 86 2 72-73,73-26,26-23,23-24,24-79,79-86
54 90 0 54-6,6-71,71-69,69-90
54 90 1 54-62,62-55,55-8,8-76,76-3,3-39,39-52,52-94,94-67,67-68,68-90
54 90 2 54-70,70-6,6-4,4-5,5-38,38-39,39-65,65-64,64-71,71-91,91-92,92-90
1 78 0 1-0,0-8,8-76,76-3,3-78
1 78 1 1-57,57-56,56-58,58-75,75-54,54-6,6-4,4-3,3-39,39-101,101-47,47-2,2-77,77-78
1 78 2 1-0,0-55,55-8,8-76,76-3,3-78
58 9 0 58-56,56-0,0-9
58 9 1 58-75,75-55,55-9
58 9 2 58-56,56-0,0-55,55-9
78 76 0 78-3,3-76
78 76 1 78-83,83-84,84-47,47-101,101-39,39-3,3-4,4-76
78 76 2 78-77,77-2,2-47,47-46,46-41,41-74,74-39,39-38,38-5,5-4,4-7,7-8,8-76
44 36 0 44-42,42-43,43-39,39-3,3-37,37-36
44 36 1 44-45,45-52,52-39,39-74,74-14,14-17,17-36
44 36 2 44-45,45-52,52-39,39-3,3-37,37-36
48 47 0 48-46,46-47
48 47 1 48-49,49-42,42-43,43-39,39-101,101-47
48 47 2 48-46,46-101,101-47
34 14 0 34-33,33-41,41-74,74-14
34 14 1 34-35,35-36,36-17,17-14
34 14 2 34-33,33-41,41-46,46-101,101-39,39-74,74-14
20 77 0 20-25,25-24,24-79,79-80,80-46,46-47,47-2,2-77
20 77 1 20-19,19-21,21-73,73-26,26-23,23-85,85-84,84-83,83-78,78-77
20 77 2 20-25,25-24,24-23,23-85,85-84,84-47,47-2,2-77
24 8 0 24-82,82-81,81-42,42-43,43-39,39-3,3-76,76-8
24 8 1 24-23,23-85,85-84,84-83,83-78,78-3,3-4,4-7,7-8
24 8 2 24-79,79-80,80-46,46-101,101-39,39-38,38-5,5-4,4-6,6-54,54-62,62-55,55-8
81 41 0 81-42,42-49,49-40,40-41
81 41 1 81-82,82-24,24-79,79-80,80-46,46-41
81 41 2 81-42,42-43,43-39,39-74,74-41
101 38 0 101-39,39-38
101 38 1 101-47,47-2,2-77,77-78,78-3,3-4,4-5,5-38
101 38 2 101-46,46-41,41-74,74-39,39-38
30 98 0 30-102,102-89,89-88,88-65,65-39,39-43,43-42,42-81,81-82,82-24,24-25,25-20,20-19,19-22,22-95,95-96,96-97,97-98
30 98 1 30-31,31-18,18-94,94-52,52-39,39-101,101-47,47-84,84-85,85-23,23-26,26-73,73-72,72-53,53-50,50-100,100-99,99-98
30 98 2 30-32,32-18,18-94,94-52,52-39,39-43,43-42,42-81,81-82,82-24,24-25,25-20,20-19,19-22,22-95,95-96,96-97,97-98
34 97 0 34-33,33-41,41-46,46-80,80-79,79-24,24-25,25-20,20-19,19-22,22-95,95-96,96-97
34 97 1 34-35,35-36,36-37,37-3,3-78,78-83,83-84,84-85,85-23,23-26,26-73,73-72,72-53,53-50,50-100,100-99,99-98,98-97
34 97 2 34-33,33-41,41-40,40-49,49-42,42-81,81-82,82-24,24-25,25-20,20-19,19-22,22-95,95-96,96-97
0 49 0 0-8,8-76,76-3,3-39,39-43,43-42,42-49
0 49 1 0-55,55-8,8-7,7-4,4-5,5-38,38-39,39-74,74-41,41-40,40-49
0 49 2 0-56,56-58,58-75,75-54,54-6,6-71,71-64,64-65,65-39,39-101,101-46,46-48,48-49
20 60 0 20-25,25-24,24-82,82-81,81-42,42-43,43-39,39-3,3-4,4-6,6-54,54-62,62-63,63-60
20 60 1 20-19,19-21,21-73,73-26,26-23,23-85,85-84,84-83,83-78,78-3,3-76,76-8,8-0,0-56,56-58,58-61,61-60
20 60 2 20-25,25-24,24-23,23-85,85-84,84-83,83-78,78-3,3-4,4-6,6-54,54-62,62-63,63-60
77 61 0 77-78,78-3,3-76,76-8,8-0,0-56,56-58,58-61
77 61 1 77-2,2-47,47-101,101-39,39-3,3-4,4-6,6-54,54-62,62-63,63-60,60-61
77 61 2 77-78,78-3,3-4,4-6,6-54,54-75,75-58,58-61
53 52 0 53-72,72-73,73-26,26-23,23-85,85-84,84-47,47-101,101-39,39-52
53 52 1 53-50,50-95,95-22,22-19,19-20,20-25,25-24,24-82,82-81,81-42,42-44,44-45,45-52
53 52 2 53-72,72-73,73-26,26-23,23-24,24-79,79-80,80-46,46-101,101-39,39-52
57 49 0 57-1,1-0,0-8,8-76,76-3,3-39,39-43,43-42,42-49
57 49 1 57-56,56-58,58-75,75-54,54-6,6-71,71-64,64-65,65-39,39-101,101-46,46-48,48-49
57 49 2 57-56,56-0,0-8,8-76,76-3,3-39,39-43,43-42,42-49
39 65 0 39-65
39 65 1 39-15,15-87,87-88,88-65
39 65 2 39-52,52-94,94-67,67-64,64-65
43 2 0 43-39,39-3,3-78,78-77,77-2
43 2 1 43-42,42-49,49-48,48-46,46-47,47-2
43 2 2 43-39,39-101,101-47,47-2
63 79 0 63-62,62-55,55-8,8-76,76-3,3-39,39-101,101-46,46-80,80-79
63 79 1 63-60,60-61,61-58,58-75,75-54,54-6,6-4,4-3,3-78,78-83,83-84,84-85,85-86,86-79
63 79 2 63-62,62-54,54-6,6-4,4-3,3-39,39-101,101-46,46-80,80-79
29 43 0 29-69,69-71,71-64,64-65,65-39,39-43
29 43 1 29-31,31-18,18-94,94-52,52-45,45-44,44-42,42-43
29 43 2 29-31,31-18,18-94,94-52,52-39,39-43
33 40 0 33-41,41-40
33 40 1 33-34,34-35,35-36,36-37,37-3,3-39,39-43,43-42,42-49,49-40
33 40 2 33-41,41-46,46-48,48-49,49-40
90 43 0 90-69,69-71,71-64,64-65,65-39,39-43
90 43 1 90-68,68-67,67-94,94-52,52-45,45-44,44-42,42-43
90 43 2 90-68,68-67,67-64,64-65,65-39,39-43
80 13 0 80-46,46-101,101-39,39-52,52-94,94-10,10-13
80 13 1 80-79,79-24,24-82,82-81,81-42,42-43,43-39,39-65,65-88,88-89,89-94,94-11,11-13
80 13 2 80-46,46-101,101-39,39-52,52-94,94-11,11-13
9 7 0 9-0,0-8,8-7
9 7 1 9-55,55-8,8-76,76-4,4-7
9 7 2 9-55,55-8,8-7
86 23 0 86-85,85-23
86 23 1 86-79,79-24,24-23
86 23 2 86-79,79-80,80-46,46-47,47-84,84-85,85-23
52 99 0 52-39,39-101,101-47,47-84,84-85,85-23,23-26,26-73,73-72,72-53,53-50,50-100,100-99
52 99 1 52-45,45-44,44-42,42-81,81-82,82-24,24-25,25-20,20-19,19-22,22-95,95-96,96-97,97-98,98-99
52 99 2 52-45,45-44,44-42,42-81,81-82,82-24,24-23,23-26,26-73,73-72,72-53,53-50,50-100,100-99
15 25 0 15-39,39-43,43-42,42-81,81-82,82-24,24-25
15 25 1 15-87,87-52,52-39,39-101,101-47,47-84,84-85,85-23,23-26,26-73,73-21,21-19,19-20,20-25
15 25 2 15-39,39-101,101-46,46-80,80-79,79-24,24-25
56 102 0 56-0,0-8,8-76,76-3,3-39,39-65,65-88,88-89,89-102
56 102 1 56-58,58-75,75-54,54-6,6-71,71-69,69-29,29-30,30-102
56 102 2 56-57,57-1,1-0,0-55,55-8,8-7,7-4,4-5,5-38,38-39,39-52,52-94,94-67,67-66,66-102
19 90 0 19-20,20-25,25-24,24-82,82-81,81-42,42-43,43-39,39-52,52-94,94-67,67-68,68-90
19 90 1 19-21,21-73,73-26,26-23,23-85,85-84,84-83,83-78,78-3,3-4,4-6,6-71,71-69,69-90
19 90 2 19-20,20-25,25-24,24-82,82-81,81-42,42-43,43-39,39-65,65-64,64-67,67-68,68-90
76 89 0 76-3,3-39,39-65,65-88,88-89
76 89 1 76-4,4-5,5-38,38-39,39-52,52-94,94-89
76 89 2 76-8,8-7,7-4,4-6,6-71,71-69,69-93,93-66,66-102,102-89
42 89 0 42-44,44-45,45-52,52-94,94-89
42 89 1 42-43,43-39,39-15,15-87,87-88,88-89
42 89 2 42-49,49-48,48-46,46-101,101-39,39-65,65-64,64-67,67-66,66-102,102-89
5 83 0 5-4,4-3,3-78,78-83
5 83 1 5-38,38-39,39-101,101-47,47-84,84-83
5 83 2 5-38,38-39,39-3,3-78,78-83
62 28 0 62-54,54-6,6-4,4-3,3-39,39-43,43-42,42-81,81-82,82-28
62 28 1 62-55,55-8,8-76,76-3,3-78,78-83,83-84,84-85,85-23,23-24,24-27,27-28
62 28 2 62-55,55-8,8-76,76-3,3-39,39-43,43-42,42-81,81-82,82-28
66 67 0 66-67
66 67 1 66-102,102-89,89-94,94-67
66 67 2 66-93,93-69,69-71,71-64,64-67
52 18 0 52-94,94-18
52 18 1 52-87,87-88,88-89,89-102,102-30,30-32,32-18
52 18 2 52-39,39-65,65-64,64-71,71-69,69-29,29-31,31-18
8 88 0 8-76,76-3,3-39,39-65,65-88
8 88 1 8-7,7-4,4-5,5-38,38-39,39-15,15-87,87-88
8 88 2 8-55,55-75,75-54,54-6,6-71,71-64,64-67,67-94,94-89,89-88
28 11 0 28-82,82-81,81-42,42-43,43-39,39-52,52-94,94-11
28 11 1 28-27,27-24,24-79,79-80,80-46,46-101,101-39,39-65,65-88,88-89,89-94,94-16,16-11
28 11 2 28-82,82-81,81-42,42-44,44-45,45-52,52-94,94-11
85 86 0 85-86
85 86 1 85-23,23-24,24-79,79-86
85 86 2 85-84,84-47,47-46,46-80,80-79,79-86
32 78 0 32-31,31-29,29-69,69-71,71-6,6-4,4-3,3-78
32 78 1 32-18,18-94,94-52,52-39,39-101,101-47,47-84,84-83,83-78
32 78 2 32-30,30-102,102-89,89-88,88-65,65-39,39-74,74-41,41-46,46-47,47-2,2-77,77-78
14 82 0 14-74,74-41,41-46,46-80,80-79,79-24,24-82
14 82 1 14-17,17-36,36-37,37-3,3-39,39-43,43-42,42-81,81-82
14 82 2 14-74,74-39,39-43,43-42,42-81,81-82
75 96 0 75-54,54-6,6-4,4-3,3-39,39-101,101-46,46-80,80-79,79-24,24-25,25-20,20-19,19-22,22-95,95-96
75 96 1 75-55,55-8,8-76,76-3,3-78,78-83,83-84,84-85,85-23,23-26,26-73,73-72,72-53,53-50,50-100,100-99,99-98,98-97,97-96
75 96 2 75-54,54-6,6-4,4-3,3-78,78-83,83-84,84-85,85-23,23-26,26-73,73-72,72-53,53-50,50-95,95-96
4 44 0 4-3,3-39,39-43,43-42,42-44
4 44 1 4-5,5-38,38-39,39-52,52-45,45-44
4 44 2 4-3,3-39,39-52,52-45,45-44
8 39 0 8-76,76-3,3-39
8 39 1 8-7,7-4,4-5,5-38,38-39
8 39 2 8-55,55-75,75-54,54-6,6-71,71-64,64-65,65-39
65 10 0 65-88,88-89,89-94,94-10
65 10 1 65-64,64-67,67-94,94-11,11-10
65 10 2 65-39,39-52,52-94,94-16,16-10
41 33 0 41-33
41 33 1 41-74,74-14,14-17,17-36,36-35,35-34,34-33
41 33 2 41-74,74-39,39-3,3-37,37-36,36-35,35-34,34-33
61 62 0 61-60,60-63,63-62
61 62 1 61-58,58-75,75-54,54-62
61 62 2 61-58,58-75,75-55,55-62
88 68 0 88-89,89-94,94-67,67-68
88 68 1 88-65,65-64,64-71,71-69,69-90,90-68
88 68 2 88-65,65-64,64-67,67-68
17 56 0 17-36,36-37,37-3,3-76,76-8,8-0,0-56
17 56 1 17-14,14-74,74-39,39-3,3-4,4-6,6-54,54-75,75-58,58-56
17 56 2 17-14,14-74,74-39,39-3,3-76,76-8,8-0,0-56
37 53 0 37-3,3-78,78-83,83-84,84-85,85-23,23-26,26-73,73-72,72-53
37 53 1 37-36,36-17,17-14,14-74,74-41,41-46,46-80,80-79,79-24,24-25,25-20,20-19,19-22,22-95,95-50,50-53
37 53 2 37-3,3-39,39-101,101-47,47-84,84-85,85-23,23-26,26-73,73-72,72-53
94 62 0 94-67,67-64,64-71,71-6,6-54,54-62
94 62 1 94-52,52-39,39-3,3-76,76-8,8-55,55-62
94 62 2 94-89,89-88,88-65,65-39,39-38,38-5,5-4,4-7,7-8,8-0,0-56,56-58,58-61,61-60,60-63,63-62
98 37 0 98-99,99-100,100-50,50-53,53-72,72-73,73-26,26-23,23-85,85-84,84-83,83-78,78-3,3-37
98 37 1 98-97,97-96,96-95,95-22,22-19,19-20,20-25,25-24,24-79,79-80,80-46,46-41,41-74,74-14,14-17,17-36,36-37
98 37 2 98-97,97-96,96-95,95-50,50-53,53-72,72-73,73-26,26-23,23-85,85-84,84-83,83-78,78-3,3-37
13 12 0 13-12
13 12 1 13-11,11-94,94-18,18-12
13 12 2 13-10,10-94,94-18,18-12
74 10 0 74-39,39-52,52-94,94-10
74 10 1 74-41,41-46,46-101,101-39,39-65,65-88,88-89,89-94,94-11,11-10
74 10 2 74-14,14-17,17-36,36-37,37-3,3-4,4-6,6-71,71-64,64-67,67-94,94-16,16-10
99 4 0 99-100,100-50,50-53,53-72,72-73,73-26,26-23,23-85,85-84,84-83,83-78,78-3,3-4
99 4 1 99-98,98-97,97-96,96-95,95-22,22-19,19-20,20-25,25-24,24-82,82-81,81-42,42-43,43-39,39-38,38-5,5-4
99 4 2 99-100,100-50,50-53,53-72,72-73,73-26,26-23,23-85,85-84,84-47,47-101,101-39,39-3,3-4
3 10 0 3-39,39-52,52-94,94-10
3 10 1 3-4,4-6,6-71,71-64,64-67,67-94,94-11,11-10
3 10 2 3-76,76-4,4-5,5-38,38-39,39-65,65-88,88-89,89-94,94-16,16-10
23 87 0 23-85,85-84,84-47,47-101,101-39,39-52,52-87
23 87 1 23-24,24-82,82-81,81-42,42-43,43-39,39-15,15-87
23 87 2 23-26,26-73,73-21,21-19,19-20,20-25,25-24,24-79,79-80,80-46,46-41,41-74,74-39,39-65,65-88,88-87
50 19 0 50-95,95-22,22-19
50 19 1 50-53,53-72,72-73,73-21,21-19
50 19 2 50-100,100-99,99-98,98-97,97-96,96-95,95-22,22-19
70 86 0 70-6,6-4,4-3,3-78,78-83,83-84,84-85,85-86
70 86 1 70-54,54-6,6-71,71-64,64-65,65-39,39-101,101-46,46-80,80-79,79-86
70 86 2 70-54,54-6,6-4,4-3,3-78,78-83,83-84,84-85,85-86
40 5 0 40-41,41-74,74-39,39-38,38-5
40 5 1 40-49,49-42,42-43,43-39,39-3,3-4,4-5
40 5 2 40-49,49-42,42-43,43-39,39-38,38-5
46 31 0 46-101,101-39,39-52,52-94,94-18,18-31
46 31 1 46-41,41-74,74-39,39-65,65-88,88-89,89-102,102-30,30-31
46 31 2 46-47,47-2,2-77,77-78,78-3,3-4,4-6,6-71,71-69,69-29,29-31
12 91 0 12-18,18-31,31-29,29-69,69-90,90-92,92-91
12 91 1 12-13,13-11,11-94,94-67,67-64,64-71,71-91
12 91 2 12-18,18-94,94-67,67-64,64-71,71-91
16 30 0 16-94,94-89,89-102,102-30
16 30 1 16-10,10-94,94-18,18-32,32-30
16 30 2 16-11,11-13,13-12,12-18,18-31,31-30
73 67 0 73-26,26-23,23-85,85-84,84-47,47-101,101-39,39-65,65-64,64-67
73 67 1 73-21,21-19,19-20,20-25,25-24,24-82,82-81,81-42,42-43,43-39,39-52,52-94,94-67
73 67 2 73-26,26-23,23-85,85-84,84-47,47-101,101-39,39-52,52-94,94-67
36 81 0 36-37,37-3,3-39,39-43,43-42,42-81
36 81 1 36-17,17-14,14-74,74-41,41-46,46-80,80-79,79-24,24-82,82-81
36 81 2 36-17,17-14,14-74,74-39,39-43,43-42,42-81
2 65 0 2-47,47-101,101-39,39-65
2 65 1 2-77,77-78,78-3,3-39,39-15,15-87,87-88,88-65
2 65 2 2-77,77-78,78-3,3-39,39-65
22 4 0 22-19,19-20,20-25,25-24,24-82,82-81,81-42,42-43,43-39,39-38,38-5,5-4
22 4 1 22-95,95-50,50-53,53-72,72-73,73-26,26-23,23-85,85-84,84-83,83-78,78-3,3-4
22 4 2 22-19,19-20,20-25,25-24,24-23,23-85,85-84,84-83,83-78,78-3,3-4
79 93 0 79-80,80-46,46-101,101-39,39-65,65-64,64-67,67-66,66-93
79 93 1 79-86,86-85,85-84,84-83,83-78,78-3,3-4,4-6,6-71,71-69,69-93
79 93 2 79-24,24-82,82-81,81-42,42-43,43-39,39-52,52-94,94-18,18-31,31-29,29-93
26 75 0 26-23,23-85,85-84,84-83,83-78,78-3,3-4,4-6,6-54,54-75
26 75 1 26-73,73-21,21-19,19-20,20-25,25-24,24-82,82-81,81-42,42-43,43-39,39-3,3-76,76-8,8-55,55-75
26 75 2 26-23,23-85,85-84,84-83,83-78,78-3,3-76,76-8,8-55,55-75
83 22 0 83-84,84-85,85-23,23-26,26-73,73-72,72-53,53-50,50-95,95-22
83 22 1 83-78,78-3,3-39,39-101,101-46,46-80,80-79,79-24,24-25,25-20,20-19,19-22
83 22 2 83-84,84-85,85-23,23-24,24-25,25-20,20-19,19-22
12 42 0 12-18,18-94,94-52,52-45,45-44,44-42
12 42 1 12-13,13-11,11-94,94-89,89-88,88-65,65-39,39-43,43-42
12 42 2 12-18,18-94,94-52,52-39,39-43,43-42
69 23 0 69-71,71-6,6-4,4-3,3-78,78-83,83-84,84-85,85-23
69 23 1 69-90,90-68,68-67,67-64,64-65,65-39,39-43,43-42,42-81,81-82,82-24,24-23
69 23 2 69-93,93-66,66-67,67-94,94-52,52-39,39-101,101-46,46-80,80-79,79-24,24-25,25-20,20-19,19-21,21-73,73-26,26-23
73 44 0 73-21,21-19,19-20,20-25,25-24,24-82,82-81,81-42,42-44
73 44 1 73-26,26-23,23-85,85-84,84-47,47-101,101-39,39-52,52-45,45-44
73 44 2 73-26,26-23,23-24,24-82,82-81,81-42,42-44
59 1 0 59-56,56-0,0-1
59 1 1 59-58,58-56,56-57,57-1
59 1 2 59-56,56-57,57-1
45 46 0 45-52,52-39,39-101,101-46
45 46 1 45-44,44-42,42-49,49-48,48-46
45 46 2 45-51,51-52,52-87,87-15,15-39,39-74,74-41,41-46
49 43 0 49-42,42-43
49 43 1 49-48,48-46,46-101,101-39,39-43
49 43 2 49-40,40-41,41-74,74-39,39-43
92 79 0 92-91,91-71,71-64,64-65,65-39,39-101,101-46,46-80,80-79
92 79 1 92-90,90-68,68-67,67-94,94-52,52-39,39-43,43-42,42-81,81-82,82-24,24-79
92 79 2 92-90,90-68,68-67,67-64,64-65,65-39,39-101,101-46,46-80,80-79
96 10 0 96-95,95-22,22-19,19-20,20-25,25-24,24-82,82-81,81-42,42-43,43-39,39-52,52-94,94-10
96 10 1 96-97,97-98,98-99,99-100,100-50,50-53,53-72,72-73,73-26,26-23,23-85,85-84,84-47,47-101,101-39,39-65,65-88,88-89,89-94,94-16,16-10
96 10 2 96-95,95-22,22-19,19-20,20-25,25-24,24-79,79-80,80-46,46-101,101-39,39-52,52-94,94-10
25 2 0 25-24,24-79,79-80,80-46,46-47,47-2
25 2 1 25-20,20-19,19-21,21-73,73-26,26-23,23-85,85-84,84-83,83-78,78-77,77-2
25 2 2 25-24,24-23,23-85,85-84,84-47,47-2
82 53 0 82-24,24-23,23-26,26-73,73-72,72-53
82 53 1 82-28,28-27,27-24,24-25,25-20,20-19,19-22,22-95,95-50,50-53
82 53 2 82-28,28-27,27-24,24-23,23-26,26-73,73-72,72-53
102 48 0 102-89,89-94,94-52,52-39,39-101,101-46,46-48
102 48 1 102-66,66-67,67-64,64-65,65-39,39-43,43-42,42-49,49-48
102 48 2 102-89,89-88,88-65,65-39,39-101,101-46,46-48
89 65 0 89-88,88-65
89 65 1 89-94,94-52,52-39,39-65
89 65 2 89-102,102-66,66-67,67-64,64-65
1 57 0 1-57
1 57 1 1-0,0-56,56-57
1 57 2 1-0,0-55,55-75,75-58,58-56,56-57
21 54 0 21-73,73-26,26-23,23-85,85-84,84-83,83-78,78-3,3-4,4-6,6-54
21 54 1 21-19,19-20,20-25,25-24,24-82,82-81,81-42,42-43,43-39,39-3,3-76,76-8,8-55,55-75,75-54
21 54 2 21-73,73-26,26-23,23-85,85-84,84-47,47-101,101-39,39-3,3-4,4-6,6-54
95 80 0 95-22,22-19,19-20,20-25,25-24,24-79,79-80
95 80 1 95-50,50-53,53-72,72-73,73-26,26-23,23-85,85-84,84-47,47-46,46-80
95 80 2 95-50,50-53,53-72,72-73,73-26,26-23,23-24,24-79,79-80
78 57 0 78-3,3-76,76-8,8-0,0-56,56-57
78 57 1 78-83,83-84,84-47,47-101,101-39,39-3,3-4,4-7,7-8,8-55,55-0,0-1,1-57
78 57 2 78-3,3-76,76-8,8-0,0-1,1-57
11 64 0 11-94,94-67,67-64
11 64 1 11-16,16-94,94-52,52-39,39-65,65-64
11 64 2 11-13,13-12,12-18,18-31,31-29,29-69,69-71,71-64
54 38 0 54-6,6-4,4-5,5-38
54 38 1 54-62,62-55,55-8,8-76,76-3,3-39,39-38
54 38 2 54-70,70-6,6-4,4-5,5-38
58 45 0 58-56,56-0,0-8,8-76,76-3,3-39,39-52,52-45
58 45 1 58-75,75-54,54-6,6-71,71-64,64-67,67-94,94-52,52-51,51-45
58 45 2 58-61,61-60,60-63,63-62,62-54,54-70,70-6,6-4,4-5,5-38,38-39,39-43,43-42,42-44,44-45
44 8 0 44-42,42-43,43-39,39-3,3-76,76-8
44 8 1 44-45,45-52,52-39,39-38,38-5,5-4,4-7,7-8
44 8 2 44-45,45-52,52-39,39-3,3-76,76-8
34 18 0 34-33,33-41,41-74,74-39,39-52,52-94,94-18
34 18 1 34-35,35-36,36-37,37-3,3-4,4-6,6-71,71-69,69-29,29-31,31-18
34 18 2 34-35,35-36,36-37,37-3,3-39,39-52,52-94,94-18
91 47 0 91-71,71-64,64-65,65-39,39-101,101-47
91 47 1 91-92,92-90,90-68,68-67,67-94,94-52,52-39,39-74,74-41,41-46,46-47
91 47 2 91-71,71-6,6-4,4-3,3-39,39-101,101-47
20 97 0 20-19,19-22,22-95,95-96,96-97
20 97 1 20-25,25-24,24-23,23-26,26-73,73-72,72-53,53-50,50-100,100-99,99-98,98-97
20 97 2 20-19,19-22,22-95,95-50,50-100,100-99,99-98,98-97
77 80 0 77-2,2-47,47-46,46-80
77 80 1 77-78,78-83,83-84,84-85,85-86,86-79,79-80
77 80 2 77-2,2-47,47-101,101-46,46-80
24 100 0 24-23,23-26,26-73,73-72,72-53,53-50,50-100
24 100 1 24-25,25-20,20-19,19-22,22-95,95-96,96-97,97-98,98-99,99-100
24 100 2 24-25,25-20,20-19,19-22,22-95,95-50,50-100
6 84 0 6-4,4-3,3-78,78-83,83-84
6 84 1 6-71,71-64,64-65,65-39,39-101,101-47,47-84
6 84 2 6-54,54-62,62-55,55-8,8-76,76-3,3-39,39-74,74-41,41-46,46-80,80-79,79-86,86-85,85-84
